longitude,    EOF1,    EOF2 
0000000, 0.0106138, -0.0304737
0000000, 0.0095172, -0.0276413
0000000, 0.0100355, -0.0258783
0000000, 0.0118069, -0.0268443
0000000, 0.0141626, -0.0253968
0000000, 0.0152332, -0.0234934
0000000, 0.0156423, -0.0232349
0000000, 0.0196167, -0.0224667
0000000, 0.0267081, -0.0208095
0000000, 0.0313204, -0.0185285
0000000, 0.0352484, -0.0177498
0000000, 0.0395503, -0.0179927
0000000, 0.0455733, -0.0191730
0000000, 0.0522004, -0.0194605
0000000, 0.0577757, -0.0212736
0000000, 0.0630324, -0.0214428
0000000, 0.0666811, -0.0225352
0000000, 0.0697527, -0.0215283
0000000, 0.0727739, -0.0185838
0000000, 0.0756186, -0.0177053
0000000, 0.0787490, -0.0128425
0000000, 0.0825988, -0.0067711
0000000, 0.0860269, -0.0015939
0000000, 0.0915135, 0.0056224
0000000, 0.0942684, 0.0120753
0000000, 0.0974600, 0.0194120
0000000, 0.0999527, 0.0247544
0000000, 0.0987217, 0.0296262
0000000, 0.0964333, 0.0318334
0000000, 0.0933899, 0.0340416
0000000, 0.0895869, 0.0380553
0000000, 0.0851647, 0.0437177
0000000, 0.0887455, 0.0518092
0000000, 0.0886667, 0.0585517
0000000, 0.0892905, 0.0657081
0000000, 0.0897007, 0.0686558
0000000, 0.0925574, 0.0731487
0000000, 0.0886779, 0.0743956
0000000, 0.0869493, 0.0778939
0000000, 0.0848619, 0.0798881
0000000, 0.0851530, 0.0836238
0000000, 0.0783033, 0.0847002
0000000, 0.0708369, 0.0860218
0000000, 0.0633795, 0.0859861
0000000, 0.0542189, 0.0837963
0000000, 0.0491499, 0.0928567
0000000, 0.0424331, 0.0932169
0000000, 0.0371807, 0.0972511
0000000, 0.0297158, 0.1006682
0000000, 0.0227725, 0.1068777
0000000, 0.0180725, 0.1044308
0000000, 0.0147188, 0.1100801
0000000, 0.0105453, 0.1162944
0000000, 0.0074195, 0.1196032
0000000, 0.0032075, 0.1127117
0000000, -0.0026185, 0.1079371
0000000, -0.0068394, 0.1070652
0000000, -0.0149622, 0.1075841
0000000, -0.0234426, 0.1089756
0000000, -0.0309408, 0.1106994
0000000, -0.0401159, 0.1130044
0000000, -0.0490685, 0.1135978
0000000, -0.0579911, 0.1129060
0000000, -0.0668137, 0.1106771
0000000, -0.0741676, 0.1058589
0000000, -0.0781390, 0.1023981
0000000, -0.0780474, 0.0975043
0000000, -0.0798207, 0.0934632
0000000, -0.0810377, 0.0913065
0000000, -0.0817975, 0.0898320
0000000, -0.0836321, 0.0867796
0000000, -0.0860871, 0.0855316
0000000, -0.0871454, 0.0841297
0000000, -0.0875282, 0.0817859
0000000, -0.0871211, 0.0792428
0000000, -0.0865006, 0.0746774
0000000, -0.0851732, 0.0718736
0000000, -0.0828326, 0.0715730
0000000, -0.0813480, 0.0712662
0000000, -0.0791165, 0.0691680
0000000, -0.0782499, 0.0665906
0000000, -0.0777791, 0.0617596
0000000, -0.0767634, 0.0558999
0000000, -0.0758006, 0.0490707
0000000, -0.0732500, 0.0414192
0000000, -0.0697816, 0.0361303
0000000, -0.0670995, 0.0281754
0000000, -0.0651229, 0.0218432
0000000, -0.0614388, 0.0161511
0000000, -0.0599133, 0.0094767
0000000, -0.0593613, 0.0034300
0000000, -0.0580528, 0.0005875
0000000, -0.0573099, -0.0012840
0000000, -0.0564906, -0.0056198
0000000, -0.0562764, -0.0096609
0000000, -0.0566076, -0.0104877
0000000, -0.0573905, -0.0103488
0000000, -0.0593208, -0.0106101
0000000, -0.0601873, -0.0121379
0000000, -0.0617137, -0.0134584
0000000, -0.0629152, -0.0139268
0000000, -0.0637602, -0.0143330
0000000, -0.0649384, -0.0159052
0000000, -0.0655835, -0.0160797
0000000, -0.0648863, -0.0166742
0000000, -0.0648785, -0.0163600
0000000, -0.0641235, -0.0187798
0000000, -0.0641868, -0.0198735
0000000, -0.0628353, -0.0213553
0000000, -0.0638995, -0.0227763
0000000, -0.0668174, -0.0230923
0000000, -0.0682067, -0.0221357
0000000, -0.0679969, -0.0211736
0000000, -0.0673665, -0.0193346
0000000, -0.0642648, -0.0181678
0000000, -0.0610751, -0.0165987
0000000, -0.0557769, -0.0147221
0000000, -0.0519095, -0.0135977
0000000, -0.0475268, -0.0104274
0000000, -0.0435642, -0.0100702
0000000, -0.0340033, -0.0064723
0000000, -0.0285479, -0.0032018
0000000, -0.0218192, -0.0044555
0000000, -0.0181251, -0.0036689
0000000, -0.0158114, -0.0050150
0000000, -0.0138185, -0.0064389
0000000, -0.0122793, -0.0063945
0000000, -0.0136825, -0.0089877
0000000, -0.0139466, -0.0121324
0000000, -0.0149038, -0.0150569
0000000, -0.0149720, -0.0149240
0000000, -0.0135936, -0.0141750
0000000, -0.0115082, -0.0140987
0000000, -0.0100114, -0.0136757
0000000, -0.0094361, -0.0134296
0000000, -0.0098523, -0.0122606
0000000, -0.0080511, -0.0128129
0000000, -0.0074820, -0.0101538
0000000, -0.0090155, -0.0093976
0000000, -0.0097273, -0.0089541
0000000, -0.0098105, -0.0099653
0000000, -0.0105084, -0.0098363
0000000, -0.0111845, -0.0103919
0000000, -0.0127969, -0.0114189
0000000, -0.0145744, -0.0127367
0000000, -0.0158201, -0.0126835
0000000, -0.0179720, -0.0135459
0000000, -0.0201462, -0.0155493
0000000, -0.0224238, -0.0164086
0000000, -0.0235009, -0.0167927
0000000, -0.0244566, -0.0159275
0000000, -0.0239765, -0.0130161
0000000, -0.0221008, -0.0134708
0000000, -0.0188185, -0.0135238
0000000, -0.0142193, -0.0140259
0000000, -0.0122503, -0.0158734
0000000, -0.0118185, -0.0175117
0000000, -0.0110716, -0.0193129
0000000, -0.0104518, -0.0194867
0000000, -0.0108251, -0.0199892
0000000, -0.0100455, -0.0204705
0000000, -0.0116313, -0.0202672
0000000, -0.0084377, 0.0589904
0000000, -0.0082620, 0.0565188
0000000, -0.0078710, 0.0535251
0000000, -0.0078680, 0.0505814
0000000, -0.0093101, 0.0470654
0000000, -0.0091521, 0.0459150
0000000, -0.0093259, 0.0441026
0000000, -0.0089866, 0.0444146
0000000, -0.0084692, 0.0449836
0000000, -0.0086122, 0.0447270
0000000, -0.0086857, 0.0446588
0000000, -0.0084535, 0.0441872
0000000, -0.0089587, 0.0457195
0000000, -0.0092857, 0.0480794
0000000, -0.0112844, 0.0500281
0000000, -0.0128414, 0.0525983
0000000, -0.0137694, 0.0530588
0000000, -0.0154936, 0.0548241
0000000, -0.0169783, 0.0562878
0000000, -0.0185239, 0.0572834
0000000, -0.0188228, 0.0576597
0000000, -0.0187187, 0.0599815
0000000, -0.0184008, 0.0620292
0000000, -0.0182090, 0.0628311
0000000, -0.0188819, 0.0625836
0000000, -0.0200223, 0.0618966
0000000, -0.0213917, 0.0603220
0000000, -0.0221865, 0.0571651
0000000, -0.0234198, 0.0531686
0000000, -0.0249540, 0.0505261
0000000, -0.0274551, 0.0469419
0000000, -0.0303133, 0.0449579
0000000, -0.0329836, 0.0429629
0000000, -0.0370148, 0.0407888
0000000, -0.0401539, 0.0404116
0000000, -0.0425805, 0.0388475
0000000, -0.0451271, 0.0360745
0000000, -0.0470313, 0.0316702
0000000, -0.0496546, 0.0256833
0000000, -0.0528445, 0.0206910
0000000, -0.0553332, 0.0137741
0000000, -0.0576397, 0.0062176
0000000, -0.0590962, -0.0019548
0000000, -0.0600880, -0.0095523
0000000, -0.0595395, -0.0159010
0000000, -0.0578014, -0.0216430
0000000, -0.0562780, -0.0269217
0000000, -0.0548146, -0.0318272
0000000, -0.0533717, -0.0361610
0000000, -0.0531665, -0.0391345
0000000, -0.0551139, -0.0426389
0000000, -0.0554176, -0.0459110
0000000, -0.0548938, -0.0488188
0000000, -0.0540164, -0.0511214
0000000, -0.0527747, -0.0542381
0000000, -0.0522385, -0.0578318
0000000, -0.0512182, -0.0616389
0000000, -0.0495701, -0.0645210
0000000, -0.0465330, -0.0666037
0000000, -0.0421432, -0.0686544
0000000, -0.0391304, -0.0712897
0000000, -0.0366907, -0.0732017
0000000, -0.0346525, -0.0765774
0000000, -0.0307803, -0.0776574
0000000, -0.0257850, -0.0777987
0000000, -0.0208083, -0.0763274
0000000, -0.0164173, -0.0743131
0000000, -0.0125268, -0.0727717
0000000, -0.0096758, -0.0694563
0000000, -0.0072313, -0.0666480
0000000, -0.0049821, -0.0649649
0000000, -0.0017801, -0.0624663
0000000, 0.0018102, -0.0584411
0000000, 0.0052439, -0.0564371
0000000, 0.0081433, -0.0530783
0000000, 0.0106612, -0.0509348
0000000, 0.0141354, -0.0482732
0000000, 0.0171863, -0.0475075
0000000, 0.0200071, -0.0443067
0000000, 0.0240281, -0.0413783
0000000, 0.0270390, -0.0383615
0000000, 0.0292618, -0.0357025
0000000, 0.0298427, -0.0335045
0000000, 0.0307516, -0.0327303
0000000, 0.0326026, -0.0319616
0000000, 0.0341375, -0.0304444
0000000, 0.0361040, -0.0287412
0000000, 0.0369301, -0.0275361
0000000, 0.0385993, -0.0259809
0000000, 0.0408049, -0.0257140
0000000, 0.0421316, -0.0263650
0000000, 0.0432855, -0.0279399
0000000, 0.0443129, -0.0292905
0000000, 0.0444970, -0.0311878
0000000, 0.0443638, -0.0329144
0000000, 0.0453331, -0.0359921
0000000, 0.0454263, -0.0375987
0000000, 0.0460038, -0.0376847
0000000, 0.0464676, -0.0377916
0000000, 0.0467089, -0.0368393
0000000, 0.0476159, -0.0352535
0000000, 0.0484661, -0.0340287
0000000, 0.0487798, -0.0318982
0000000, 0.0489701, -0.0300034
0000000, 0.0511124, -0.0276555
0000000, 0.0529555, -0.0245810
0000000, 0.0550730, -0.0223672
0000000, 0.0562676, -0.0198471
0000000, 0.0586430, -0.0159725
0000000, 0.0613621, -0.0116621
0000000, 0.0640019, -0.0065747
0000000, 0.0667321, -0.0019170
0000000, 0.0686067, 0.0015700
0000000, 0.0703158, 0.0031095
0000000, 0.0715811, 0.0036530
0000000, 0.0724910, 0.0039385
0000000, 0.0725820, 0.0055471
0000000, 0.0717929, 0.0078896
0000000, 0.0694905, 0.0104633
0000000, 0.0675993, 0.0117045
0000000, 0.0662693, 0.0124967
0000000, 0.0661115, 0.0131784
0000000, 0.0665494, 0.0127921
0000000, 0.0668629, 0.0127935
0000000, 0.0667838, 0.0134572
0000000, 0.0654859, 0.0157135
0000000, 0.0634143, 0.0180156
0000000, 0.0619386, 0.0212778
0000000, 0.0599876, 0.0240398
0000000, 0.0586711, 0.0267836
0000000, 0.0572856, 0.0303093
0000000, 0.0568149, 0.0327809
0000000, 0.0551884, 0.0350923
0000000, 0.0541397, 0.0382387
0000000, 0.0528808, 0.0414729
0000000, 0.0519093, 0.0436140
0000000, 0.0507146, 0.0447995
0000000, 0.0482764, 0.0451547
0000000, 0.0472223, 0.0461134
0000000, 0.0466069, 0.0460781
0000000, 0.0468993, 0.0441600
0000000, 0.0444812, 0.0409778
0000000, 0.0423910, 0.0375013
0000000, 0.0383244, 0.0324957
0000000, 0.0355423, 0.0275967
0000000, 0.0333694, 0.0238117
0000000, 0.0322847, 0.0216878
0000000, 0.0312690, 0.0211144
0000000, 0.0300492, 0.0201283
0000000, 0.0284826, 0.0202002
0000000, 0.0270581, 0.0210671
0000000, 0.0246464, 0.0231588
0000000, 0.0212388, 0.0246504
0000000, 0.0180290, 0.0272875
0000000, 0.0163502, 0.0303709
0000000, 0.0143967, 0.0322423
0000000, 0.0130437, 0.0350385
0000000, 0.0113715, 0.0383746
0000000, 0.0100824, 0.0416217
0000000, 0.0083625, 0.0450108
0000000, 0.0057592, 0.0489534
0000000, 0.0044724, 0.0515520
0000000, 0.0042711, 0.0530170
0000000, 0.0056082, 0.0526006
0000000, 0.0064932, 0.0529758
0000000, 0.0061121, 0.0535400
0000000, 0.0061075, 0.0532493
0000000, 0.0050056, 0.0530749
0000000, 0.0023882, 0.0531670
0000000, 0.0006625, 0.0535771
0000000, -0.0016551, 0.0548100
0000000, -0.0043538, 0.0566064
0000000, -0.0047679, 0.0576180
0000000, -0.0039085, 0.0582373
0000000, -0.0039875, 0.0582505
0000000, -0.0051088, 0.0585437
0000000, -0.0059397, 0.0589777
0000000, -0.0071366, 0.0592401
0000000, -0.0082840, 0.0606654
0000000, -0.0085077, 0.0605557
