longitude,    EOF1,    EOF2 
0000000, -0.0752576, 0.0265170
0000000, -0.0744238, 0.0237160
0000000, -0.0749824, 0.0220344
0000000, -0.0747227, 0.0200804
0000000, -0.0756570, 0.0186969
0000000, -0.0761974, 0.0173788
0000000, -0.0764203, 0.0157749
0000000, -0.0774082, 0.0140315
0000000, -0.0782792, 0.0104551
0000000, -0.0786130, 0.0064398
0000000, -0.0784598, 0.0042753
0000000, -0.0788545, 0.0009884
0000000, -0.0787080, -0.0022393
0000000, -0.0795780, -0.0064293
0000000, -0.0784382, -0.0096524
0000000, -0.0770473, -0.0123788
0000000, -0.0758940, -0.0146469
0000000, -0.0742464, -0.0173841
0000000, -0.0728145, -0.0191996
0000000, -0.0710112, -0.0198942
0000000, -0.0684151, -0.0212522
0000000, -0.0658130, -0.0209474
0000000, -0.0635532, -0.0201063
0000000, -0.0585999, -0.0184040
0000000, -0.0547196, -0.0152851
0000000, -0.0510722, -0.0137846
0000000, -0.0481821, -0.0131416
0000000, -0.0413140, -0.0125831
0000000, -0.0421345, -0.0138718
0000000, -0.0354285, -0.0096805
0000000, -0.0338676, -0.0083644
0000000, -0.0277770, -0.0068918
0000000, -0.0272077, -0.0083631
0000000, -0.0234537, -0.0051179
0000000, -0.0205163, -0.0031155
0000000, -0.0144482, 0.0006528
0000000, -0.0186747, 0.0038335
0000000, -0.0185633, 0.0059586
0000000, -0.0234004, 0.0067347
0000000, -0.0272678, 0.0091429
0000000, -0.0293899, 0.0141676
0000000, -0.0297563, 0.0190003
0000000, -0.0296171, 0.0212778
0000000, -0.0308470, 0.0232563
0000000, -0.0313765, 0.0253818
0000000, -0.0303511, 0.0259825
0000000, -0.0275150, 0.0239700
0000000, -0.0255857, 0.0226353
0000000, -0.0274326, 0.0225693
0000000, -0.0216127, 0.0174835
0000000, -0.0217156, 0.0121062
0000000, -0.0212258, 0.0093632
0000000, -0.0210030, 0.0056419
0000000, -0.0202229, 0.0043079
0000000, -0.0194985, 0.0040643
0000000, -0.0207014, 0.0030112
0000000, -0.0206826, 0.0025077
0000000, -0.0201487, 0.0017894
0000000, -0.0194445, 0.0003122
0000000, -0.0182001, -0.0009872
0000000, -0.0180607, -0.0019198
0000000, -0.0174999, -0.0027396
0000000, -0.0158332, -0.0025520
0000000, -0.0152030, -0.0031905
0000000, -0.0128199, -0.0049890
0000000, -0.0129269, -0.0057833
0000000, -0.0129765, -0.0078206
0000000, -0.0113651, -0.0085223
0000000, -0.0092902, -0.0089820
0000000, -0.0065774, -0.0082560
0000000, -0.0042079, -0.0075538
0000000, 0.0028949, 0.0717475
0000000, 0.0020477, 0.0740042
0000000, 0.0013952, 0.0751057
0000000, -0.0001410, 0.0766306
0000000, -0.0011871, 0.0771106
0000000, -0.0016004, 0.0784552
0000000, -0.0020650, 0.0797125
0000000, -0.0031967, 0.0789673
0000000, -0.0038007, 0.0782780
0000000, -0.0048743, 0.0769620
0000000, -0.0061659, 0.0755359
0000000, -0.0075576, 0.0742095
0000000, -0.0093644, 0.0729589
0000000, -0.0113636, 0.0717272
0000000, -0.0138630, 0.0716164
0000000, -0.0159154, 0.0723153
0000000, -0.0179287, 0.0717372
0000000, -0.0205832, 0.0707411
0000000, -0.0231215, 0.0687385
0000000, -0.0254682, 0.0674707
0000000, -0.0271487, 0.0671876
0000000, -0.0291805, 0.0670156
0000000, -0.0308421, 0.0676763
0000000, -0.0338238, 0.0686425
0000000, -0.0379787, 0.0693127
0000000, -0.0413315, 0.0719788
0000000, -0.0442730, 0.0760760
0000000, -0.0468631, 0.0791409
0000000, -0.0497267, 0.0821222
0000000, -0.0524890, 0.0844368
0000000, -0.0554122, 0.0858440
0000000, -0.0569159, 0.0857193
0000000, -0.0576832, 0.0845269
0000000, -0.0573713, 0.0822567
0000000, -0.0557008, 0.0798383
0000000, -0.0546123, 0.0765575
0000000, -0.0539647, 0.0730493
0000000, -0.0538623, 0.0698124
0000000, -0.0544287, 0.0658887
0000000, -0.0538607, 0.0609713
0000000, -0.0541330, 0.0548169
0000000, -0.0548866, 0.0486417
0000000, -0.0550875, 0.0413118
0000000, -0.0566700, 0.0355537
0000000, -0.0572551, 0.0296839
0000000, -0.0569676, 0.0247229
0000000, -0.0556190, 0.0197103
0000000, -0.0547864, 0.0155675
0000000, -0.0530469, 0.0131902
0000000, -0.0526139, 0.0113700
0000000, -0.0531400, 0.0092163
0000000, -0.0526528, 0.0073279
0000000, -0.0518623, 0.0041796
0000000, -0.0511060, 0.0005476
0000000, -0.0496786, -0.0037080
0000000, -0.0485526, -0.0073480
0000000, -0.0478823, -0.0113021
0000000, -0.0471416, -0.0150678
0000000, -0.0453955, -0.0173601
0000000, -0.0431102, -0.0195028
0000000, -0.0422069, -0.0215701
0000000, -0.0402149, -0.0232364
0000000, -0.0394530, -0.0242253
0000000, -0.0385248, -0.0258394
0000000, -0.0362058, -0.0269395
0000000, -0.0338052, -0.0279152
0000000, -0.0316260, -0.0291019
0000000, -0.0305689, -0.0301980
0000000, -0.0279158, -0.0316015
0000000, -0.0252952, -0.0330075
0000000, -0.0211748, -0.0345627
0000000, -0.0180543, -0.0365047
0000000, -0.0143949, -0.0373678
0000000, -0.0111619, -0.0376579
0000000, -0.0087013, -0.0368596
0000000, -0.0052395, -0.0348683
0000000, -0.0022591, -0.0326854
0000000, 0.0002384, -0.0312943
0000000, 0.0027319, -0.0293342
0000000, 0.0055235, -0.0280458
0000000, 0.0076691, -0.0279545
0000000, 0.0094069, -0.0283756
0000000, 0.0103637, -0.0287967
0000000, 0.0108347, -0.0308076
0000000, 0.0115050, -0.0338154
0000000, 0.0127402, -0.0361456
0000000, 0.0141968, -0.0372108
0000000, 0.0162899, -0.0373471
0000000, 0.0188732, -0.0365052
0000000, 0.0206872, -0.0365730
0000000, 0.0225107, -0.0350843
0000000, 0.0241284, -0.0335554
0000000, 0.0256887, -0.0316177
0000000, 0.0272853, -0.0295563
0000000, 0.0296308, -0.0273937
0000000, 0.0324122, -0.0256922
0000000, 0.0349845, -0.0247802
0000000, 0.0375963, -0.0243725
0000000, 0.0403546, -0.0245975
0000000, 0.0429477, -0.0246714
0000000, 0.0443098, -0.0238232
0000000, 0.0454984, -0.0224381
0000000, 0.0463057, -0.0219076
0000000, 0.0464032, -0.0213234
0000000, 0.0470745, -0.0200959
0000000, 0.0476584, -0.0185093
0000000, 0.0493549, -0.0168837
0000000, 0.0514434, -0.0158374
0000000, 0.0529618, -0.0142690
0000000, 0.0543270, -0.0118182
0000000, 0.0565354, -0.0094727
0000000, 0.0598185, -0.0066761
0000000, 0.0628625, -0.0046552
0000000, 0.0662917, -0.0024993
0000000, 0.0694096, -0.0001610
0000000, 0.0719798, 0.0027088
0000000, 0.0752236, 0.0059281
0000000, 0.0779036, 0.0085256
0000000, 0.0790733, 0.0103443
0000000, 0.0796853, 0.0125022
0000000, 0.0800716, 0.0145307
0000000, 0.0806099, 0.0175104
0000000, 0.0811737, 0.0197527
0000000, 0.0819869, 0.0228822
0000000, 0.0817448, 0.0265555
0000000, 0.0823489, 0.0308761
0000000, 0.0814771, 0.0344961
0000000, 0.0790019, 0.0373905
0000000, 0.0762304, 0.0392211
0000000, 0.0743682, 0.0423141
0000000, 0.0728766, 0.0457503
0000000, 0.0716002, 0.0504831
0000000, 0.0704673, 0.0561283
0000000, 0.0680355, 0.0605046
0000000, 0.0645876, 0.0646959
0000000, 0.0609312, 0.0681866
0000000, 0.0571889, 0.0708453
0000000, 0.0535691, 0.0728845
0000000, 0.0516024, 0.0739167
0000000, 0.0505839, 0.0735151
0000000, 0.0506064, 0.0704323
0000000, 0.0502723, 0.0671362
0000000, 0.0497925, 0.0621432
0000000, 0.0480274, 0.0569774
0000000, 0.0460005, 0.0514016
0000000, 0.0442514, 0.0482487
0000000, 0.0423567, 0.0438034
0000000, 0.0407560, 0.0421287
0000000, 0.0409894, 0.0419296
0000000, 0.0399808, 0.0408940
0000000, 0.0397136, 0.0406376
0000000, 0.0385121, 0.0412096
0000000, 0.0375758, 0.0405765
0000000, 0.0363269, 0.0395212
0000000, 0.0347168, 0.0383409
0000000, 0.0322993, 0.0367330
0000000, 0.0303594, 0.0353935
0000000, 0.0290349, 0.0345121
0000000, 0.0282102, 0.0343569
0000000, 0.0281360, 0.0356223
0000000, 0.0287076, 0.0380221
0000000, 0.0299799, 0.0399321
0000000, 0.0307910, 0.0416749
0000000, 0.0323866, 0.0428738
0000000, 0.0322174, 0.0445519
0000000, 0.0312166, 0.0454887
0000000, 0.0304439, 0.0474460
0000000, 0.0297119, 0.0494307
0000000, 0.0288010, 0.0521057
0000000, 0.0270465, 0.0544430
0000000, 0.0241685, 0.0562440
0000000, 0.0217776, 0.0572807
0000000, 0.0197091, 0.0584490
0000000, 0.0173831, 0.0592676
0000000, 0.0146468, 0.0596937
0000000, 0.0126860, 0.0613470
0000000, 0.0107379, 0.0631123
0000000, 0.0085521, 0.0659341
0000000, 0.0064311, 0.0677114
0000000, 0.0042790, 0.0696303
