,year,month,day,RMM1,RMM2,phase,amplitude
1986-01-01,1986,1,1,-0.32648,-1.5589499,2,1.59277
1986-01-02,1986,1,2,-0.41769999,-1.82689,2,1.87403
1986-01-03,1986,1,3,0.0329149999,-2.4015,3,2.40172
1986-01-04,1986,1,4,0.49274299,-2.4921601,3,2.54041
1986-01-05,1986,1,5,0.58510602,-2.7686601,3,2.8298099
1986-01-06,1986,1,6,0.66501302,-3.1388299,3,3.2085099
1986-01-07,1986,1,7,0.99160099,-3.2551401,3,3.4028201
1986-01-08,1986,1,8,1.2806,-3.3624799,3,3.5980799
1986-01-09,1986,1,9,1.64219,-3.0454199,3,3.45997
1986-01-10,1986,1,10,2.0410199,-2.56214,3,3.2757101
1986-01-11,1986,1,11,2.4410701,-1.9613,4,3.1313801
1986-01-12,1986,1,12,2.4760101,-1.43378,4,2.8611801
1986-01-13,1986,1,13,2.7212999,-0.87971997,4,2.8599601
1986-01-14,1986,1,14,2.8857801,-0.48996001,4,2.9270699
1986-01-15,1986,1,15,2.7788301,-0.14445999,4,2.7825799
1986-01-16,1986,1,16,2.5980599,-0.0686073005,4,2.5989599
1986-01-17,1986,1,17,2.43572,0.27788901,5,2.45152
1986-01-18,1986,1,18,2.1391301,0.457679,5,2.1875401
1986-01-19,1986,1,19,1.82198,0.75111401,5,1.9707299
1986-01-20,1986,1,20,1.69063,1.09433,5,2.0139
1986-01-21,1986,1,21,1.48084,1.31682,5,1.98164
1986-01-22,1986,1,22,1.12328,1.51618,6,1.88694
1986-01-23,1986,1,23,0.90413398,1.6954,6,1.92142
1986-01-24,1986,1,24,0.64150703,2.0611701,6,2.15869
1986-01-25,1986,1,25,0.395785,2.07816,6,2.11552
1986-01-26,1986,1,26,0.30096501,1.93063,6,1.95395
1986-01-27,1986,1,27,0.168304,1.71077,6,1.71903
1986-01-28,1986,1,28,-0.0566329993,1.61483,7,1.6158201
1986-01-29,1986,1,29,-0.24687,1.57613,7,1.59534
1986-01-30,1986,1,30,-0.35043001,1.57112,7,1.60973
1986-01-31,1986,1,31,-0.0750973001,1.48359,7,1.48549
