,year,month,day,RMM1,RMM2,phase,amplitude
1987-01-01,1987,1,1,-0.68023002,-0.87878001,2,1.11129
1987-01-02,1987,1,2,-0.38698,-0.98714,2,1.06028
1987-01-03,1987,1,3,-0.39236,-1.05575,2,1.1263
1987-01-04,1987,1,4,-0.10877,-1.22885,2,1.23366
1987-01-05,1987,1,5,-0.0490606017,-1.33612,2,1.33702
1987-01-06,1987,1,6,0.0631242022,-1.3999799,3,1.4014
1987-01-07,1987,1,7,0.158113,-1.53678,3,1.54489
1987-01-08,1987,1,8,0.52712798,-1.59788,3,1.68258
1987-01-09,1987,1,9,0.52985901,-1.4469301,3,1.5409
1987-01-10,1987,1,10,0.57483101,-1.42575,3,1.5372699
1987-01-11,1987,1,11,0.77922899,-1.20105,3,1.43169
1987-01-12,1987,1,12,0.90645999,-0.89905,4,1.2767
1987-01-13,1987,1,13,0.72765702,-0.55848002,4,0.91727102
1987-01-14,1987,1,14,0.60658503,-0.38773,4,0.71991497
1987-01-15,1987,1,15,0.58147597,-0.44940999,4,0.73490202
1987-01-16,1987,1,16,0.32172301,-0.38130999,3,0.498898
1987-01-17,1987,1,17,0.37242699,-0.31786001,4,0.489627
1987-01-18,1987,1,18,0.26803201,-0.37307999,3,0.45937899
1987-01-19,1987,1,19,0.31534001,-0.55427003,3,0.63769603
1987-01-20,1987,1,20,0.513695,-0.44286999,4,0.67824799
1987-01-21,1987,1,21,0.54825503,-0.75463998,3,0.93277198
1987-01-22,1987,1,22,0.35208699,-1.05064,3,1.10807
1987-01-23,1987,1,23,0.176208,-1.0144,3,1.02959
1987-01-24,1987,1,24,0.19893999,-0.74940997,3,0.77536702
1987-01-25,1987,1,25,0.246411,-0.69002002,3,0.73269701
1987-01-26,1987,1,26,0.379233,-0.79873002,3,0.88418603
1987-01-27,1987,1,27,0.67299002,-0.61773002,4,0.91351402
1987-01-28,1987,1,28,1.07294,-0.52337003,4,1.19379
1987-01-29,1987,1,29,0.94142503,-0.34735999,4,1.00346
1987-01-30,1987,1,30,0.60718697,-0.0796928033,4,0.61239499
1987-01-31,1987,1,31,0.416069,0.27412599,5,0.49825501
1987-02-01,1987,2,1,0.480652,0.63583201,6,0.79706198
1987-02-02,1987,2,2,0.250954,1.09835,6,1.12665
1987-02-03,1987,2,3,-0.0188606996,1.58989,7,1.59
