,year,month,day,RMM1,RMM2,phase,amplitude
2001-01-01,2001,1,1,-0.19791,-0.78394002,2,0.80853498
2001-01-02,2001,1,2,-0.25161999,-0.81285,2,0.85090399
2001-01-03,2001,1,3,-0.20506001,-0.87308002,2,0.89683801
2001-01-04,2001,1,4,-0.29493999,-0.97839999,2,1.02189
2001-01-05,2001,1,5,-0.25461999,-0.96955001,2,1.0024199
2001-01-06,2001,1,6,-0.33726999,-1.0814199,2,1.13279
2001-01-07,2001,1,7,-0.33954,-1.31032,2,1.3536
2001-01-08,2001,1,8,-0.19859,-1.62123,2,1.63335
2001-01-09,2001,1,9,0.0237312,-1.76443,3,1.76459
2001-01-10,2001,1,10,0.300937,-1.74224,3,1.7680399
2001-01-11,2001,1,11,0.63998598,-1.4816099,3,1.61393
2001-01-12,2001,1,12,0.88009,-1.2674,3,1.543
2001-01-13,2001,1,13,0.83419102,-1.0570199,3,1.34654
2001-01-14,2001,1,14,0.93047202,-1.25227,3,1.56012
2001-01-15,2001,1,15,0.64670801,-1.48581,3,1.62045
2001-01-16,2001,1,16,0.00431140978,-1.6257,3,1.62571
2001-01-17,2001,1,17,-0.6178,-1.4193701,2,1.548
2001-01-18,2001,1,18,-0.63686001,-1.55159,2,1.67721
2001-01-19,2001,1,19,-0.84201998,-1.7635,2,1.95421
2001-01-20,2001,1,20,-0.98861998,-2.1407299,2,2.35799
2001-01-21,2001,1,21,-0.47911,-2.4531,2,2.49944
2001-01-22,2001,1,22,-0.12884,-2.7440901,2,2.7471099
2001-01-23,2001,1,23,0.35650599,-2.8046401,3,2.8272099
2001-01-24,2001,1,24,0.67308497,-2.37694,3,2.4704001
2001-01-25,2001,1,25,0.83743298,-2.1762099,3,2.3317699
2001-01-26,2001,1,26,0.87496001,-2.5290201,3,2.6761
2001-01-27,2001,1,27,0.85511601,-2.3048401,3,2.4583499
2001-01-28,2001,1,28,0.97572702,-2.34214,3,2.5372601
2001-01-29,2001,1,29,0.82595497,-2.2931001,3,2.43732
2001-01-30,2001,1,30,0.79951298,-1.85777,3,2.0225101
2001-01-31,2001,1,31,0.70839202,-1.70467,3,1.846
2001-02-01,2001,2,1,0.80240399,-1.63578,3,1.82198
2001-02-02,2001,2,2,1.07772,-1.60909,3,1.9366601
2001-02-03,2001,2,3,1.30839,-1.57673,3,2.0488999
2001-02-04,2001,2,4,1.5537699,-1.59763,3,2.2286
2001-02-05,2001,2,5,1.98131,-1.29019,4,2.3643601
2001-02-06,2001,2,6,2.0304301,-1.00073,4,2.2636499
2001-02-07,2001,2,7,1.74218,-0.62582999,4,1.85118
2001-02-08,2001,2,8,1.77641,-0.17061999,4,1.78458
2001-02-09,2001,2,9,2.0462201,0.22635099,5,2.0587001
2001-02-10,2001,2,10,2.12444,0.61541998,5,2.2117801
2001-02-11,2001,2,11,2.0329199,0.98836201,5,2.2604401
2001-02-12,2001,2,12,1.90864,1.48799,5,2.42012
2001-02-13,2001,2,13,2.0083499,1.72948,5,2.6503899
2001-02-14,2001,2,14,1.64086,2.01683,6,2.6000099
2001-02-15,2001,2,15,1.08549,2.2249601,6,2.47563
2001-02-16,2001,2,16,0.48750001,2.36849,6,2.4181399
2001-02-17,2001,2,17,0.388877,2.41203,6,2.4431801
2001-02-18,2001,2,18,0.62234801,2.50632,6,2.5824299
2001-02-19,2001,2,19,0.88390499,2.30144,6,2.4653399
2001-02-20,2001,2,20,0.73983699,2.1810801,6,2.3031399
2001-02-21,2001,2,21,0.77332699,2.3257501,6,2.4509499
2001-02-22,2001,2,22,0.44600999,2.4219201,6,2.46264
2001-02-23,2001,2,23,0.335592,2.5569301,6,2.57885
2001-02-24,2001,2,24,0.19832601,2.46854,6,2.4765
2001-02-25,2001,2,25,-0.17211001,2.49933,7,2.50525
2001-02-26,2001,2,26,-0.63937998,2.51561,7,2.5955901
2001-02-27,2001,2,27,-0.99931002,2.36233,7,2.5650001
2001-02-28,2001,2,28,-1.24909,1.9861701,7,2.3462999
2001-03-01,2001,3,1,-1.47984,1.65052,7,2.21679
2001-03-02,2001,3,2,-1.35748,1.26173,8,1.8533
2001-03-03,2001,3,3,-1.24751,1.04302,8,1.62609
2001-03-04,2001,3,4,-0.97233999,0.99688601,7,1.39256
2001-03-05,2001,3,5,-0.39032999,0.76332998,7,0.85733902
2001-03-06,2001,3,6,-0.0326827988,0.72054499,7,0.72128499
2001-03-07,2001,3,7,0.148248,0.52408701,6,0.54465002
2001-03-08,2001,3,8,0.28195399,0.15927,5,0.32382801
2001-03-09,2001,3,9,0.121669,-0.36537001,3,0.38509199
2001-03-10,2001,3,10,0.0411447994,-0.58802003,3,0.589463
2001-03-11,2001,3,11,0.23327599,-0.50967997,3,0.56053197
2001-03-12,2001,3,12,0.43784499,-0.0085303504,4,0.43792799
2001-03-13,2001,3,13,0.32841301,0.376995,6,0.49998
2001-03-14,2001,3,14,0.0558233,0.57421398,6,0.57692099
2001-03-15,2001,3,15,-0.27636001,0.50019097,7,0.57145798
