,year,month,day,RMM1,RMM2,phase,amplitude
2003-01-01,2003,1,1,1.28334,0.0137761002,5,1.28341
2003-01-02,2003,1,2,0.97020102,0.15171599,5,0.98199201
2003-01-03,2003,1,3,0.743909,0.391745,5,0.84075201
2003-01-04,2003,1,4,0.670488,0.43867001,5,0.80124098
2003-01-05,2003,1,5,0.485641,0.173382,5,0.51566303
2003-01-06,2003,1,6,0.51131701,0.25400299,5,0.57093102
2003-01-07,2003,1,7,0.78209102,0.57112098,5,0.96842402
2003-01-08,2003,1,8,0.815476,0.71555102,5,1.0849
2003-01-09,2003,1,9,0.80391401,0.78214002,5,1.1216201
2003-01-10,2003,1,10,0.79108399,0.82305598,6,1.14159
2003-01-11,2003,1,11,0.56723601,0.94468099,6,1.1019
2003-01-12,2003,1,12,0.158416,1.0121,6,1.02442
2003-01-13,2003,1,13,-0.10105,0.97008097,7,0.97532898
2003-01-14,2003,1,14,-0.33919001,0.79806602,7,0.867154
2003-01-15,2003,1,15,-0.56285,0.80388498,7,0.98133999
2003-01-16,2003,1,16,-0.77708,0.78801,7,1.10671
2003-01-17,2003,1,17,-0.92597002,0.59046102,8,1.09821
2003-01-18,2003,1,18,-0.84653002,0.44548899,8,0.95659602
2003-01-19,2003,1,19,-0.86504,0.49258399,8,0.99545401
2003-01-20,2003,1,20,-0.33945999,0.316589,8,0.46418199
2003-01-21,2003,1,21,-0.28007999,0.42376399,7,0.50795698
2003-01-22,2003,1,22,-0.0598414987,0.59071898,7,0.59374201
2003-01-23,2003,1,23,0.192587,0.66115999,6,0.68863797
2003-01-24,2003,1,24,0.163738,0.77007502,6,0.78728998
2003-01-25,2003,1,25,0.00532566011,0.167119,6,0.16720399
2003-01-26,2003,1,26,-0.0769253001,-0.00116205995,1,0.0769340992
2003-01-27,2003,1,27,-0.1287,-0.30930999,2,0.33501601
2003-01-28,2003,1,28,-0.36533001,-0.59337002,2,0.69681799
2003-01-29,2003,1,29,-0.38356,-0.7026,2,0.80047601
2003-01-30,2003,1,30,-0.11906,-0.92031997,2,0.927984
2003-01-31,2003,1,31,-0.20523,-0.72614002,2,0.75458503
2003-02-01,2003,2,1,0.151638,-0.82291001,3,0.836766
2003-02-02,2003,2,2,0.59983999,-0.58626997,4,0.83876401
2003-02-03,2003,2,3,0.74344999,-0.28595999,4,0.79655099
2003-02-04,2003,2,4,0.81701797,-0.33394,4,0.88262999
2003-02-05,2003,2,5,0.831141,-0.13318001,4,0.84174401
2003-02-06,2003,2,6,0.74030501,-0.0687832013,4,0.74349397
2003-02-07,2003,2,7,0.19542,-0.0661631972,4,0.20631599
2003-02-08,2003,2,8,-0.12483,0.0126189999,8,0.12546401
2003-02-09,2003,2,9,-0.31033,-0.12471,1,0.33445001
2003-02-10,2003,2,10,-0.55374002,-0.22509,1,0.59773701
2003-02-11,2003,2,11,-0.70977998,-0.76911998,2,1.04658
2003-02-12,2003,2,12,-0.79940999,-0.85398,2,1.16977
2003-02-13,2003,2,13,-0.69259,-0.76776999,2,1.034
2003-02-14,2003,2,14,-0.74448001,-0.43403,1,0.86176598
2003-02-15,2003,2,15,-0.49228999,-0.22059,1,0.53944701
2003-02-16,2003,2,16,-0.35826001,0.0133031998,8,0.35850301
2003-02-17,2003,2,17,-0.11514,0.547364,7,0.55934203
2003-02-18,2003,2,18,0.36583999,0.312841,5,0.481361
2003-02-19,2003,2,19,0.45269901,0.23365299,5,0.50944102
2003-02-20,2003,2,20,0.452889,0.0728818998,5,0.45871499
2003-02-21,2003,2,21,0.204855,0.39222699,6,0.44250199
2003-02-22,2003,2,22,0.0253369994,0.62754703,6,0.62805903
2003-02-23,2003,2,23,0.0887626037,0.69286299,6,0.69852602
2003-02-24,2003,2,24,0.63442898,0.63885701,6,0.90035403
2003-02-25,2003,2,25,0.89491099,0.22673699,5,0.92318797
2003-02-26,2003,2,26,0.97832,-0.0637411028,4,0.98039401
2003-02-27,2003,2,27,1.01913,-0.10361,4,1.02439
2003-02-28,2003,2,28,1.18885,0.119677,5,1.19486
2003-03-01,2003,3,1,1.2187047,0.28548574,5,1.2516961
2003-03-02,2003,3,2,1.0807823,0.73513252,5,1.3070999
2003-03-03,2003,3,3,1.1082442,0.8283236,5,1.3835914
2003-03-04,2003,3,4,1.1926955,0.81044602,5,1.4419935
2003-03-05,2003,3,5,1.0461128,0.90746689,5,1.384864
2003-03-06,2003,3,6,0.76814961,1.0951051,6,1.3376505
2003-03-07,2003,3,7,0.69037557,1.0537518,6,1.2597663
2003-03-08,2003,3,8,0.83142877,1.0125179,6,1.3101398
2003-03-09,2003,3,9,0.57125759,0.99603546,6,1.1482255
2003-03-10,2003,3,10,0.55594844,1.0068477,6,1.1501396
2003-03-11,2003,3,11,0.36223876,0.70263648,6,0.7905156
2003-03-12,2003,3,12,-0.56692064,0.73006207,7,0.92433202
2003-03-13,2003,3,13,-1.2181886,0.69985878,8,1.4049149
2003-03-14,2003,3,14,-1.8139697,0.4348506,8,1.8653635
2003-03-15,2003,3,15,-1.9643251,-0.019226009,1,1.9644191
2003-03-16,2003,3,16,-2.2473221,-0.31561375,1,2.2693763
2003-03-17,2003,3,17,-2.269341,-0.53377903,1,2.3312719
2003-03-18,2003,3,18,-1.9835916,-1.0102006,1,2.2260146
2003-03-19,2003,3,19,-1.6402692,-1.0311443,1,1.9374574
2003-03-20,2003,3,20,-1.4638444,-1.0172933,1,1.7826178
2003-03-21,2003,3,21,-1.230337,-1.2820635,2,1.7769119
2003-03-22,2003,3,22,-1.064809,-1.3243777,2,1.6993512
2003-03-23,2003,3,23,-0.87905693,-1.3445778,2,1.6064341
2003-03-24,2003,3,24,-0.56552434,-1.5075519,2,1.6101336
2003-03-25,2003,3,25,-0.30275169,-1.4827297,2,1.5133228
2003-03-26,2003,3,26,9.22134495e-05,-1.1969823,3,1.1969823
2003-03-27,2003,3,27,0.42687982,-1.0216886,3,1.1072823
2003-03-28,2003,3,28,0.58013153,-0.82305765,3,1.006964
2003-03-29,2003,3,29,0.68706334,-0.68654084,4,0.97128493
2003-03-30,2003,3,30,1.0222239,-0.19558589,4,1.0407668
2003-03-31,2003,3,31,1.5052484,0.1182451,5,1.5098857
2003-04-01,2003,4,1,1.8548714,0.26789349,5,1.874117
2003-04-02,2003,4,2,1.8237898,0.51643765,5,1.8954992
2003-04-03,2003,4,3,1.3676049,0.58461469,5,1.4873189
2003-04-04,2003,4,4,1.105159,0.71338469,5,1.3154064
2003-04-05,2003,4,5,0.89345908,0.87786108,5,1.2525611
2003-04-06,2003,4,6,0.58530509,1.0718451,6,1.2212428
2003-04-07,2003,4,7,0.11790135,1.51538,6,1.5199597
2003-04-08,2003,4,8,-0.0621853508,1.319767,7,1.3212312
2003-04-09,2003,4,9,-0.52824521,0.94112247,7,1.0792379
2003-04-10,2003,4,10,-1.0048736,0.88744467,8,1.3406451
2003-04-11,2003,4,11,-1.2488682,0.48847002,8,1.3409977
2003-04-12,2003,4,12,-1.2312435,0.3776581,8,1.2878611
2003-04-13,2003,4,13,-0.94837606,0.19199088,8,0.96761441
2003-04-14,2003,4,14,-0.73936641,-0.23428583,1,0.77559817
2003-04-15,2003,4,15,-0.77706945,-0.37212405,1,0.86157602
2003-04-16,2003,4,16,-0.93311459,-0.30255911,1,0.98094082
2003-04-17,2003,4,17,-0.65972871,-0.21432756,1,0.69367015
2003-04-18,2003,4,18,-0.2273602,-0.38482723,2,0.44697276
2003-04-19,2003,4,19,0.11090167,-0.56472218,3,0.57550877
2003-04-20,2003,4,20,0.0286817998,-0.6382035,3,0.63884765
2003-04-21,2003,4,21,-0.41571006,-0.72204947,2,0.8331688
2003-04-22,2003,4,22,-0.56566596,-0.80590987,2,0.98461604
2003-04-23,2003,4,23,-0.39653528,-0.98223293,2,1.0592552
2003-04-24,2003,4,24,-0.47675523,-0.8325358,2,0.95938075
2003-04-25,2003,4,25,-0.65030956,-0.83066052,2,1.0549405
2003-04-26,2003,4,26,-0.62731081,-0.77115291,2,0.99408031
2003-04-27,2003,4,27,-0.53433174,-1.0300488,2,1.1603926
2003-04-28,2003,4,28,-0.38200811,-1.1836482,2,1.2437658
2003-04-29,2003,4,29,-0.33030453,-1.7102987,2,1.741902
2003-04-30,2003,4,30,-0.20781909,-2.0348244,2,2.0454092
2003-05-01,2003,5,1,0.15459917,-1.7538377,3,1.7606385
2003-05-02,2003,5,2,0.15356909,-1.4778216,3,1.4857793
2003-05-03,2003,5,3,0.22766949,-1.0856584,3,1.1092734
2003-05-04,2003,5,4,0.44912261,-0.8584643,3,0.96885091
2003-05-05,2003,5,5,0.54368085,-1.2368505,3,1.3510692
2003-05-06,2003,5,6,0.60441357,-1.2505059,3,1.3889135
2003-05-07,2003,5,7,0.49499589,-1.1432585,3,1.2458173
2003-05-08,2003,5,8,0.71813595,-1.1751794,3,1.3772311
