,year,month,day,RMM1,RMM2,phase,amplitude
2000-01-01,2000,1,1,-0.37285,-0.0840061978,1,0.38219899
2000-01-02,2000,1,2,-0.41773,-0.1621,1,0.44808
2000-01-03,2000,1,3,-0.36623999,-0.32984,1,0.492872
2000-01-04,2000,1,4,-0.40184999,-0.42302001,2,0.58345902
2000-01-05,2000,1,5,-0.12710001,-0.36484,2,0.38634199
2000-01-06,2000,1,6,0.276676,-0.68101001,3,0.73506403
2000-01-07,2000,1,7,0.203154,-0.78021002,3,0.80622101
2000-01-08,2000,1,8,0.33341199,-0.89385998,3,0.95401597
2000-01-09,2000,1,9,0.57543898,-0.53307003,4,0.78440702
2000-01-10,2000,1,10,0.76916403,-0.55255002,4,0.94706303
2000-01-11,2000,1,11,0.81429398,-0.49347001,4,0.95214701
2000-01-12,2000,1,12,0.70478499,-0.22938,4,0.741171
2000-01-13,2000,1,13,0.69248199,-0.0534881018,4,0.69454497
2000-01-14,2000,1,14,0.70206398,0.116803,5,0.71171403
2000-01-15,2000,1,15,0.60045898,0.116814,5,0.61171597
2000-01-16,2000,1,16,0.56519902,0.201041,5,0.59988999
2000-01-17,2000,1,17,0.373999,0.0448542014,5,0.376679
2000-01-18,2000,1,18,0.19339401,0.259532,6,0.323663
2000-01-19,2000,1,19,0.247859,0.36841199,6,0.44402799
2000-01-20,2000,1,20,0.21994799,0.36657599,6,0.42749801
2000-01-21,2000,1,21,-0.0824633986,0.48920101,7,0.49610299
2000-01-22,2000,1,22,-0.38856,0.42274699,7,0.57419199
2000-01-23,2000,1,23,-0.54753,0.35266399,8,0.651272
2000-01-24,2000,1,24,-0.52476001,0.0691694021,8,0.52930099
2000-01-25,2000,1,25,-0.47960001,-0.0684892014,1,0.48446301
2000-01-26,2000,1,26,-0.46535,-0.41599,1,0.62417501
2000-01-27,2000,1,27,-0.51931,-0.33241999,1,0.61659402
2000-01-28,2000,1,28,-0.41756001,-0.34966001,1,0.54462802
2000-01-29,2000,1,29,-0.32214999,-0.33597001,2,0.465462
2000-01-30,2000,1,30,-0.11777,-0.48769,2,0.50170702
2000-01-31,2000,1,31,0.0426638015,-0.71082002,3,0.712098
2000-02-01,2000,2,1,0.0213062,-0.92569,3,0.92593801
2000-02-02,2000,2,2,-0.15384001,-1.0647,2,1.07576
2000-02-03,2000,2,3,-0.0292927995,-0.93550998,2,0.93596399
2000-02-04,2000,2,4,0.0490410998,-0.91996002,3,0.92126501
2000-02-05,2000,2,5,0.52177501,-0.67430001,3,0.85259801
2000-02-06,2000,2,6,0.76977497,-0.18401,4,0.791462
2000-02-07,2000,2,7,0.96166003,0.00802091975,5,0.96169299
2000-02-08,2000,2,8,0.95951802,0.0465663001,5,0.96064699
2000-02-09,2000,2,9,0.69440901,0.0650781021,5,0.69745201
2000-02-10,2000,2,10,0.48468,0.27237499,5,0.55597001
2000-02-11,2000,2,11,0.323434,0.38048601,6,0.49937901
2000-02-12,2000,2,12,0.27266401,0.419507,6,0.500332
2000-02-13,2000,2,13,0.0461684018,0.229324,6,0.233925
2000-02-14,2000,2,14,-0.33241001,-0.33603001,2,0.472664
2000-02-15,2000,2,15,-0.46309,-0.72883999,2,0.86352003
2000-02-16,2000,2,16,-0.20361,-0.97289002,2,0.99396598
2000-02-17,2000,2,17,0.0210432,-1.32205,3,1.32222
2000-02-18,2000,2,18,0.0475529991,-1.56469,3,1.56542
2000-02-19,2000,2,19,0.813389,-1.3579,3,1.58287
2000-02-20,2000,2,20,1.27066,-1.24378,4,1.77808
2000-02-21,2000,2,21,1.56162,-0.89191002,4,1.79838
2000-02-22,2000,2,22,1.70849,-0.79329002,4,1.88368
2000-02-23,2000,2,23,1.69381,-0.87611002,4,1.90698
2000-02-24,2000,2,24,1.41141,-0.87689,4,1.66163
2000-02-25,2000,2,25,1.1742899,-0.86146998,4,1.4564
2000-02-26,2000,2,26,1.1935,-1.08441,4,1.61257
2000-02-27,2000,2,27,1.10021,-0.86711001,4,1.40084
2000-02-28,2000,2,28,1.03872,-0.83727002,4,1.33415
2000-02-29,2000,2,29,1.38696,-0.79188001,4,1.5971
2000-03-01,2000,3,1,1.52124,-0.67988002,4,1.66625
2000-03-02,2000,3,2,1.47659,-0.56322998,4,1.5803601
2000-03-03,2000,3,3,1.43862,-0.61619997,4,1.56504
2000-03-04,2000,3,4,1.0821,-0.34542,4,1.1359
2000-03-05,2000,3,5,0.92100298,0.0253420006,5,0.92135203
2000-03-06,2000,3,6,0.96950197,0.230975,5,0.99663597
2000-03-07,2000,3,7,0.99289,0.51226401,5,1.11725
2000-03-08,2000,3,8,0.81885499,0.65325999,5,1.04751
2000-03-09,2000,3,9,0.51302499,0.487326,5,0.70758802
2000-03-10,2000,3,10,0.56343502,0.38675699,5,0.68340302
2000-03-11,2000,3,11,0.76536602,0.43818,5,0.88192201
2000-03-12,2000,3,12,0.71111602,0.32794899,5,0.783095
2000-03-13,2000,3,13,0.701581,0.44093499,5,0.828637
2000-03-14,2000,3,14,0.503214,0.35065001,5,0.61333501
2000-03-15,2000,3,15,0.35614899,0.455704,6,0.57836699
2000-03-16,2000,3,16,0.369757,0.0710937977,5,0.37652999
2000-03-17,2000,3,17,0.216269,-0.18399,4,0.28394601
2000-03-18,2000,3,18,0.44195399,0.0388241,5,0.443656
2000-03-19,2000,3,19,0.144447,0.0388671011,5,0.14958499
2000-03-20,2000,3,20,-0.38935,-0.0619678013,1,0.39424801
2000-03-21,2000,3,21,-0.79167002,-0.0721720979,1,0.79495603
2000-03-22,2000,3,22,-0.85645998,-0.16809,1,0.87280297
2000-03-23,2000,3,23,-1.13642,-0.18756001,1,1.1518
2000-03-24,2000,3,24,-1.50192,-0.34829,1,1.54178
2000-03-25,2000,3,25,-1.53338,-0.47092,1,1.6040601
2000-03-26,2000,3,26,-1.12884,-0.74529999,1,1.35268
2000-03-27,2000,3,27,-0.81765002,-0.82925999,2,1.16457
2000-03-28,2000,3,28,-0.86492997,-0.76567,1,1.15514
2000-03-29,2000,3,29,-0.72622001,-0.32435,1,0.795362
2000-03-30,2000,3,30,-0.49037001,-0.39710999,1,0.63099802
2000-03-31,2000,3,31,-0.25608,-0.50885999,2,0.56966799
2000-04-01,2000,4,1,-0.0359130986,-0.75129998,2,0.75216198
2000-04-02,2000,4,2,0.136114,-0.85917002,3,0.86988503
2000-04-03,2000,4,3,0.413966,-0.59047002,3,0.72112399
2000-04-04,2000,4,4,0.85129702,-0.53878999,4,1.00747
2000-04-05,2000,4,5,1.07838,-0.55646002,4,1.21349
2000-04-06,2000,4,6,1.11479,-0.40281999,4,1.18533
2000-04-07,2000,4,7,0.73175299,-0.39037001,4,0.82936698
2000-04-08,2000,4,8,0.45353699,-0.13926999,4,0.47443801
2000-04-09,2000,4,9,0.364483,-0.0610771999,4,0.36956501
2000-04-10,2000,4,10,0.23876201,-0.0879757032,4,0.254455
2000-04-11,2000,4,11,0.146688,-0.20551001,3,0.252491
2000-04-12,2000,4,12,0.344576,-0.25792,4,0.43041399
2000-04-13,2000,4,13,0.46909899,-0.15325999,4,0.49350101
2000-04-14,2000,4,14,0.71506798,-0.051931601,4,0.71695203
2000-04-15,2000,4,15,1.03065,-0.0583606996,4,1.0323
2000-04-16,2000,4,16,1.50328,-0.12723,4,1.50866
2000-04-17,2000,4,17,1.66927,0.0386535004,5,1.66971
2000-04-18,2000,4,18,1.58689,0.29643101,5,1.6143399
2000-04-19,2000,4,19,1.51929,0.52345198,5,1.60693
2000-04-20,2000,4,20,1.2132699,0.45667601,5,1.29637
2000-04-21,2000,4,21,1.07028,0.43847001,5,1.15661
2000-04-22,2000,4,22,0.80633903,0.57876498,5,0.992549
2000-04-23,2000,4,23,0.80752498,0.545959,5,0.97476602
2000-04-24,2000,4,24,0.50626498,0.519889,6,0.72566402
2000-04-25,2000,4,25,0.3996,0.48382699,6,0.62751001
2000-04-26,2000,4,26,0.446722,0.76021802,6,0.88175499
2000-04-27,2000,4,27,0.56871599,0.741983,6,0.93486702
2000-04-28,2000,4,28,0.44303301,0.64950198,6,0.78621298
2000-04-29,2000,4,29,0.418625,0.63474399,6,0.76036
2000-04-30,2000,4,30,0.53341299,0.87123299,6,1.02156
2000-05-01,2000,5,1,0.69574201,1.1194299,6,1.31802
2000-05-02,2000,5,2,0.69084102,1.44012,6,1.59725
2000-05-03,2000,5,3,0.63306803,1.71187,6,1.8251801
2000-05-04,2000,5,4,0.383228,1.65872,6,1.70242
2000-05-05,2000,5,5,0.00462837983,1.59267,6,1.59268
2000-05-06,2000,5,6,-0.061640501,1.5170701,7,1.51832
2000-05-07,2000,5,7,-0.20461001,1.63634,7,1.64908
2000-05-08,2000,5,8,-0.25415999,1.52907,7,1.55005
2000-05-09,2000,5,9,-0.37211001,1.4075,7,1.45586
2000-05-10,2000,5,10,-0.43647999,1.30081,7,1.37208
