,year,month,day,RMM1,RMM2,phase,amplitude
2008-01-01,2008,1,1,1.3817827,0.75114197,5,1.5727484
2008-01-02,2008,1,2,1.5266734,0.84975827,5,1.7472323
2008-01-03,2008,1,3,1.8739525,0.97267145,5,2.1113474
2008-01-04,2008,1,4,1.7377946,1.4328783,5,2.2523477
2008-01-05,2008,1,5,1.2207443,1.7074846,6,2.0989807
2008-01-06,2008,1,6,0.75888085,1.9935884,6,2.133142
2008-01-07,2008,1,7,0.27256185,2.165741,6,2.1828246
2008-01-08,2008,1,8,-0.13677053,2.095746,7,2.1002042
2008-01-09,2008,1,9,-0.51646978,1.8993599,7,1.9683266
2008-01-10,2008,1,10,-0.65223408,1.8841734,7,1.9938703
2008-01-11,2008,1,11,-0.7243312,1.776176,7,1.918191
2008-01-12,2008,1,12,-0.50281638,1.6704986,7,1.7445314
2008-01-13,2008,1,13,-0.50679934,1.687263,7,1.7617326
2008-01-14,2008,1,14,-0.65368813,1.8539242,7,1.9657933
2008-01-15,2008,1,15,-0.81263417,2.0401206,7,2.1960115
2008-01-16,2008,1,16,-0.78955829,2.293936,7,2.4260142
2008-01-17,2008,1,17,-0.55264807,2.4383173,7,2.5001621
2008-01-18,2008,1,18,-0.60314196,2.3578827,7,2.4338017
2008-01-19,2008,1,19,-0.67980671,2.1312492,7,2.2370427
2008-01-20,2008,1,20,-1.0589263,1.7360257,7,2.0334969
2008-01-21,2008,1,21,-0.85211724,1.0642399,7,1.3633453
2008-01-22,2008,1,22,-0.89177811,0.24263458,8,0.92419678
2008-01-23,2008,1,23,-1.1794279,-0.1481014,1,1.1886901
2008-01-24,2008,1,24,-1.2591445,-0.87048215,1,1.5307462
2008-01-25,2008,1,25,-1.2521266,-1.1953931,1,1.7311226
2008-01-26,2008,1,26,-0.96239161,-1.2999996,2,1.6174661
2008-01-27,2008,1,27,-0.54795438,-1.2185384,2,1.3360726
2008-01-28,2008,1,28,-0.19669862,-1.1857612,2,1.2019651
2008-01-29,2008,1,29,0.0287605096,-1.3115369,3,1.3118522
2008-01-30,2008,1,30,-0.0461683348,-1.3902835,2,1.3910499
2008-01-31,2008,1,31,-0.0307387877,-1.2372816,2,1.2376634
2008-02-01,2008,2,1,0.0369987972,-1.1596005,3,1.1601906
2008-02-02,2008,2,2,0.60996908,-1.1915749,3,1.3386235
2008-02-03,2008,2,3,0.74516726,-1.0458046,3,1.2841268
2008-02-04,2008,2,4,0.95372027,-0.94288385,4,1.3411236
2008-02-05,2008,2,5,1.0849329,-0.58217114,4,1.2312605
2008-02-06,2008,2,6,1.5468686,-0.27799684,4,1.5716503
