,year,month,day,RMM1,RMM2,phase,amplitude
2010-01-01,2010,1,1,0.70459867,-1.5768111,3,1.7270763
2010-01-02,2010,1,2,0.80173916,-1.366677,3,1.5844848
2010-01-03,2010,1,3,0.8630898,-1.1268728,3,1.4194247
2010-01-04,2010,1,4,1.1026649,-0.81781572,4,1.372841
2010-01-05,2010,1,5,0.97288144,-0.75055909,4,1.2287543
2010-01-06,2010,1,6,0.77991557,-0.70832539,4,1.0535622
2010-01-07,2010,1,7,0.44548076,-0.73176396,3,0.8566981
2010-01-08,2010,1,8,0.50105721,-0.47604787,4,0.69114393
2010-01-09,2010,1,9,0.41432679,-0.35781664,4,0.5474481
2010-01-10,2010,1,10,0.37247524,-0.0200625099,4,0.37301517
2010-01-11,2010,1,11,0.75521165,0.0887049884,5,0.76040334
2010-01-12,2010,1,12,0.94200629,-0.16742425,4,0.95676887
2010-01-13,2010,1,13,0.84331006,-0.28241256,4,0.88934171
2010-01-14,2010,1,14,0.24036275,-0.49752644,3,0.55254579
2010-01-15,2010,1,15,0.30420274,-0.39416561,3,0.49790141
2010-01-16,2010,1,16,0.60491598,-0.43335468,4,0.7441234
2010-01-17,2010,1,17,0.85016268,-0.30571792,4,0.90346003
2010-01-18,2010,1,18,1.1176846,0.0327562988,5,1.1181645
2010-01-19,2010,1,19,0.96018994,0.53461075,5,1.0989875
2010-01-20,2010,1,20,0.66375345,0.93625152,6,1.1476653
2010-01-21,2010,1,21,0.21025246,1.2592605,6,1.2766923
2010-01-22,2010,1,22,-0.48189139,1.2952768,7,1.3820134
2010-01-23,2010,1,23,-0.67768693,1.2338337,7,1.4076949
2010-01-24,2010,1,24,-0.81422293,1.4819287,7,1.690879
2010-01-25,2010,1,25,-0.84682971,1.6562408,7,1.8601758
2010-01-26,2010,1,26,-0.62378991,1.7475176,7,1.8555138
2010-01-27,2010,1,27,-0.45419052,2.1287954,7,2.1767082
2010-01-28,2010,1,28,-0.39159971,2.254946,7,2.2886965
2010-01-29,2010,1,29,-0.60721624,2.0767269,7,2.1636789
2010-01-30,2010,1,30,-0.51831555,1.9406718,7,2.0086956
2010-01-31,2010,1,31,-0.24459006,1.9439166,7,1.9592437
2010-02-01,2010,2,1,-0.0393263809,1.7896155,7,1.7900476
2010-02-02,2010,2,2,-0.20651893,1.801487,7,1.8132858
2010-02-03,2010,2,3,-0.59975761,1.7455564,7,1.8457184
2010-02-04,2010,2,4,-0.99378008,1.606907,7,1.889378
2010-02-05,2010,2,5,-1.1156821,1.2963864,7,1.7103696
2010-02-06,2010,2,6,-1.2367796,1.4633839,7,1.9160157
2010-02-07,2010,2,7,-1.6859213,1.3879907,8,2.1837695
2010-02-08,2010,2,8,-1.924479,1.0150672,8,2.1757715
2010-02-09,2010,2,9,-2.0430675,0.57405198,8,2.1221828
2010-02-10,2010,2,10,-2.0696671,0.23131938,8,2.0825539
2010-02-11,2010,2,11,-2.1232674,0.13185214,8,2.1273575
2010-02-12,2010,2,12,-1.9989374,0.25007871,8,2.0145197
2010-02-13,2010,2,13,-1.7560736,0.25195447,8,1.7740562
2010-02-14,2010,2,14,-1.494934,0.26792136,8,1.5187526
2010-02-15,2010,2,15,-1.1854242,0.53173804,8,1.2992213
2010-02-16,2010,2,16,-0.80771941,0.45954543,8,0.92929685
2010-02-17,2010,2,17,-0.18091601,0.20283109,7,0.27179229
2010-02-18,2010,2,18,0.35082689,0.14926706,5,0.38126129
2010-02-19,2010,2,19,0.22080214,0.23404965,6,0.32176515
2010-02-20,2010,2,20,0.22895491,0.29696047,6,0.37497449
2010-02-21,2010,2,21,0.0295981001,0.27672136,6,0.27829978
2010-02-22,2010,2,22,-0.29168472,0.47123688,7,0.55420589
2010-02-23,2010,2,23,-0.64530087,0.44358867,8,0.78306073
2010-02-24,2010,2,24,-0.66843772,0.62063444,8,0.91213816
2010-02-25,2010,2,25,-0.53271365,0.87943232,7,1.028195
2010-02-26,2010,2,26,-0.53368402,0.79633266,7,0.95862621
2010-02-27,2010,2,27,-0.6465928,0.33833674,8,0.72976297
2010-02-28,2010,2,28,-0.80666989,-0.0147698103,1,0.80680507
2010-03-01,2010,3,1,-0.67506683,-0.0125039369,1,0.67518258
2010-03-02,2010,3,2,-0.45333239,-0.0483892746,1,0.45590764
2010-03-03,2010,3,3,-0.52017665,-0.24037337,1,0.57302976
2010-03-04,2010,3,4,-0.70205635,0.040102873,8,0.70320082
2010-03-05,2010,3,5,-0.5145036,-0.15463853,1,0.53724021
2010-03-06,2010,3,6,-0.68201011,-0.36899602,1,0.77543271
2010-03-07,2010,3,7,-0.34764472,-0.46879402,2,0.58363062
2010-03-08,2010,3,8,-0.0993852317,-0.59404147,2,0.60229784
2010-03-09,2010,3,9,-0.53401434,-0.39878792,1,0.66648567
2010-03-10,2010,3,10,-1.0532614,-0.18454599,1,1.0693067
2010-03-11,2010,3,11,-1.4757499,-0.26090291,1,1.4986354
2010-03-12,2010,3,12,-1.4160172,-0.0875457302,1,1.4187208
2010-03-13,2010,3,13,-1.0437074,-0.33842117,1,1.0972028
2010-03-14,2010,3,14,-0.78666872,-0.6737507,1,1.0357547
2010-03-15,2010,3,15,-0.73842186,-0.78669626,2,1.0789615
2010-03-16,2010,3,16,-0.53237915,-0.9248842,2,1.0671637
2010-03-17,2010,3,17,-0.63485128,-1.1424519,2,1.3069936
2010-03-18,2010,3,18,-0.57341433,-1.179498,2,1.3114951
2010-03-19,2010,3,19,-0.24564523,-1.4015797,2,1.4229432
2010-03-20,2010,3,20,0.0265460089,-1.3537054,3,1.3539656
2010-03-21,2010,3,21,0.48555747,-1.2799193,3,1.3689264
2010-03-22,2010,3,22,0.88686061,-1.0963534,3,1.4101462
2010-03-23,2010,3,23,0.98010087,-1.3599408,3,1.6763164
