,year,month,day,RMM1,RMM2,phase,amplitude
2004-01-01,2004,1,1,0.69561547,1.7525076,6,1.8855143
2004-01-02,2004,1,2,0.82359844,1.6669703,6,1.859329
2004-01-03,2004,1,3,0.70253098,1.5965786,6,1.7443087
2004-01-04,2004,1,4,-0.0364206359,1.6040113,7,1.6044247
2004-01-05,2004,1,5,-0.44488767,1.9643859,7,2.0141344
2004-01-06,2004,1,6,-0.72278553,2.0472772,7,2.1711202
2004-01-07,2004,1,7,-0.9729926,2.1607037,7,2.369674
2004-01-08,2004,1,8,-1.5634757,2.1174648,7,2.6321309
2004-01-09,2004,1,9,-1.8466522,2.1740518,7,2.8524771
2004-01-10,2004,1,10,-2.0742567,2.0125532,8,2.8901403
2004-01-11,2004,1,11,-2.2755904,1.8041416,8,2.9040039
2004-01-12,2004,1,12,-2.4184036,1.4824955,8,2.8366299
2004-01-13,2004,1,13,-2.1927779,0.97151405,8,2.3983567
2004-01-14,2004,1,14,-2.0826201,0.48295504,8,2.1378849
2004-01-15,2004,1,15,-2.1559184,0.22592734,8,2.1677239
2004-01-16,2004,1,16,-2.2853084,0.0229243487,8,2.2854233
2004-01-17,2004,1,17,-2.1924922,-0.20477816,1,2.2020345
2004-01-18,2004,1,18,-1.93471,-0.26617134,1,1.9529337
2004-01-19,2004,1,19,-1.7069457,-0.39615369,1,1.7523131
2004-01-20,2004,1,20,-2.0111258,-0.89510226,1,2.2013259
2004-01-21,2004,1,21,-1.8653659,-1.3611691,1,2.3091927
2004-01-22,2004,1,22,-1.4816564,-1.6881009,2,2.2461057
2004-01-23,2004,1,23,-0.823524,-1.8531324,2,2.0278785
2004-01-24,2004,1,24,-0.53253287,-1.9820211,2,2.0523155
2004-01-25,2004,1,25,-0.44117647,-2.1102872,2,2.1559103
2004-01-26,2004,1,26,-0.31333956,-2.4333463,2,2.4534376
2004-01-27,2004,1,27,0.10975487,-2.4415057,3,2.4439714
2004-01-28,2004,1,28,0.4778941,-2.1792953,3,2.2310784
2004-01-29,2004,1,29,0.86701459,-2.0232341,3,2.2011793
2004-01-30,2004,1,30,1.4083787,-2.0605779,3,2.495899
2004-01-31,2004,1,31,1.5556675,-1.8212023,3,2.3951783
2004-02-01,2004,2,1,1.8093473,-1.6278226,4,2.4338331
2004-02-02,2004,2,2,1.9203335,-1.2041571,4,2.266644
2004-02-03,2004,2,3,2.1852965,-1.0253658,4,2.4138963
2004-02-04,2004,2,4,2.3607125,-0.99977005,4,2.5636895
2004-02-05,2004,2,5,2.3583443,-0.81703264,4,2.4958627
2004-02-06,2004,2,6,2.3273699,-0.51330477,4,2.3833029
2004-02-07,2004,2,7,2.4512825,-0.0118034137,4,2.4513109
2004-02-08,2004,2,8,2.4745274,0.17597958,5,2.480777
2004-02-09,2004,2,9,2.1035092,0.15502386,5,2.1092138
2004-02-10,2004,2,10,1.6386788,0.42575958,5,1.6930858
2004-02-11,2004,2,11,1.1020373,0.62575531,5,1.2673026
2004-02-12,2004,2,12,0.6792708,0.80820793,6,1.0557504
2004-02-13,2004,2,13,0.67075849,0.79311341,6,1.0387232
