,year,month,day,RMM1,RMM2,phase,amplitude
1988-01-01,1988,1,1,-1.12432,0.95060802,8,1.47233
1988-01-02,1988,1,2,-1.1519099,0.84679902,8,1.42967
1988-01-03,1988,1,3,-1.13966,0.56535602,8,1.27218
1988-01-04,1988,1,4,-1.15056,0.30906701,8,1.19135
1988-01-05,1988,1,5,-1.03334,0.170462,8,1.0473
1988-01-06,1988,1,6,-0.76049,0.0431592017,8,0.76170999
1988-01-07,1988,1,7,-0.50139999,0.26377299,8,0.56654501
1988-01-08,1988,1,8,-0.40000999,0.455138,7,0.605937
1988-01-09,1988,1,9,-0.31110001,0.41650599,7,0.51986402
1988-01-10,1988,1,10,-0.49549001,0.326204,8,0.59322798
1988-01-11,1988,1,11,-0.50946999,0.0631567016,8,0.51336998
1988-01-12,1988,1,12,-0.56972998,0.0891129002,8,0.57665199
1988-01-13,1988,1,13,-0.57845998,-0.0175158009,1,0.57872897
1988-01-14,1988,1,14,-0.55833,-0.39899001,1,0.686239
1988-01-15,1988,1,15,-0.54854,-0.76776999,2,0.94358599
1988-01-16,1988,1,16,-0.54604,-1.39887,2,1.50167
1988-01-17,1988,1,17,-0.57062,-1.916,2,1.9991601
1988-01-18,1988,1,18,-0.59364003,-2.0806601,2,2.1636901
1988-01-19,1988,1,19,-0.61535001,-2.0013499,2,2.0938201
1988-01-20,1988,1,20,-0.65780997,-1.9734,2,2.0801499
1988-01-21,1988,1,21,-0.63387001,-2.0260401,2,2.12288
1988-01-22,1988,1,22,-0.48113,-2.0378399,2,2.0938699
1988-01-23,1988,1,23,-0.0273042992,-2.0037701,2,2.0039599
1988-01-24,1988,1,24,0.352595,-1.97404,3,2.00528
1988-01-25,1988,1,25,0.52224499,-2.02246,3,2.0888
1988-01-26,1988,1,26,0.78065801,-1.8647,3,2.0215099
1988-01-27,1988,1,27,0.65722197,-1.95634,3,2.0637801
1988-01-28,1988,1,28,0.40002099,-1.8841701,3,1.92616
1988-01-29,1988,1,29,0.305841,-1.52977,3,1.56004
1988-01-30,1988,1,30,0.32380399,-1.21846,3,1.2607501
1988-01-31,1988,1,31,0.43328199,-0.71710998,3,0.83784097
1988-02-01,1988,2,1,0.75049001,-0.50142002,4,0.90258402
1988-02-02,1988,2,2,0.83144301,-0.14232001,4,0.84353602
1988-02-03,1988,2,3,0.66138798,0.0632779002,5,0.66440803
1988-02-04,1988,2,4,0.53613597,0.168134,5,0.56188101
1988-02-05,1988,2,5,0.540573,0.494477,5,0.73261601
1988-02-06,1988,2,6,0.70669001,1.03881,6,1.2564
