,year,month,day,RMM1,RMM2,phase,amplitude
1999-01-01,1999,1,1,-0.22014,0.14120699,8,0.261536
1999-01-02,1999,1,2,-0.33579001,0.0811235011,8,0.34545499
1999-01-03,1999,1,3,-0.6821,0.172085,8,0.70346802
1999-01-04,1999,1,4,-1.03002,0.40603501,8,1.10716
1999-01-05,1999,1,5,-0.87712997,0.63945901,8,1.08548
1999-01-06,1999,1,6,-0.45583001,0.60740101,7,0.759417
1999-01-07,1999,1,7,-0.2,0.62022102,7,0.65167201
1999-01-08,1999,1,8,-0.33991,0.568829,7,0.66265303
1999-01-09,1999,1,9,-0.90526998,0.110549,8,0.91199797
1999-01-10,1999,1,10,-1.42764,0.0465139002,8,1.4284
1999-01-11,1999,1,11,-1.71929,0.29558101,8,1.7445199
1999-01-12,1999,1,12,-1.71338,0.25295001,8,1.73195
1999-01-13,1999,1,13,-1.88226,-0.16212,1,1.88923
1999-01-14,1999,1,14,-2.0022199,-0.41850999,1,2.04549
1999-01-15,1999,1,15,-1.84551,-0.51616001,1,1.91633
1999-01-16,1999,1,16,-1.8214,-1.0570199,1,2.10589
1999-01-17,1999,1,17,-1.45371,-1.23068,1,1.90469
1999-01-18,1999,1,18,-0.74787998,-1.57886,2,1.74703
1999-01-19,1999,1,19,-0.00194650004,-1.67031,2,1.67031
1999-01-20,1999,1,20,0.32935801,-1.86169,3,1.8906
1999-01-21,1999,1,21,0.94521701,-1.82903,3,2.05883
1999-01-22,1999,1,22,1.00416,-1.65592,3,1.9366
1999-01-23,1999,1,23,1.17913,-1.3485,3,1.79131
1999-01-24,1999,1,24,1.05717,-0.80370998,4,1.3279901
1999-01-25,1999,1,25,1.3034199,-0.18475001,4,1.31645
1999-01-26,1999,1,26,1.4127899,0.111193,5,1.41716
1999-01-27,1999,1,27,1.49432,0.54922098,5,1.59205
1999-01-28,1999,1,28,1.20409,0.82181102,5,1.45781
1999-01-29,1999,1,29,1.13948,1.06601,5,1.56038
1999-01-30,1999,1,30,1.08705,1.16032,6,1.58997
1999-01-31,1999,1,31,0.68807,1.12247,6,1.3165801
1999-02-01,1999,2,1,0.59119999,1.1748,6,1.31517
1999-02-02,1999,2,2,0.48133501,1.1871099,6,1.28098
1999-02-03,1999,2,3,0.32998601,0.984456,6,1.03829
1999-02-04,1999,2,4,0.13784701,0.96262199,6,0.97244197
1999-02-05,1999,2,5,0.0256680008,1.24279,6,1.24305
1999-02-06,1999,2,6,0.37107101,1.51917,6,1.56383
1999-02-07,1999,2,7,0.60933501,1.31795,6,1.452
1999-02-08,1999,2,8,0.60121202,1.10258,6,1.2558399
1999-02-09,1999,2,9,0.690202,0.989802,6,1.2066801
1999-02-10,1999,2,10,0.511994,1.10062,6,1.2138799
1999-02-11,1999,2,11,0.155838,1.36128,6,1.37017
1999-02-12,1999,2,12,-0.0432160012,1.58233,7,1.58292
1999-02-13,1999,2,13,-0.1125,1.59675,7,1.60071
1999-02-14,1999,2,14,-0.58291,1.77878,7,1.87186
1999-02-15,1999,2,15,-1.2301,2.0293601,7,2.37306
1999-02-16,1999,2,16,-1.89271,1.8023601,8,2.61359
1999-02-17,1999,2,17,-2.3106799,1.78895,8,2.92225
1999-02-18,1999,2,18,-2.4491301,1.96278,8,3.1385901
1999-02-19,1999,2,19,-2.3549399,1.85488,8,2.99773
1999-02-20,1999,2,20,-2.08566,1.41839,8,2.52226
1999-02-21,1999,2,21,-1.95533,0.85141802,8,2.1326599
1999-02-22,1999,2,22,-1.55966,0.515751,8,1.64272
1999-02-23,1999,2,23,-1.0452501,0.356989,8,1.10453
1999-02-24,1999,2,24,-1.10844,0.201178,8,1.12655
1999-02-25,1999,2,25,-0.85799003,-0.24314,1,0.89177299
1999-02-26,1999,2,26,-1.00176,-0.56445003,1,1.14984
1999-02-27,1999,2,27,-1.15413,-0.85900003,1,1.43872
1999-02-28,1999,2,28,-1.17761,-1.1605999,1,1.65341
1999-03-01,1999,3,1,-0.81755,-1.14147,2,1.40405
1999-03-02,1999,3,2,-0.53938001,-1.2661,2,1.37621
1999-03-03,1999,3,3,-0.28819999,-1.25453,2,1.28721
1999-03-04,1999,3,4,0.00305042998,-1.33456,3,1.3345701
1999-03-05,1999,3,5,0.190253,-1.44512,3,1.45759
1999-03-06,1999,3,6,0.100561,-1.39809,3,1.4017
1999-03-07,1999,3,7,-0.0904453993,-1.18629,2,1.18973
1999-03-08,1999,3,8,-0.20806,-1.01678,2,1.03785
1999-03-09,1999,3,9,-0.0841872022,-1.15403,2,1.1571
1999-03-10,1999,3,10,-0.11119,-1.25319,2,1.25811
1999-03-11,1999,3,11,-0.00831205025,-1.4011,2,1.40113
1999-03-12,1999,3,12,-0.0276755001,-1.5313801,2,1.53163
1999-03-13,1999,3,13,-0.37149,-1.5949399,2,1.63763
1999-03-14,1999,3,14,-0.44788,-1.65272,2,1.71233
1999-03-15,1999,3,15,-0.43496001,-1.64727,2,1.70372
1999-03-16,1999,3,16,-0.0808162987,-1.73581,2,1.73769
1999-03-17,1999,3,17,0.177652,-2.0831299,3,2.0906899
1999-03-18,1999,3,18,0.24808,-2.1709099,3,2.18504
1999-03-19,1999,3,19,0.565745,-1.8550299,3,1.9393899
1999-03-20,1999,3,20,1.11764,-1.60028,3,1.95192
1999-03-21,1999,3,21,1.50246,-1.58126,3,2.1812301
1999-03-22,1999,3,22,1.4357001,-1.80433,3,2.30583
1999-03-23,1999,3,23,1.16195,-1.62026,3,1.99383
1999-03-24,1999,3,24,1.05243,-1.05849,3,1.49265
1999-03-25,1999,3,25,0.76252401,-0.74836999,4,1.06841
1999-03-26,1999,3,26,0.56534803,-0.68033999,3,0.88457698
1999-03-27,1999,3,27,0.509821,-0.42877001,4,0.66615301
1999-03-28,1999,3,28,0.543854,-0.13902999,4,0.56134403
1999-03-29,1999,3,29,0.34343499,-0.0647640973,4,0.349489
1999-03-30,1999,3,30,0.248522,0.26546901,6,0.363644
1999-03-31,1999,3,31,0.53952199,0.228986,5,0.58610499
1999-04-01,1999,4,1,0.369528,0.0350442007,5,0.37118599
1999-04-02,1999,4,2,0.42635301,0.0846529007,5,0.43467501
1999-04-03,1999,4,3,0.136521,0.0991626009,5,0.168734
1999-04-04,1999,4,4,0.27168801,0.472451,6,0.544999
1999-04-05,1999,4,5,0.43788999,0.25782001,5,0.50815201
1999-04-06,1999,4,6,0.77540803,0.307641,5,0.834207
1999-04-07,1999,4,7,0.62224197,0.24984699,5,0.67052799
1999-04-08,1999,4,8,0.59326798,0.340772,5,0.68417299
1999-04-09,1999,4,9,0.61740798,0.40713799,5,0.739564
1999-04-10,1999,4,10,0.65939403,0.172784,5,0.681656
1999-04-11,1999,4,11,0.835199,-0.1159,4,0.84320199
1999-04-12,1999,4,12,1.38574,-0.17023,4,1.39616
1999-04-13,1999,4,13,1.6265,-0.32063001,4,1.6578
1999-04-14,1999,4,14,1.52619,-0.37235001,4,1.57095
1999-04-15,1999,4,15,1.38041,-0.24831,4,1.40256
1999-04-16,1999,4,16,1.32409,0.2339,5,1.3445899
1999-04-17,1999,4,17,1.15531,0.40687099,5,1.22487
1999-04-18,1999,4,18,1.09919,0.544182,5,1.2265199
1999-04-19,1999,4,19,0.91079003,0.70234197,5,1.15014
1999-04-20,1999,4,20,0.523956,0.75273103,6,0.91713399
1999-04-21,1999,4,21,0.319298,0.77275401,6,0.83612198
1999-04-22,1999,4,22,0.32782999,1.15069,6,1.19648
1999-04-23,1999,4,23,-0.0235396996,1.35744,7,1.35764
1999-04-24,1999,4,24,-0.56918001,1.40817,7,1.51885
1999-04-25,1999,4,25,-1.03136,1.50413,7,1.82376
1999-04-26,1999,4,26,-1.2162,1.44864,7,1.89148
1999-04-27,1999,4,27,-1.34101,1.34489,7,1.89922
1999-04-28,1999,4,28,-1.0914,1.47041,7,1.83119
1999-04-29,1999,4,29,-1.24707,1.37209,7,1.85413
1999-04-30,1999,4,30,-1.5698299,1.21767,8,1.98673
1999-05-01,1999,5,1,-1.90991,1.04401,8,2.17663
1999-05-02,1999,5,2,-1.8824199,0.63194501,8,1.98566
1999-05-03,1999,5,3,-1.7321,0.38868701,8,1.77517
