,year,month,day,RMM1,RMM2,phase,amplitude
2007-01-01,2007,1,1,2.4167731,-0.44351551,4,2.4571321
2007-01-02,2007,1,2,2.5721457,0.18605818,5,2.5788662
2007-01-03,2007,1,3,2.6088288,0.48484087,5,2.6534994
2007-01-04,2007,1,4,2.3621423,0.85387194,5,2.5117352
2007-01-05,2007,1,5,1.9273927,0.79344732,5,2.0843227
2007-01-06,2007,1,6,1.747458,1.2329348,5,2.1386299
2007-01-07,2007,1,7,1.5116615,1.1527236,5,1.901024
2007-01-08,2007,1,8,1.0967734,0.91903979,5,1.4309249
2007-01-09,2007,1,9,0.77235967,1.1476496,6,1.3833435
2007-01-10,2007,1,10,0.64650422,1.4371464,6,1.5758673
2007-01-11,2007,1,11,0.57953364,1.4141641,6,1.528306
2007-01-12,2007,1,12,0.86887264,1.1991442,6,1.4808398
2007-01-13,2007,1,13,1.0280198,1.179934,6,1.5649501
2007-01-14,2007,1,14,1.0789636,1.0649757,5,1.5160263
2007-01-15,2007,1,15,0.73287606,0.89942205,6,1.1602014
2007-01-16,2007,1,16,0.31184354,0.77396977,6,0.83443129
2007-01-17,2007,1,17,0.0524857752,0.60229284,6,0.6045754
2007-01-18,2007,1,18,-0.14917789,0.66510081,7,0.68162537
2007-01-19,2007,1,19,-0.23474507,0.5849486,7,0.63029367
2007-01-20,2007,1,20,-0.0883261934,0.37173158,7,0.382081
2007-01-21,2007,1,21,-0.00174599944,0.30272451,7,0.30272955
2007-01-22,2007,1,22,-0.0769235417,0.20263898,7,0.21674821
2007-01-23,2007,1,23,-0.0511380918,0.10770945,7,0.11923268
2007-01-24,2007,1,24,-0.0491597019,0.54181904,7,0.54404461
2007-01-25,2007,1,25,-0.0678310916,0.97882098,7,0.98116845
2007-01-26,2007,1,26,0.13824086,1.0757468,6,1.0845928
2007-01-27,2007,1,27,0.17971271,1.0370798,6,1.0525357
2007-01-28,2007,1,28,0.10370526,1.116616,6,1.1214215
2007-01-29,2007,1,29,0.20693101,1.3175172,6,1.3336686
2007-01-30,2007,1,30,0.22350888,1.0932409,6,1.1158547
2007-01-31,2007,1,31,0.18902071,0.81939888,6,0.84091818
2007-02-01,2007,2,1,0.24140854,0.70408541,6,0.74432141
2007-02-02,2007,2,2,0.31380263,0.65055376,6,0.72228271
2007-02-03,2007,2,3,0.30494055,0.59530234,6,0.6688599
2007-02-04,2007,2,4,0.33786798,0.53345871,6,0.63145304
2007-02-05,2007,2,5,0.55021274,0.46090332,5,0.71775061
2007-02-06,2007,2,6,0.37353826,0.31975046,5,0.49170232
2007-02-07,2007,2,7,0.11991756,0.30013844,6,0.32320786
2007-02-08,2007,2,8,-0.0799188688,0.3562974,7,0.36515045
2007-02-09,2007,2,9,-0.16966698,0.72347468,7,0.74310333
2007-02-10,2007,2,10,-0.29450089,0.37239912,7,0.47477558
2007-02-11,2007,2,11,-0.32003945,0.21913217,8,0.3878713
2007-02-12,2007,2,12,-0.66286278,0.10131868,8,0.67056137
2007-02-13,2007,2,13,-1.0633947,-0.0563259609,1,1.0648854
2007-02-14,2007,2,14,-1.1544176,-0.27864757,1,1.1875709
2007-02-15,2007,2,15,-0.75894564,-0.66814482,1,1.0111458
2007-02-16,2007,2,16,-0.33466235,-0.78796756,2,0.85609102
2007-02-17,2007,2,17,-0.18819295,-1.172878,2,1.1878803
2007-02-18,2007,2,18,-0.17496926,-1.5213423,2,1.5313708
2007-02-19,2007,2,19,0.0799516216,-1.6025215,3,1.6045147
2007-02-20,2007,2,20,0.43055168,-1.6382217,3,1.6938552
2007-02-21,2007,2,21,0.49691993,-1.554137,3,1.6316468
2007-02-22,2007,2,22,0.7645995,-1.4505399,3,1.639719
2007-02-23,2007,2,23,1.1429349,-1.3556001,3,1.7731192
2007-02-24,2007,2,24,1.3567487,-1.1060866,4,1.7504841
2007-02-25,2007,2,25,1.5869664,-0.79714108,4,1.7759212
2007-02-26,2007,2,26,1.7762088,-0.72794718,4,1.9195896
2007-02-27,2007,2,27,1.7600594,-0.35185325,4,1.7948843
2007-02-28,2007,2,28,1.7614373,0.0396921486,5,1.7618845
2007-03-01,2007,3,1,2.187309,0.56525409,5,2.2591665
2007-03-02,2007,3,2,2.3822131,0.83340609,5,2.5237877
2007-03-03,2007,3,3,2.1187952,1.1874652,5,2.4288611
2007-03-04,2007,3,4,1.8759668,1.4060932,5,2.3444295
2007-03-05,2007,3,5,1.6571554,1.8170253,6,2.4592164
2007-03-06,2007,3,6,1.4760244,2.1209013,6,2.5839641
2007-03-07,2007,3,7,0.95748019,1.6515328,6,1.9090126
2007-03-08,2007,3,8,0.3934162,1.3547081,6,1.4106772
