,year,month,day,RMM1,RMM2,phase,amplitude
2016-01-01,2016,1,1,-0.50804019,2.1128707,7,2.1730917
2016-01-02,2016,1,2,-0.78663856,2.2183919,7,2.3537338
2016-01-03,2016,1,3,-0.94102764,2.1390977,7,2.3369365
2016-01-04,2016,1,4,-1.3259846,2.0860264,7,2.4717891
2016-01-05,2016,1,5,-1.5019529,2.1396084,7,2.6141512
2016-01-06,2016,1,6,-1.7571689,2.0306699,7,2.6853795
2016-01-07,2016,1,7,-2.0262856,1.846875,8,2.7416749
2016-01-08,2016,1,8,-2.1774845,1.2861663,8,2.5289648
2016-01-09,2016,1,9,-2.0519288,0.75981641,8,2.1880889
2016-01-10,2016,1,10,-2.0737329,0.60023695,8,2.1588542
2016-01-11,2016,1,11,-1.4913937,0.057281822,8,1.4924933
2016-01-12,2016,1,12,-1.1314335,-0.60408551,1,1.2825993
2016-01-13,2016,1,13,-1.0103453,-1.2937253,2,1.6415002
2016-01-14,2016,1,14,-0.62542224,-1.5211959,2,1.6447461
2016-01-15,2016,1,15,-0.29965657,-1.3361096,2,1.3693001
2016-01-16,2016,1,16,0.00406549312,-1.2479537,3,1.2479603
2016-01-17,2016,1,17,0.23381017,-1.1671219,3,1.1903112
2016-01-18,2016,1,18,0.2999787,-1.1245384,3,1.1638616
2016-01-19,2016,1,19,0.22555643,-1.1233845,3,1.1458046
2016-01-20,2016,1,20,-0.11734065,-1.0692847,2,1.0757037
2016-01-21,2016,1,21,-0.33712253,-0.95528871,2,1.0130291
2016-01-22,2016,1,22,-0.30026412,-0.53197104,2,0.61086148
2016-01-23,2016,1,23,-0.16757625,-0.29875454,2,0.34254354
2016-01-24,2016,1,24,0.0661087036,-0.57536602,3,0.57915145
2016-01-25,2016,1,25,0.17527099,-0.92402315,3,0.94049919
2016-01-26,2016,1,26,0.65619653,-1.1838531,3,1.3535517
2016-01-27,2016,1,27,0.81005371,-0.97893643,3,1.2706312
2016-01-28,2016,1,28,0.8452673,-0.79684192,4,1.1616514
2016-01-29,2016,1,29,1.0125448,-0.68971133,4,1.2251321
2016-01-30,2016,1,30,0.88100153,-0.78679347,4,1.1811891
2016-01-31,2016,1,31,0.70689648,-0.93776542,3,1.1743537
2016-02-01,2016,2,1,0.66435266,-0.84870249,3,1.0778035
2016-02-02,2016,2,2,0.89851528,-1.0059284,3,1.3487853
2016-02-03,2016,2,3,0.84603411,-0.9019888,3,1.2366719
2016-02-04,2016,2,4,1.1600785,-0.82629138,4,1.4242681
2016-02-05,2016,2,5,1.5068579,-0.59963691,4,1.6217846
2016-02-06,2016,2,6,1.8814321,-0.70291436,4,2.008451
2016-02-07,2016,2,7,1.8584472,-0.60487401,4,1.954405
2016-02-08,2016,2,8,1.6487339,-0.67593724,4,1.781913
2016-02-09,2016,2,9,1.7493103,-0.46534491,4,1.8101469
