,year,month,day,RMM1,RMM2,phase,amplitude
1996-01-01,1996,1,1,-0.87283999,0.39524001,8,0.95815498
1996-01-02,1996,1,2,-1.07528,0.30972201,8,1.119
1996-01-03,1996,1,3,-1.01445,0.371878,8,1.08047
1996-01-04,1996,1,4,-0.80146003,0.172528,8,0.81982201
1996-01-05,1996,1,5,-0.69983,-0.0348809995,1,0.700701
1996-01-06,1996,1,6,-0.71450001,-0.035849601,1,0.71539599
1996-01-07,1996,1,7,-0.40685001,-0.39635,1,0.56799197
1996-01-08,1996,1,8,-0.22846,-0.54863,2,0.59430099
1996-01-09,1996,1,9,-0.0170635004,-0.32642999,2,0.326873
1996-01-10,1996,1,10,-0.21135999,0.0618123002,8,0.220212
1996-01-11,1996,1,11,-0.53254998,0.0354475006,8,0.53372997
1996-01-12,1996,1,12,-0.75786,-0.16731,1,0.77611202
1996-01-13,1996,1,13,-0.83998001,-0.18655001,1,0.86044902
1996-01-14,1996,1,14,-0.82893997,-0.29512,1,0.87991202
1996-01-15,1996,1,15,-0.96022999,-0.48322001,1,1.07497
1996-01-16,1996,1,16,-0.95371997,-0.88366002,1,1.3001601
1996-01-17,1996,1,17,-0.82564998,-1.23959,2,1.48939
1996-01-18,1996,1,18,-0.73549998,-1.24676,2,1.44754
1996-01-19,1996,1,19,-0.50503999,-1.20015,2,1.30209
1996-01-20,1996,1,20,-0.17377,-1.1424,2,1.15554
1996-01-21,1996,1,21,0.181522,-0.87623,3,0.89482999
1996-01-22,1996,1,22,0.449651,-0.72016001,3,0.84901202
1996-01-23,1996,1,23,0.57317799,-0.66311002,3,0.87649798
1996-01-24,1996,1,24,0.38886899,-0.69414997,3,0.79565501
1996-01-25,1996,1,25,0.64252001,-0.63247001,4,0.90157902
1996-01-26,1996,1,26,0.68932402,-0.52951998,4,0.86922699
1996-01-27,1996,1,27,0.42737401,-0.33998999,4,0.54611301
1996-01-28,1996,1,28,0.39997801,-0.43022001,3,0.58742899
1996-01-29,1996,1,29,0.53328001,-0.45236999,4,0.699305
1996-01-30,1996,1,30,0.588265,-0.65684003,3,0.88175499
1996-01-31,1996,1,31,0.82555503,-0.68879998,4,1.07517
1996-02-01,1996,2,1,0.664505,-1.02118,3,1.2183501
1996-02-02,1996,2,2,0.60827798,-1.13025,3,1.28354
1996-02-03,1996,2,3,0.65955001,-1.10068,3,1.28316
1996-02-04,1996,2,4,0.822483,-0.88603997,3,1.20894
1996-02-05,1996,2,5,1.09111,-0.89371997,4,1.41041
1996-02-06,1996,2,6,0.772479,-1.13764,3,1.37512
1996-02-07,1996,2,7,0.445568,-0.98338002,3,1.07962
1996-02-08,1996,2,8,0.34356001,-0.87669998,3,0.94161201
1996-02-09,1996,2,9,-0.0764983967,-0.87582999,2,0.87916303
1996-02-10,1996,2,10,-0.16518,-0.95691001,2,0.97105801
1996-02-11,1996,2,11,-0.21405999,-0.77309,2,0.80217803
1996-02-12,1996,2,12,-0.10705,-0.46195,2,0.47419301
1996-02-13,1996,2,13,-0.22499999,-0.19717,1,0.29916501
1996-02-14,1996,2,14,-0.10258,-0.23247001,2,0.25409901
1996-02-15,1996,2,15,-0.11149,-0.26784,2,0.29011801
1996-02-16,1996,2,16,-0.0665102974,-0.45036,2,0.45524201
1996-02-17,1996,2,17,-0.26190001,-0.57975,2,0.63616699
1996-02-18,1996,2,18,-0.52086997,-0.43182999,1,0.67659903
1996-02-19,1996,2,19,-0.49338999,-0.23456,1,0.546305
1996-02-20,1996,2,20,-0.43605,-0.22758,1,0.49186301
1996-02-21,1996,2,21,-0.12748,-0.38795999,2,0.40836501
1996-02-22,1996,2,22,-0.0338656008,-0.2142,2,0.216866
1996-02-23,1996,2,23,0.041199699,0.048955299,6,0.0639846027
1996-02-24,1996,2,24,0.091861397,0.394234,6,0.40479499
1996-02-25,1996,2,25,0.27772799,0.492127,6,0.56508499
1996-02-26,1996,2,26,0.26500499,0.46367699,6,0.53406399
1996-02-27,1996,2,27,0.0465729982,0.77061498,6,0.772021
1996-02-28,1996,2,28,-0.18143,1.02542,7,1.04134
1996-02-29,1996,2,29,-0.24493,1.2844599,7,1.3076
1996-03-01,1996,3,1,-0.24981999,1.25783,7,1.2824
1996-03-02,1996,3,2,-0.12142,1.5287,7,1.53352
1996-03-03,1996,3,3,-0.27969,1.79574,7,1.81739
1996-03-04,1996,3,4,-0.2999,1.71901,7,1.74498
1996-03-05,1996,3,5,-0.19472,1.70298,7,1.71408
1996-03-06,1996,3,6,-0.34599999,1.5755,7,1.61304
1996-03-07,1996,3,7,-0.49364999,1.59157,7,1.66637
1996-03-08,1996,3,8,-0.57339001,1.62304,7,1.72135
1996-03-09,1996,3,9,-0.49281999,1.38059,7,1.46591
1996-03-10,1996,3,10,-0.45919001,1.1602499,7,1.24782
1996-03-11,1996,3,11,-0.54329997,0.76092601,7,0.93497902
1996-03-12,1996,3,12,-0.99219,0.39989299,8,1.06975
1996-03-13,1996,3,13,-1.6771899,-0.11867,1,1.68138
1996-03-14,1996,3,14,-1.83012,-0.61071002,1,1.92932
1996-03-15,1996,3,15,-1.75927,-0.86035001,1,1.95838
1996-03-16,1996,3,16,-1.70646,-1.40037,1,2.20749
1996-03-17,1996,3,17,-1.22495,-1.78809,2,2.1674299
1996-03-18,1996,3,18,-0.88507003,-2.0165,2,2.2021899
1996-03-19,1996,3,19,-0.78397,-2.2804101,2,2.4114001
1996-03-20,1996,3,20,-0.30142999,-2.3775899,2,2.39662
1996-03-21,1996,3,21,-0.0565938987,-2.2779701,2,2.2786801
1996-03-22,1996,3,22,0.104401,-2.1949401,3,2.1974199
1996-03-23,1996,3,23,-0.0311926007,-1.94374,2,1.94399
1996-03-24,1996,3,24,-0.00949949026,-1.6863101,2,1.68633
1996-03-25,1996,3,25,0.154066,-1.61068,3,1.61803
1996-03-26,1996,3,26,0.53827202,-1.9277101,3,2.0014501
1996-03-27,1996,3,27,1.11581,-2.06353,3,2.34588
1996-03-28,1996,3,28,1.39536,-1.71837,3,2.2135501
1996-03-29,1996,3,29,1.6023901,-1.5247,4,2.2118599
1996-03-30,1996,3,30,1.5289299,-1.3119,4,2.0146201
