,year,month,day,RMM1,RMM2,phase,amplitude
1983-01-01,1983,1,1,0.77925199,-0.44277,4,0.89626002
1983-01-02,1983,1,2,0.63660902,-0.44865999,4,0.77882397
1983-01-03,1983,1,3,0.74351698,-0.42285001,4,0.855349
1983-01-04,1983,1,4,0.73866099,-0.3037,4,0.798657
1983-01-05,1983,1,5,0.62472099,-0.20243999,4,0.65670198
1983-01-06,1983,1,6,0.66435099,-0.0602842011,4,0.66707999
1983-01-07,1983,1,7,0.60322601,0.0311024003,5,0.60402799
1983-01-08,1983,1,8,0.79228902,0.304048,5,0.84862697
1983-01-09,1983,1,9,0.73810297,0.52358001,5,0.90494901
1983-01-10,1983,1,10,0.41810301,0.84532797,6,0.943075
1983-01-11,1983,1,11,0.16022401,1.18362,6,1.19441
1983-01-12,1983,1,12,-0.10041,1.3009599,7,1.30483
1983-01-13,1983,1,13,-0.25139999,1.27166,7,1.29628
1983-01-14,1983,1,14,-0.31577,1.24389,7,1.28334
1983-01-15,1983,1,15,-0.47885001,0.77819401,7,0.91372001
1983-01-16,1983,1,16,-0.69024003,0.53597999,8,0.87390298
1983-01-17,1983,1,17,-0.92128003,0.43303901,8,1.01798
1983-01-18,1983,1,18,-0.90389001,0.15168101,8,0.916529
1983-01-19,1983,1,19,-0.98185003,-0.0699303001,1,0.98433697
1983-01-20,1983,1,20,-1.10395,-0.0101052001,1,1.104
1983-01-21,1983,1,21,-1.4201601,0.29419401,8,1.45032
1983-01-22,1983,1,22,-1.45654,0.61478102,8,1.58097
1983-01-23,1983,1,23,-1.36327,0.669532,8,1.51881
1983-01-24,1983,1,24,-0.99110001,0.61691397,8,1.16742
1983-01-25,1983,1,25,-0.87058997,0.83916998,8,1.20919
1983-01-26,1983,1,26,-1.22952,0.967044,8,1.56425
1983-01-27,1983,1,27,-1.5332299,1.14113,8,1.91128
1983-01-28,1983,1,28,-1.61757,1.02126,8,1.91298
1983-01-29,1983,1,29,-1.39355,0.57161599,8,1.50623
1983-01-30,1983,1,30,-1.11149,0.0579281002,8,1.113
1983-01-31,1983,1,31,-0.85812002,-0.0351620018,1,0.85883498
1983-02-01,1983,2,1,-0.82872999,-0.23394001,1,0.86111802
1983-02-02,1983,2,2,-0.38867,-0.24417999,1,0.459003
1983-02-03,1983,2,3,-0.27072999,-0.0806580037,1,0.28248599
1983-02-04,1983,2,4,0.100465,-0.0550807007,4,0.114573
1983-02-05,1983,2,5,0.103809,-0.16523001,3,0.19513801
1983-02-06,1983,2,6,-0.061648801,-0.0425360985,1,0.0748993009
1983-02-07,1983,2,7,-0.0633219033,0.00306452997,8,0.0633959994
1983-02-08,1983,2,8,-0.099969402,-0.19183999,2,0.21632899
1983-02-09,1983,2,9,-0.45569,-0.29161999,1,0.54101002
1983-02-10,1983,2,10,-0.48216,-0.34869999,1,0.59504002
1983-02-11,1983,2,11,-0.32910001,-0.47714999,2,0.57963902
