,year,month,day,RMM1,RMM2,phase,amplitude
1994-01-01,1994,1,1,0.56131101,0.57573497,6,0.80407703
1994-01-02,1994,1,2,0.52021497,0.0990007967,5,0.52955198
1994-01-03,1994,1,3,0.291067,0.174518,5,0.33937699
1994-01-04,1994,1,4,-0.0204792004,0.48516801,7,0.48559999
1994-01-05,1994,1,5,-0.16648,0.51036698,7,0.53683299
1994-01-06,1994,1,6,-0.39228001,0.280646,8,0.48233101
1994-01-07,1994,1,7,-0.68651003,0.322386,8,0.75843501
1994-01-08,1994,1,8,-0.59179997,0.280927,8,0.65509403
1994-01-09,1994,1,9,-0.30892,0.164911,8,0.35018
1994-01-10,1994,1,10,-0.32006001,0.16349301,8,0.359402
1994-01-11,1994,1,11,-0.12246,-0.0524385013,1,0.13321701
1994-01-12,1994,1,12,-0.17777,-0.0859308019,1,0.197446
1994-01-13,1994,1,13,-0.40580001,-0.31751999,1,0.51525903
1994-01-14,1994,1,14,-0.52811998,-0.5201,1,0.74123001
1994-01-15,1994,1,15,-0.29587001,-0.42285001,2,0.516083
1994-01-16,1994,1,16,0.0713692978,-0.69120997,3,0.69488299
1994-01-17,1994,1,17,0.420735,-0.81510001,3,0.91728199
1994-01-18,1994,1,18,0.564022,-0.59657001,3,0.82098699
1994-01-19,1994,1,19,0.74016601,-0.52385002,4,0.90678501
1994-01-20,1994,1,20,1.02918,-0.39491999,4,1.10234
1994-01-21,1994,1,21,1.04153,-0.47999001,4,1.1468101
1994-01-22,1994,1,22,0.96399802,-0.79465997,4,1.24931
1994-01-23,1994,1,23,0.94830698,-1.0199701,3,1.3927
1994-01-24,1994,1,24,0.990318,-0.84729999,4,1.3033201
1994-01-25,1994,1,25,1.02619,-0.77363998,4,1.28514
1994-01-26,1994,1,26,0.81929499,-0.74502999,4,1.10739
1994-01-27,1994,1,27,0.35563999,-0.58679998,3,0.68615597
1994-01-28,1994,1,28,0.0782904029,-0.43151999,3,0.438568
1994-01-29,1994,1,29,-0.0498600006,-0.38486999,2,0.388082
1994-01-30,1994,1,30,-0.2058,-0.64736003,2,0.67928398
1994-01-31,1994,1,31,-0.47562,-0.79745001,2,0.92851597
1994-02-01,1994,2,1,-0.59979999,-1.09486,2,1.2484
1994-02-02,1994,2,2,-0.58042002,-1.34229,2,1.46241
1994-02-03,1994,2,3,-0.43461001,-1.67115,2,1.72674
1994-02-04,1994,2,4,-0.32185,-1.68454,2,1.71501
1994-02-05,1994,2,5,-0.0910921022,-1.66768,2,1.6701699
1994-02-06,1994,2,6,0.16043501,-1.65935,3,1.6670901
1994-02-07,1994,2,7,0.526173,-1.62186,3,1.70507
1994-02-08,1994,2,8,0.96889597,-1.5244,3,1.80626
1994-02-09,1994,2,9,1.0032099,-1.63569,3,1.91883
1994-02-10,1994,2,10,0.94652098,-1.78333,3,2.01895
1994-02-11,1994,2,11,1.054,-1.72273,3,2.0195799
1994-02-12,1994,2,12,1.51776,-1.66019,3,2.2493999
1994-02-13,1994,2,13,1.87327,-1.50657,4,2.4039299
1994-02-14,1994,2,14,2.1859601,-1.36111,4,2.5750799
1994-02-15,1994,2,15,2.33529,-1.10904,4,2.5852499
1994-02-16,1994,2,16,2.64674,-0.66196001,4,2.7282701
1994-02-17,1994,2,17,2.8877599,-0.16912,4,2.89271
1994-02-18,1994,2,18,2.87061,0.436611,5,2.90362
1994-02-19,1994,2,19,2.4531,0.95183498,5,2.63129
1994-02-20,1994,2,20,2.2494199,1.41945,5,2.6598401
1994-02-21,1994,2,21,2.15453,1.9251601,5,2.8893399
1994-02-22,1994,2,22,1.8268501,2.1454899,6,2.8178899
1994-02-23,1994,2,23,1.09563,1.97035,6,2.2544799
1994-02-24,1994,2,24,0.62024999,2.0273199,6,2.12008
1994-02-25,1994,2,25,0.36201999,2.02302,6,2.05516
1994-02-26,1994,2,26,0.20553499,1.9,6,1.91109
1994-02-27,1994,2,27,-0.15325999,1.71903,7,1.72585
1994-02-28,1994,2,28,-0.52424997,1.42391,7,1.51736
1994-03-01,1994,3,1,-0.80062997,1.00049,7,1.28141
1994-03-02,1994,3,2,-0.80273998,0.71145898,8,1.0726399
1994-03-03,1994,3,3,-1.0589401,0.559053,8,1.1974601
1994-03-04,1994,3,4,-1.03264,0.401959,8,1.10811
1994-03-05,1994,3,5,-0.61159003,0.25883201,8,0.66410601
1994-03-06,1994,3,6,-0.50694001,0.37736899,8,0.631975
1994-03-07,1994,3,7,-0.44354999,0.34534499,8,0.562141
1994-03-08,1994,3,8,-0.51089001,0.15106501,8,0.532754
1994-03-09,1994,3,9,-0.54043001,-0.27697,1,0.60726702
1994-03-10,1994,3,10,-0.84546,-0.72417998,1,1.11321
1994-03-11,1994,3,11,-0.75026,-0.96266001,2,1.22049
1994-03-12,1994,3,12,-0.36322999,-1.1235,2,1.18076
1994-03-13,1994,3,13,0.0676070973,-1.34025,3,1.3419501
1994-03-14,1994,3,14,0.432879,-1.50892,3,1.56978
1994-03-15,1994,3,15,0.45254099,-1.1109,3,1.19954
1994-03-16,1994,3,16,0.31901401,-0.73715001,3,0.803222
1994-03-17,1994,3,17,0.27113599,-0.34398001,3,0.437996
1994-03-18,1994,3,18,0.251894,-0.0698224977,4,0.261392
1994-03-19,1994,3,19,0.0935007036,0.0515061989,5,0.106749
1994-03-20,1994,3,20,0.213838,-0.18966,4,0.28582799
