,year,month,day,RMM1,RMM2,phase,amplitude
1984-01-01,1984,1,1,-0.52450001,0.286513,8,0.597651
1984-01-02,1984,1,2,-0.65676999,0.220706,8,0.69286001
1984-01-03,1984,1,3,-0.85382998,0.181453,8,0.87289602
1984-01-04,1984,1,4,-1.33574,-0.0595914982,1,1.33707
1984-01-05,1984,1,5,-1.61833,-0.56029999,1,1.71258
1984-01-06,1984,1,6,-1.26961,-0.79566002,1,1.49833
1984-01-07,1984,1,7,-0.98210001,-1.09384,2,1.47003
1984-01-08,1984,1,8,-0.69845003,-1.44558,2,1.6054699
1984-01-09,1984,1,9,-0.22942001,-1.59885,2,1.61523
1984-01-10,1984,1,10,-0.0146289999,-1.82146,2,1.82152
1984-01-11,1984,1,11,0.0854045004,-1.82301,3,1.8250099
1984-01-12,1984,1,12,0.317552,-1.39002,3,1.42583
1984-01-13,1984,1,13,0.49802399,-1.0252301,3,1.1397901
1984-01-14,1984,1,14,0.38946599,-0.99659002,3,1.06998
1984-01-15,1984,1,15,0.127276,-0.73646998,3,0.74739099
1984-01-16,1984,1,16,0.0497406013,-0.53157997,3,0.533903
1984-01-17,1984,1,17,-0.0601965003,-0.76767999,2,0.770033
1984-01-18,1984,1,18,-0.13534001,-0.91389,2,0.92385697
1984-01-19,1984,1,19,-0.14828999,-0.99882001,2,1.00977
1984-01-20,1984,1,20,0.0773778036,-1.1569901,3,1.15957
1984-01-21,1984,1,21,-0.0367520005,-0.87234002,2,0.87311798
1984-01-22,1984,1,22,0.0548480004,-0.91337001,3,0.91501999
1984-01-23,1984,1,23,0.100261,-0.95143002,3,0.956698
1984-01-24,1984,1,24,0.00818054006,-1.12664,3,1.12667
1984-01-25,1984,1,25,-0.15233999,-1.14487,2,1.15496
1984-01-26,1984,1,26,-0.23669,-1.16687,2,1.19063
1984-01-27,1984,1,27,-0.41896001,-1.2474101,2,1.31589
1984-01-28,1984,1,28,-0.36925,-1.36206,2,1.41122
