,year,month,day,RMM1,RMM2,phase,amplitude
2017-01-01,2017,1,1,0.0789403766,-1.0578685,3,1.0608097
2017-01-02,2017,1,2,0.21393573,-1.0833365,3,1.1042583
2017-01-03,2017,1,3,0.31024376,-0.79647517,3,0.85476542
2017-01-04,2017,1,4,0.57215631,-0.52910191,4,0.77930206
2017-01-05,2017,1,5,0.54321814,-0.0789774284,4,0.54892933
2017-01-06,2017,1,6,0.55964345,0.32336459,5,0.64634776
2017-01-07,2017,1,7,0.51157671,0.44945931,5,0.68097311
2017-01-08,2017,1,8,0.69513613,0.49208677,5,0.85168278
2017-01-09,2017,1,9,1.0219421,0.46099356,5,1.121107
2017-01-10,2017,1,10,1.0940654,0.46687099,5,1.1895157
2017-01-11,2017,1,11,0.89095086,0.65334475,5,1.1048316
2017-01-12,2017,1,12,0.44403896,0.73594147,6,0.85952336
2017-01-13,2017,1,13,0.0554428659,0.4824433,6,0.48561862
2017-01-14,2017,1,14,-0.35950166,0.42740896,7,0.55849785
2017-01-15,2017,1,15,-0.50188673,0.35009223,8,0.61192715
2017-01-16,2017,1,16,-0.75016189,0.0649946854,8,0.75297219
2017-01-17,2017,1,17,-1.3559693,-0.35819599,1,1.4024825
2017-01-18,2017,1,18,-1.7067242,-0.62569058,1,1.8177998
2017-01-19,2017,1,19,-1.7181846,-0.91153592,1,1.9450079
2017-01-20,2017,1,20,-1.7369888,-1.3515917,1,2.2008932
2017-01-21,2017,1,21,-1.584497,-1.5902748,2,2.2449064
2017-01-22,2017,1,22,-0.92707467,-1.6291589,2,1.8744669
2017-01-23,2017,1,23,-0.52058476,-1.7182035,2,1.7953362
2017-01-24,2017,1,24,-0.1893456,-1.4825742,2,1.4946164
2017-01-25,2017,1,25,-0.28428552,-1.4329174,2,1.4608458
2017-01-26,2017,1,26,0.0190793052,-1.5742447,3,1.5743604
2017-01-27,2017,1,27,0.50994068,-1.4986706,3,1.5830518
2017-01-28,2017,1,28,0.72323585,-1.3003455,3,1.4879411
2017-01-29,2017,1,29,0.82081783,-0.91471672,3,1.2290031
2017-01-30,2017,1,30,0.99637294,-0.74583262,4,1.2445984
2017-01-31,2017,1,31,1.2687956,-0.83982921,4,1.5215635
2017-02-01,2017,2,1,1.4746481,-0.4023847,4,1.5285616
2017-02-02,2017,2,2,1.6164434,0.0254977997,5,1.6166445
2017-02-03,2017,2,3,1.9100479,0.53008217,5,1.9822387
2017-02-04,2017,2,4,1.7856858,0.95536572,5,2.0251908
2017-02-05,2017,2,5,1.8575252,1.3451064,5,2.293406
2017-02-06,2017,2,6,1.7271116,1.5482478,5,2.3194797
2017-02-07,2017,2,7,1.2168074,1.8626629,6,2.2248895
2017-02-08,2017,2,8,0.60542303,2.0780773,6,2.1644728
2017-02-09,2017,2,9,-0.0469847508,2.1949089,7,2.1954117
2017-02-10,2017,2,10,-0.44987318,1.9833888,7,2.0337691
2017-02-11,2017,2,11,-0.95364416,1.937946,7,2.1598775
2017-02-12,2017,2,12,-1.5534053,1.9811906,7,2.517575
2017-02-13,2017,2,13,-2.1874652,1.7604785,8,2.8078976
2017-02-14,2017,2,14,-2.8209646,1.375528,8,3.138458
2017-02-15,2017,2,15,-3.0841775,0.94387865,8,3.2253771
2017-02-16,2017,2,16,-3.0387323,0.48502919,8,3.077198
2017-02-17,2017,2,17,-2.5593112,-0.11940679,1,2.5620952
2017-02-18,2017,2,18,-1.9479865,-0.56936079,1,2.0294883
2017-02-19,2017,2,19,-1.4622952,-0.82082999,1,1.6769224
2017-02-20,2017,2,20,-1.0763432,-1.1195638,2,1.5530415
2017-02-21,2017,2,21,-1.0152061,-1.26639,2,1.6230795
