,year,month,day,RMM1,RMM2,phase,amplitude
1989-01-01,1989,1,1,-1.71798,-0.70647001,1,1.8575701
1989-01-02,1989,1,2,-1.62614,-0.60872,1,1.73633
1989-01-03,1989,1,3,-1.6233,-0.62672001,1,1.74008
1989-01-04,1989,1,4,-1.34395,-0.61982,1,1.48
1989-01-05,1989,1,5,-1.15206,-0.66914999,1,1.3322901
1989-01-06,1989,1,6,-1.10752,-0.95121002,1,1.4599299
1989-01-07,1989,1,7,-1.19055,-1.11834,1,1.63343
1989-01-08,1989,1,8,-1.33463,-1.41221,2,1.94309
1989-01-09,1989,1,9,-1.35164,-1.55767,2,2.06235
1989-01-10,1989,1,10,-1.17434,-1.56217,2,1.95434
1989-01-11,1989,1,11,-0.97465003,-1.75754,2,2.0097001
1989-01-12,1989,1,12,-0.85360003,-2.1856799,2,2.3464501
1989-01-13,1989,1,13,-0.78988999,-2.36326,2,2.49177
1989-01-14,1989,1,14,-0.77443999,-2.47962,2,2.5977399
1989-01-15,1989,1,15,-0.48023999,-2.6904099,2,2.7329299
1989-01-16,1989,1,16,-0.30787,-2.6405001,2,2.65839
1989-01-17,1989,1,17,0.19684701,-2.4153399,3,2.4233501
1989-01-18,1989,1,18,0.55545902,-2.03021,3,2.10482
1989-01-19,1989,1,19,0.54483098,-2.0081301,3,2.08073
1989-01-20,1989,1,20,0.82760501,-1.72604,3,1.9141999
1989-01-21,1989,1,21,0.96732402,-1.41506,3,1.71409
1989-01-22,1989,1,22,1.07635,-1.16993,3,1.58974
1989-01-23,1989,1,23,1.09958,-0.96877003,4,1.46547
1989-01-24,1989,1,24,1.1899101,-0.45855001,4,1.2752
1989-01-25,1989,1,25,1.38914,0.0203179009,5,1.38929
1989-01-26,1989,1,26,1.2659301,0.42637599,5,1.3358099
1989-01-27,1989,1,27,1.16057,0.60350901,5,1.30811
1989-01-28,1989,1,28,0.96619803,0.932805,5,1.3430099
1989-01-29,1989,1,29,0.60370898,1.23228,6,1.37221
1989-01-30,1989,1,30,0.0707148984,1.67621,6,1.6777
1989-01-31,1989,1,31,0.0109099001,2.0431499,6,2.04318
1989-02-01,1989,2,1,-0.23908,1.926,7,1.94078
1989-02-02,1989,2,2,-0.56281,1.7407,7,1.82943
1989-02-03,1989,2,3,-0.79579997,1.52354,7,1.71886
1989-02-04,1989,2,4,-0.56265002,1.23742,7,1.35934
1989-02-05,1989,2,5,-0.55760002,1.23955,7,1.35919
1989-02-06,1989,2,6,-0.67973,1.14906,7,1.33505
1989-02-07,1989,2,7,-0.88747001,1.10674,7,1.41862
1989-02-08,1989,2,8,-1.01004,1.12613,7,1.51273
1989-02-09,1989,2,9,-0.86897999,1.19186,7,1.47501
1989-02-10,1989,2,10,-0.47777,1.34154,7,1.42407
1989-02-11,1989,2,11,-0.0614073016,1.25089,7,1.2524
1989-02-12,1989,2,12,-0.28274,1.1286,7,1.16348
1989-02-13,1989,2,13,-0.30603999,0.97159201,7,1.0186501
1989-02-14,1989,2,14,-0.28667,0.862791,7,0.90916699
1989-02-15,1989,2,15,-0.51937002,0.74380898,7,0.90719002
1989-02-16,1989,2,16,-0.57428998,0.64428502,7,0.86308002
1989-02-17,1989,2,17,-0.50629997,0.31426799,8,0.59590501
1989-02-18,1989,2,18,-0.39188001,-0.13211,1,0.41354701
1989-02-19,1989,2,19,-0.47755,-0.42769,1,0.64107102
1989-02-20,1989,2,20,-0.45927,-0.28024,1,0.53801399
1989-02-21,1989,2,21,-0.39052999,-0.37454,1,0.54110998
1989-02-22,1989,2,22,-0.0444190018,-0.64605999,2,0.64758301
1989-02-23,1989,2,23,0.57944602,-0.61104,3,0.84209597
1989-02-24,1989,2,24,0.96097201,-0.59938002,4,1.13258
1989-02-25,1989,2,25,0.87822098,-0.57218999,4,1.04818
1989-02-26,1989,2,26,0.44052699,-0.26291001,4,0.51301599
1989-02-27,1989,2,27,0.128004,0.136989,6,0.18748599
1989-02-28,1989,2,28,-0.0505772009,0.389375,7,0.39264601
1989-03-01,1989,3,1,-0.22307,0.422941,7,0.47816199
1989-03-02,1989,3,2,-0.00662535988,0.75664997,7,0.756679
1989-03-03,1989,3,3,-0.0752362013,0.95128,7,0.95424998
1989-03-04,1989,3,4,-0.3653,0.96837902,7,1.03499
1989-03-05,1989,3,5,-0.50204003,0.91311902,7,1.04203
1989-03-06,1989,3,6,-0.84908003,0.86065602,7,1.20899
1989-03-07,1989,3,7,-0.95462,0.92551202,8,1.32961
1989-03-08,1989,3,8,-0.95247,1.01055,7,1.38867
1989-03-09,1989,3,9,-0.73916,0.91843998,7,1.1789401
1989-03-10,1989,3,10,-0.58206999,0.66404903,7,0.88304698
1989-03-11,1989,3,11,-0.61469001,0.55277801,8,0.82668501
1989-03-12,1989,3,12,-0.30502,0.394631,7,0.498772
1989-03-13,1989,3,13,-0.32852,0.615408,7,0.69760501
1989-03-14,1989,3,14,-0.67045999,0.48327899,8,0.826482
1989-03-15,1989,3,15,-0.94117999,0.306896,8,0.98995399
1989-03-16,1989,3,16,-1.19398,0.18583301,8,1.20836
1989-03-17,1989,3,17,-1.0470099,0.31141001,8,1.09234
1989-03-18,1989,3,18,-0.98135,0.382263,8,1.05317
1989-03-19,1989,3,19,-1.01553,0.45721099,8,1.11371
1989-03-20,1989,3,20,-1.0865099,0.49717399,8,1.19486
1989-03-21,1989,3,21,-1.12023,0.46744999,8,1.21385
1989-03-22,1989,3,22,-1.43841,0.30825999,8,1.4710701
1989-03-23,1989,3,23,-1.48913,0.0196940992,8,1.48926
1989-03-24,1989,3,24,-1.41724,-0.22926,1,1.43566
1989-03-25,1989,3,25,-1.19319,-0.50296003,1,1.29486
1989-03-26,1989,3,26,-0.96131998,-0.85513002,1,1.28662
1989-03-27,1989,3,27,-0.92360002,-1.31071,2,1.60343
1989-03-28,1989,3,28,-0.69928998,-1.4734401,2,1.63096
1989-03-29,1989,3,29,-0.86531001,-1.69774,2,1.90554
1989-03-30,1989,3,30,-0.84855002,-1.62869,2,1.83648
1989-03-31,1989,3,31,-0.54159999,-1.8519599,2,1.92953
1989-04-01,1989,4,1,-0.0657124966,-1.63106,2,1.63238
1989-04-02,1989,4,2,0.27236199,-1.51775,3,1.54199
1989-04-03,1989,4,3,0.380344,-1.23572,3,1.29293
1989-04-04,1989,4,4,0.58560699,-0.95230001,3,1.11795
1989-04-05,1989,4,5,0.70848203,-1.09105,3,1.3009
1989-04-06,1989,4,6,0.84332502,-0.80800003,4,1.16793
1989-04-07,1989,4,7,0.94573498,-0.64881998,4,1.1469001
1989-04-08,1989,4,8,0.96749902,-0.59938997,4,1.1381201
1989-04-09,1989,4,9,0.98858303,-0.44541001,4,1.08429
1989-04-10,1989,4,10,1.15596,-0.49168,4,1.25618
1989-04-11,1989,4,11,1.23458,-0.26794001,4,1.26332
1989-04-12,1989,4,12,1.22153,-0.12846,4,1.2282701
1989-04-13,1989,4,13,0.88428098,0.28795901,5,0.929986
1989-04-14,1989,4,14,0.85683501,0.62208402,5,1.05885
1989-04-15,1989,4,15,0.931234,0.66303003,5,1.14316
1989-04-16,1989,4,16,1.16913,0.66987097,5,1.34744
1989-04-17,1989,4,17,1.14547,0.54888701,5,1.27019
1989-04-18,1989,4,18,1.082,0.829539,5,1.3634
1989-04-19,1989,4,19,0.84973198,1.12204,6,1.40749
1989-04-20,1989,4,20,1.05152,1.2086101,6,1.60201
1989-04-21,1989,4,21,1.05128,1.59762,6,1.91248
1989-04-22,1989,4,22,0.98168498,1.91443,6,2.1514499
1989-04-23,1989,4,23,0.60680801,1.933,6,2.02601
1989-04-24,1989,4,24,0.33726501,2.03071,6,2.0585301
1989-04-25,1989,4,25,0.28738201,1.9380701,6,1.95926
1989-04-26,1989,4,26,0.0817388967,1.95586,6,1.95757
1989-04-27,1989,4,27,-0.26925001,2.2048199,7,2.2212
1989-04-28,1989,4,28,-0.56875998,2.27685,7,2.3468201
1989-04-29,1989,4,29,-0.80204999,1.9323699,7,2.0922101
1989-04-30,1989,4,30,-0.93430001,1.4407099,7,1.7171299
