,year,month,day,RMM1,RMM2,phase,amplitude
1995-01-01,1995,1,1,0.384635,-1.35906,3,1.4124399
1995-01-02,1995,1,2,0.25528401,-1.29168,3,1.31666
1995-01-03,1995,1,3,0.30982399,-0.98063999,3,1.02842
1995-01-04,1995,1,4,0.0446966998,-0.88958001,3,0.89070302
1995-01-05,1995,1,5,-0.0111872004,-0.75224,2,0.75232202
1995-01-06,1995,1,6,-0.035035599,-1.12301,2,1.12356
1995-01-07,1995,1,7,0.0359909013,-1.16336,3,1.16392
1995-01-08,1995,1,8,0.33727801,-0.98698997,3,1.04302
1995-01-09,1995,1,9,0.50454998,-0.97224998,3,1.0953799
1995-01-10,1995,1,10,0.70869797,-1.0533201,3,1.26954
1995-01-11,1995,1,11,0.93699199,-0.97425002,3,1.35171
1995-01-12,1995,1,12,1.1776201,-0.83254999,4,1.4421999
1995-01-13,1995,1,13,1.3032,-0.87611002,4,1.57032
1995-01-14,1995,1,14,1.33685,-0.73969001,4,1.52784
1995-01-15,1995,1,15,1.39785,-0.69918001,4,1.56296
1995-01-16,1995,1,16,1.62342,-0.43081999,4,1.67961
1995-01-17,1995,1,17,1.56493,-0.44451001,4,1.62683
1995-01-18,1995,1,18,1.42714,-0.60117,4,1.5485899
1995-01-19,1995,1,19,1.46368,-0.55607998,4,1.56575
1995-01-20,1995,1,20,1.6664,-0.39746001,4,1.71315
1995-01-21,1995,1,21,1.84638,-0.28152001,4,1.86772
1995-01-22,1995,1,22,2.07828,-0.078041099,4,2.0797501
1995-01-23,1995,1,23,2.07147,0.291877,5,2.0919299
1995-01-24,1995,1,24,1.85578,0.44810301,5,1.90911
1995-01-25,1995,1,25,1.93576,0.78714699,5,2.08968
1995-01-26,1995,1,26,1.5793101,1.00604,5,1.87252
1995-01-27,1995,1,27,1.50498,0.97315598,5,1.79221
1995-01-28,1995,1,28,0.78968799,0.90010101,6,1.19741
1995-01-29,1995,1,29,0.25286999,0.79277402,6,0.83212602
1995-01-30,1995,1,30,0.110427,0.69119298,6,0.69995803
1995-01-31,1995,1,31,-0.34762001,0.32243699,8,0.47413701
1995-02-01,1995,2,1,-0.42054999,-0.0223820992,1,0.42114401
1995-02-02,1995,2,2,-0.48919001,-0.31205001,1,0.58024698
1995-02-03,1995,2,3,-0.3355,-0.2676,1,0.429149
1995-02-04,1995,2,4,-0.36171001,-0.34772,1,0.50174099
1995-02-05,1995,2,5,-0.1534,-0.30614001,2,0.342428
1995-02-06,1995,2,6,-0.14632,-0.40957999,2,0.43493199
1995-02-07,1995,2,7,0.0654748976,-0.47962999,3,0.48407999
1995-02-08,1995,2,8,0.122052,-0.68844998,3,0.699184
1995-02-09,1995,2,9,0.50627702,-0.80656999,3,0.95230103
1995-02-10,1995,2,10,0.84768099,-1.1153899,3,1.40095
1995-02-11,1995,2,11,0.907848,-1.15492,3,1.46902
1995-02-12,1995,2,12,1.05312,-0.85000998,4,1.3533601
1995-02-13,1995,2,13,1.3235101,-0.53222001,4,1.42651
1995-02-14,1995,2,14,1.59764,-0.17127,4,1.6068
1995-02-15,1995,2,15,1.4976,-0.0880360976,4,1.50019
1995-02-16,1995,2,16,1.3030699,0.0266102999,5,1.30334
1995-02-17,1995,2,17,1.12149,0.24158201,5,1.14721
1995-02-18,1995,2,18,1.13061,0.17806301,5,1.14454
1995-02-19,1995,2,19,0.89734399,-0.0491220988,4,0.89868701
1995-02-20,1995,2,20,0.53043598,-0.43347999,4,0.685031
1995-02-21,1995,2,21,0.320016,-0.54785001,3,0.63446802
1995-02-22,1995,2,22,0.191241,-0.67028999,3,0.697034
1995-02-23,1995,2,23,0.34762299,-0.65337002,3,0.74009001
1995-02-24,1995,2,24,0.73181498,-0.89320999,3,1.1547199
1995-02-25,1995,2,25,0.92689902,-1.21301,3,1.52661
1995-02-26,1995,2,26,1.27256,-1.01624,4,1.62854
1995-02-27,1995,2,27,1.65924,-1.0683399,4,1.97343
1995-02-28,1995,2,28,1.98251,-1.1509399,4,2.2923801
1995-03-01,1995,3,1,2.29017,-0.92593998,4,2.4702699
1995-03-02,1995,3,2,2.2535801,-0.19966,4,2.2623999
1995-03-03,1995,3,3,2.4539499,0.55697501,5,2.5163701
1995-03-04,1995,3,4,2.4726501,0.95777899,5,2.65167
1995-03-05,1995,3,5,2.07464,1.23466,5,2.4142301
1995-03-06,1995,3,6,1.6081001,1.65183,6,2.30532
1995-03-07,1995,3,7,1.32806,2.0808001,6,2.4684899
1995-03-08,1995,3,8,0.96929699,1.96334,6,2.18958
1995-03-09,1995,3,9,0.72119403,1.72302,6,1.86786
1995-03-10,1995,3,10,0.28426501,1.37786,6,1.40688
1995-03-11,1995,3,11,-0.15436999,1.23774,7,1.24733
1995-03-12,1995,3,12,-0.43261999,0.88284498,7,0.98314601
1995-03-13,1995,3,13,-0.72995001,0.32336399,8,0.79836601
1995-03-14,1995,3,14,-0.80808997,0.244027,8,0.84412903
1995-03-15,1995,3,15,-0.74747998,0.0357216001,8,0.74833101
1995-03-16,1995,3,16,-0.56024998,-0.0267235003,1,0.560884
1995-03-17,1995,3,17,-0.53912002,-0.13264,1,0.55519801
1995-03-18,1995,3,18,-0.95117003,-0.33311999,1,1.00781
1995-03-19,1995,3,19,-0.94796002,-0.21870001,1,0.97285497
1995-03-20,1995,3,20,-1.03238,-0.37018001,1,1.09674
1995-03-21,1995,3,21,-1.03587,-0.79816002,1,1.3077
1995-03-22,1995,3,22,-0.54816997,-0.92297,2,1.07348
1995-03-23,1995,3,23,-0.37566,-1.31124,2,1.3639899
1995-03-24,1995,3,24,-0.19606,-1.21587,2,1.23158
1995-03-25,1995,3,25,0.117776,-1.09478,3,1.1011
1995-03-26,1995,3,26,0.60179198,-1.22844,3,1.3679301
1995-03-27,1995,3,27,0.60826498,-1.12098,3,1.27537
1995-03-28,1995,3,28,0.75274497,-0.95837998,3,1.21865
1995-03-29,1995,3,29,1.0687,-0.89323997,4,1.39284
1995-03-30,1995,3,30,1.33395,-0.86009002,4,1.5872
1995-03-31,1995,3,31,1.1641901,-0.91205001,4,1.47891
1995-04-01,1995,4,1,1.00068,-0.83825999,4,1.30539
1995-04-02,1995,4,2,0.731076,-0.70038003,4,1.01243
1995-04-03,1995,4,3,0.52747899,-0.41694999,4,0.67237002
1995-04-04,1995,4,4,0.621898,-0.0478059985,4,0.62373298
1995-04-05,1995,4,5,0.51860702,0.171404,5,0.54619902
1995-04-06,1995,4,6,0.49116701,0.42107201,5,0.64695197
1995-04-07,1995,4,7,0.52225202,0.61578602,6,0.807428
1995-04-08,1995,4,8,0.495125,1.0077,6,1.1227601
1995-04-09,1995,4,9,0.223942,1.17115,6,1.1923701
1995-04-10,1995,4,10,-0.0645062029,1.23966,7,1.24134
1995-04-11,1995,4,11,-0.49750999,1.36034,7,1.44847
1995-04-12,1995,4,12,-0.70797998,1.50752,7,1.66549
1995-04-13,1995,4,13,-0.64248002,1.5147099,7,1.64533
1995-04-14,1995,4,14,-0.98553997,1.3786401,7,1.69468
1995-04-15,1995,4,15,-1.31249,1.1383801,8,1.73739
1995-04-16,1995,4,16,-1.4204,0.97700202,8,1.7239701
1995-04-17,1995,4,17,-1.3663,0.64205003,8,1.50963
1995-04-18,1995,4,18,-1.28353,0.378115,8,1.33807
1995-04-19,1995,4,19,-1.3264199,0.148434,8,1.3347
1995-04-20,1995,4,20,-1.20661,-0.23082,1,1.22849
1995-04-21,1995,4,21,-1.1680599,-0.34512001,1,1.21797
1995-04-22,1995,4,22,-1.05644,-0.21201,1,1.0775
1995-04-23,1995,4,23,-0.97873998,0.00374836009,8,0.97874898
1995-04-24,1995,4,24,-1.08678,0.0303518996,8,1.0872101
1995-04-25,1995,4,25,-1.46058,-0.11961,1,1.46547
1995-04-26,1995,4,26,-1.64236,-0.36087,1,1.68154
1995-04-27,1995,4,27,-1.77248,-0.41479,1,1.82037
1995-04-28,1995,4,28,-1.84322,-0.44064,1,1.89516
1995-04-29,1995,4,29,-1.8208899,-0.41209999,1,1.86694
1995-04-30,1995,4,30,-1.49953,-0.62967002,1,1.62637
1995-05-01,1995,5,1,-1.34244,-0.76498002,1,1.5451
1995-05-02,1995,5,2,-1.23613,-0.95538998,1,1.5623
1995-05-03,1995,5,3,-1.16901,-1.0553,1,1.57488
1995-05-04,1995,5,4,-0.88202,-1.12196,2,1.42715
1995-05-05,1995,5,5,-0.55593002,-1.41819,2,1.52326
1995-05-06,1995,5,6,-0.36057001,-1.70842,2,1.74605
1995-05-07,1995,5,7,-0.28082001,-1.9447401,2,1.96492
1995-05-08,1995,5,8,0.14664499,-1.90639,3,1.91202
1995-05-09,1995,5,9,0.75486898,-1.5923001,3,1.76217
1995-05-10,1995,5,10,1.4481699,-1.22244,4,1.8951401
1995-05-11,1995,5,11,1.50378,-0.67668003,4,1.64902
1995-05-12,1995,5,12,1.34811,-0.20107,4,1.3630199
1995-05-13,1995,5,13,1.2021101,0.27956501,5,1.23419
1995-05-14,1995,5,14,0.95727903,0.69567198,5,1.18336
1995-05-15,1995,5,15,0.71285701,0.88157898,6,1.1337301
1995-05-16,1995,5,16,0.423702,1.03106,6,1.11472
1995-05-17,1995,5,17,-0.0356805995,1.23517,7,1.23569
1995-05-18,1995,5,18,-0.53558999,1.21188,7,1.32495
1995-05-19,1995,5,19,-0.80291998,1.2229199,7,1.46295
1995-05-20,1995,5,20,-0.86246002,1.60184,7,1.81927
1995-05-21,1995,5,21,-1.1103899,1.56238,7,1.91677
1995-05-22,1995,5,22,-1.5762399,1.2860301,8,2.0343101
1995-05-23,1995,5,23,-1.66948,1.20511,8,2.059
1995-05-24,1995,5,24,-1.72552,1.14805,8,2.07254
1995-05-25,1995,5,25,-1.7797101,1.12166,8,2.1036899
1995-05-26,1995,5,26,-1.79735,0.97799301,8,2.0462
1995-05-27,1995,5,27,-1.63507,0.50792497,8,1.71215
