,year,month,day,RMM1,RMM2,phase,amplitude
1985-01-01,1985,1,1,0.36409,1.10305,6,1.16158
1985-01-02,1985,1,2,0.0514638983,0.84694701,6,0.84851003
1985-01-03,1985,1,3,-0.0889784992,0.49998501,7,0.50784099
1985-01-04,1985,1,4,-0.10154,0.48501301,7,0.49552801
1985-01-05,1985,1,5,-0.0800386965,0.58879101,7,0.59420598
1985-01-06,1985,1,6,-0.13934,0.72962499,7,0.74281198
1985-01-07,1985,1,7,-0.3152,0.80182898,7,0.86155897
1985-01-08,1985,1,8,-0.52740997,0.68060499,7,0.86103803
1985-01-09,1985,1,9,-0.75573999,0.93211401,7,1.19999
1985-01-10,1985,1,10,-0.93839997,1.16398,7,1.49514
1985-01-11,1985,1,11,-0.92984998,1.26284,7,1.56824
1985-01-12,1985,1,12,-1.48202,1.2751499,8,1.9551001
1985-01-13,1985,1,13,-1.55762,1.13582,8,1.92776
1985-01-14,1985,1,14,-1.70962,0.76148301,8,1.87154
1985-01-15,1985,1,15,-1.4422801,0.37882501,8,1.4912
1985-01-16,1985,1,16,-1.05143,0.0884296969,8,1.05514
1985-01-17,1985,1,17,-0.81619,0.124814,8,0.82568002
1985-01-18,1985,1,18,-0.95352,0.37970099,8,1.02634
1985-01-19,1985,1,19,-1.34895,0.72694802,8,1.53236
1985-01-20,1985,1,20,-1.57417,0.81661701,8,1.77338
1985-01-21,1985,1,21,-2.0689399,0.473185,8,2.12236
1985-01-22,1985,1,22,-2.4365499,0.14756501,8,2.44102
1985-01-23,1985,1,23,-2.2174101,-0.11185,1,2.2202201
1985-01-24,1985,1,24,-1.88673,-0.50735003,1,1.95376
1985-01-25,1985,1,25,-1.72382,-1.00449,1,1.9951299
1985-01-26,1985,1,26,-1.52877,-1.50834,1,2.1476099
1985-01-27,1985,1,27,-1.22632,-1.62561,2,2.0362899
1985-01-28,1985,1,28,-1.13537,-1.97252,2,2.2759399
1985-01-29,1985,1,29,-1.0921201,-1.89308,2,2.1855099
1985-01-30,1985,1,30,-1.06156,-1.9665101,2,2.23474
1985-01-31,1985,1,31,-0.97850001,-2.4240601,2,2.6141
1985-02-01,1985,2,1,-0.83362001,-2.68975,2,2.8159599
1985-02-02,1985,2,2,-0.51511002,-2.8468699,2,2.8931
1985-02-03,1985,2,3,-0.0316537991,-3.2051401,2,3.2052901
1985-02-04,1985,2,4,0.41659299,-3.23001,3,3.2567699
1985-02-05,1985,2,5,0.68876898,-3.2132101,3,3.2862
1985-02-06,1985,2,6,0.95110297,-2.9811399,3,3.12919
1985-02-07,1985,2,7,1.2101099,-2.8878701,3,3.13116
1985-02-08,1985,2,8,1.5565,-2.85987,3,3.256
1985-02-09,1985,2,9,2.1935301,-2.8884301,3,3.62693
1985-02-10,1985,2,10,2.4091301,-2.72962,3,3.6407101
1985-02-11,1985,2,11,2.51404,-2.67816,3,3.67327
1985-02-12,1985,2,12,2.7758901,-2.57446,4,3.7859399
