,Year,Month,Day,PC1,PC2,Amp,phase
1990,4,8,0,1.89407,0.5254,1.96559,3
1990,4,9,0,1.75669,0.75818,1.91332,3
1990,4,10,0,1.55623,0.94294,1.81961,3
1990,4,11,0,1.30238,1.07882,1.69117,3
1990,4,12,0,1.00478,1.1685,1.54109,4
1990,4,13,0,0.6735,1.21585,1.38992,4
1990,4,14,0,0.31944,1.22469,1.26567,4
1990,4,15,0,-0.0456,1.19826,1.19913,5
1990,4,16,0,-0.40917,1.13909,1.21035,5
1990,4,17,0,-0.75857,1.04906,1.29458,5
1990,4,18,0,-1.08144,0.92963,1.42609,6
1990,4,19,0,-1.36638,0.78216,1.57441,6
1990,4,20,0,-1.6034,0.60821,1.71488,6
1990,4,21,0,-1.78443,0.4099,1.8309,6
1990,4,22,0,-1.90365,0.19032,1.91314,6
1990,4,23,0,-1.95769,-0.0462,1.95823,7
1990,4,24,0,-1.94567,-0.29389,1.96774,7
1990,4,25,0,-1.86922,-0.54537,1.94716,7
1990,4,26,0,-1.73238,-0.79178,1.90474,7
1990,4,27,0,-1.54147,-1.02304,1.85007,7
1990,4,28,0,-1.30511,-1.22838,1.79226,7
1990,4,29,0,-1.03408,-1.39719,1.73824,8
1990,4,30,0,-0.72892,-1.52262,1.6881,8
1990,5,1,0,-0.42498,-1.59158,1.64734,8
1990,5,2,0,-0.12833,-1.60229,1.60742,8
1990,5,3,0,0.14609,-1.55517,1.56201,1
1990,5,4,0,0.38591,-1.45464,1.50496,1
1990,5,5,0,0.58258,-1.30799,1.43186,1
1990,5,6,0,0.73177,-1.12398,1.3412,1
1990,5,7,0,0.83291,-0.91176,1.23493,1
1990,5,8,0,0.88834,-0.68023,1.11887,2
1990,5,9,0,0.90221,-0.43789,1.00286,2
1990,5,10,0,0.87959,-0.19285,0.90049,2
1990,5,11,0,0.82578,0.04698,0.82711,3
1990,5,12,0,0.7459,0.27378,0.79456,3
1990,5,13,0,0.64501,0.47982,0.80391,3
1990,5,14,0,0.52851,0.65767,0.84371,4
1990,5,15,0,0.40292,0.80066,0.89632,4
1990,5,16,0,0.27641,0.90378,0.94511,4
1990,5,17,0,0.15865,0.96464,0.9776,4
1990,5,18,0,0.05952,0.98391,0.98571,4
1990,5,19,0,-0.01278,0.96511,0.96519,5
1990,5,20,0,-0.05324,0.91342,0.91497,5
1990,5,21,0,-0.06054,0.83468,0.83687,5
1990,5,22,0,-0.03658,0.73464,0.73555,5
1990,5,23,0,0.01448,0.61885,0.61902,4
1990,5,24,0,0.0872,0.49286,0.50051,4
1990,5,25,0,0.17567,0.36252,0.40284,4
1990,5,26,0,0.27415,0.23417,0.36054,3
1990,5,27,0,0.37734,0.1147,0.39439,3
1990,5,28,0,0.48055,0.01142,0.48069,3
1990,5,29,0,0.57947,-0.06831,0.58348,2
1990,5,30,0,0.66979,-0.11774,0.68006,2
1990,5,31,0,0.74663,-0.13175,0.75817,2
1990,6,1,0,0.80407,-0.10828,0.81133,2
1990,6,2,0,0.83543,-0.04972,0.83691,2
1990,6,3,0,0.83461,0.03668,0.83541,3
1990,6,4,0,0.79817,0.14049,0.81044,3
1990,6,5,0,0.72662,0.25128,0.76884,3
1990,6,6,0,0.62396,0.36124,0.72099,3
1990,6,7,0,0.49621,0.46582,0.68059,3
1990,6,8,0,0.34996,0.5627,0.66265,4
1990,6,9,0,0.19158,0.65047,0.6781,4
1990,6,10,0,0.02681,0.72761,0.7281,4
1990,6,11,0,-0.1393,0.79198,0.80414,5
1990,6,12,0,-0.30239,0.84077,0.89349,5
1990,6,13,0,-0.45867,0.87064,0.98407,5
1990,6,14,0,-0.60483,0.87819,1.06632,5
1990,6,15,0,-0.73799,0.86032,1.13348,5
1990,6,16,0,-0.8556,0.81478,1.18149,6
1990,6,17,0,-0.95548,0.74045,1.20881,6
1990,6,18,0,-1.03587,0.63766,1.2164,6
1990,6,19,0,-1.09552,0.50818,1.20764,6
1990,6,20,0,-1.13367,0.35519,1.18801,6
1990,6,21,0,-1.15014,0.18299,1.1646,6
1990,6,22,0,-1.1451,-0.0033,1.14511,7
1990,6,23,0,-1.11896,-0.19801,1.13634,7
1990,6,24,0,-1.07205,-0.39517,1.14257,7
1990,6,25,0,-1.00452,-0.58862,1.16427,7
1990,6,26,0,-0.91626,-0.77194,1.19809,7
1990,6,27,0,-0.80735,-0.9383,1.23783,8
1990,6,28,0,-0.67881,-1.0805,1.27603,8
1990,6,29,0,-0.53371,-1.1912,1.3053,8
1990,6,30,0,-0.37801,-1.26391,1.31922,8
1990,7,1,0,-0.22028,-1.2943,1.31291,8
1990,7,2,0,-0.06996,-1.28133,1.28324,8
1990,7,3,0,0.06494,-1.22732,1.22903,1
1990,7,4,0,0.17957,-1.13705,1.15114,1
1990,7,5,0,0.27245,-1.01662,1.0525,1
1990,7,6,0,0.34467,-0.87257,0.93818,1
1990,7,7,0,0.39872,-0.71153,0.81563,1
1990,7,8,0,0.43746,-0.5401,0.69504,1
1990,7,9,0,0.46341,-0.36484,0.58979,2
1990,7,10,0,0.47832,-0.19219,0.51548,2
1990,7,11,0,0.48305,-0.02838,0.48388,2
1990,7,12,0,0.47766,0.12069,0.49267,3
1990,7,13,0,0.46167,0.2496,0.52482,3
1990,7,14,0,0.43443,0.35353,0.5601,3
1990,7,15,0,0.39567,0.4284,0.58316,4
1990,7,16,0,0.34596,0.47096,0.58437,4
1990,7,17,0,0.28727,0.47898,0.55852,4
1990,7,18,0,0.22328,0.45147,0.50366,4
1990,7,19,0,0.15957,0.38897,0.42043,4
1990,7,20,0,0.10342,0.29393,0.31159,4
1990,7,21,0,0.06327,0.17108,0.1824,4
1990,7,22,0,0.04771,0.02768,0.05516,3
1990,7,23,0,0.06413,-0.12646,0.14179,1
1990,7,24,0,0.1174,-0.27956,0.30321,1
1990,7,25,0,0.20879,-0.41876,0.46793,1
1990,7,26,0,0.33557,-0.53141,0.62849,1
1990,7,27,0,0.49112,-0.60627,0.78024,1
1990,7,28,0,0.6656,-0.6346,0.91964,2
1990,7,29,0,0.84678,-0.61093,1.04415,2
1990,7,30,0,1.02112,-0.53357,1.15212,2
1990,7,31,0,1.1749,-0.40489,1.24271,2
1990,8,1,0,1.2956,-0.23086,1.31601,2
1990,8,2,0,1.37272,-0.02075,1.37287,2
1990,8,3,0,1.39867,0.21391,1.41493,3
1990,8,4,0,1.36926,0.46047,1.44461,3
1990,8,5,0,1.28364,0.70611,1.46504,3
1990,8,6,0,1.14408,0.93862,1.47984,3
1990,8,7,0,0.95556,1.14687,1.49278,4
1990,8,8,0,0.72536,1.32113,1.50716,4
1990,8,9,0,0.46264,1.45331,1.52517,4
1990,8,10,0,0.178,1.53703,1.5473,4
1990,8,11,0,-0.11697,1.56776,1.57212,5
1990,8,12,0,-0.41018,1.54287,1.59646,5
1990,8,13,0,-0.68943,1.46174,1.61617,5
1990,8,14,0,-0.94286,1.32586,1.62693,5
1990,8,15,0,-1.15928,1.13906,1.62524,6
1990,8,16,0,-1.32858,0.90787,1.60914,6
1990,8,17,0,-1.44231,0.6418,1.57866,6
1990,8,18,0,-1.4946,0.3536,1.53586,6
1990,8,19,0,-1.48331,0.05892,1.48448,6
1990,8,20,0,-1.41134,-0.22487,1.42914,7
1990,8,21,0,-1.28734,-0.48071,1.37416,7
1990,8,22,0,-1.12519,-0.69442,1.32223,7
1990,8,23,0,-0.94215,-0.85666,1.27338,7
1990,8,24,0,-0.75619,-0.96357,1.22486,8
1990,8,25,0,-0.58355,-1.0162,1.17183,8
1990,8,26,0,-0.43711,-1.01917,1.10895,8
1990,8,27,0,-0.32561,-0.97938,1.03209,8
1990,8,28,0,-0.25357,-0.90498,0.93984,8
1990,8,29,0,-0.22163,-0.80485,0.8348,8
1990,8,30,0,-0.22702,-0.6882,0.72468,8
1990,8,31,0,-0.26413,-0.56447,0.62321,8
1990,9,1,0,-0.32511,-0.44303,0.54952,8
1990,9,2,0,-0.4004,-0.33284,0.52067,7
1990,9,3,0,-0.47927,-0.24196,0.53688,7
1990,9,4,0,-0.55036,-0.17674,0.57804,7
1990,9,5,0,-0.60228,-0.14116,0.6186,7
1990,9,6,0,-0.62439,-0.13603,0.63903,7
1990,9,7,0,-0.60769,-0.1587,0.62807,7
1990,9,8,0,-0.54594,-0.20314,0.58251,7
1990,9,9,0,-0.43663,-0.26072,0.50855,7
1990,9,10,0,-0.28164,-0.32131,0.42727,8
1990,9,11,0,-0.08741,-0.37467,0.38473,8
1990,9,12,0,0.13549,-0.41162,0.43334,1
1990,9,13,0,0.37328,-0.42482,0.56552,1
1990,9,14,0,0.61012,-0.40931,0.73469,2
1990,9,15,0,0.82947,-0.36262,0.90527,2
1990,9,16,0,1.01535,-0.28488,1.05456,2
1990,9,17,0,1.15354,-0.17874,1.1673,2
1990,9,18,0,1.23259,-0.04926,1.23357,2
1990,9,19,0,1.24474,0.0964,1.24847,3
1990,9,20,0,1.18651,0.2495,1.21246,3
1990,9,21,0,1.05908,0.40054,1.13229,3
1990,9,22,0,0.86819,0.54027,1.02257,3
1990,9,23,0,0.62372,0.66058,0.90851,4
1990,9,24,0,0.33884,0.75519,0.82772,4
1990,9,25,0,0.02898,0.81998,0.82049,4
1990,9,26,0,-0.28934,0.8528,0.90055,5
1990,9,27,0,-0.59959,0.85315,1.04278,5
1990,9,28,0,-0.88622,0.82169,1.20854,6
1990,9,29,0,-1.13547,0.75978,1.36622,6
1990,9,30,0,-1.33603,0.66914,1.49423,6
1990,10,1,0,-1.47942,0.55169,1.57894,6
1990,10,2,0,-1.56011,0.40942,1.61294,6
1990,10,3,0,-1.57532,0.2445,1.59418,6
1990,10,4,0,-1.52438,0.05959,1.52554,6
1990,10,5,0,-1.40766,-0.14147,1.41475,7
1990,10,6,0,-1.22521,-0.35221,1.27483,7
1990,10,7,0,-0.97571,-0.56054,1.12527,7
1990,10,8,0,-0.65847,-0.7444,0.99384,8
1990,10,9,0,-0.28228,-0.87096,0.91556,8
1990,10,10,0,0.12322,-0.91152,0.91981,1
1990,10,11,0,0.51592,-0.86678,1.00871,1
1990,10,12,0,0.86749,-0.76598,1.15727,2
1990,10,13,0,1.17113,-0.64181,1.33547,2
1990,10,14,0,1.43084,-0.51623,1.52112,2
1990,10,15,0,1.65255,-0.40086,1.70047,2
1990,10,16,0,1.84121,-0.30095,1.86564,2
1990,10,17,0,2.00049,-0.21821,2.01236,2
1990,10,18,0,2.13301,-0.15244,2.13845,2
1990,10,19,0,2.24041,-0.10233,2.24275,2
1990,10,20,0,2.32344,-0.06584,2.32437,2
1990,10,21,0,2.38395,0.10106,2.38609,3
1990,10,22,0,2.40655,0.27165,2.42183,3
1990,10,23,0,2.38871,0.44295,2.42943,3
1990,10,24,0,2.32747,0.61172,2.40652,3
1990,10,25,0,2.21982,0.77441,2.35102,3
1990,10,26,0,2.06316,0.9271,2.26189,3
1990,10,27,0,1.85592,1.06555,2.14006,3
1990,10,28,0,1.59815,1.18531,1.98973,3
1990,10,29,0,1.29202,1.28181,1.81999,3
1990,10,30,0,0.94228,1.35069,1.6469,4
1990,10,31,0,0.55645,1.38801,1.49539,4
1990,11,1,0,0.14477,1.39055,1.39806,4
1990,11,2,0,-0.28003,1.35615,1.38476,5
1990,11,3,0,-0.70331,1.28395,1.46396,5
1990,11,4,0,-1.10927,1.17463,1.61563,5
1990,11,5,0,-1.48186,1.0305,1.80495,6
1990,11,6,0,-1.80581,0.85556,1.99823,6
1990,11,7,0,-2.0677,0.65541,2.16909,6
1990,11,8,0,-2.25688,0.43704,2.29881,6
1990,11,9,0,-2.36626,0.20852,2.37543,6
1990,11,10,0,-2.3929,-0.02141,2.393,7
1990,11,11,0,-2.35587,-0.07475,2.35706,7
1990,11,12,0,-2.26221,-0.13268,2.2661,7
1990,11,13,0,-2.11861,-0.20105,2.12813,7
1990,11,14,0,-1.93375,-0.28354,1.95443,7
1990,11,15,0,-1.7168,-0.38142,1.75866,7
1990,11,16,0,-1.4754,-0.49367,1.5558,7
1990,11,17,0,-1.21279,-0.6172,1.3608,7
1990,11,18,0,-0.92335,-0.7455,1.18674,7
1990,11,19,0,-0.59037,-0.85915,1.04244,8
1990,11,20,0,-0.21595,-0.90469,0.9301,8
1990,11,21,0,0.11261,-0.83704,0.84458,1
1990,11,22,0,0.31821,-0.70737,0.77565,1
1990,11,23,0,0.4196,-0.57566,0.71236,1
1990,11,24,0,0.45327,-0.46129,0.64672,1
1990,11,25,0,0.44329,-0.3665,0.57518,2
1990,11,26,0,0.40539,-0.2896,0.49821,2
1990,11,27,0,0.35135,-0.22852,0.41913,2
1990,11,28,0,0.29076,-0.18149,0.34275,2
1990,11,29,0,0.23148,-0.14706,0.27424,2
1990,11,30,0,0.17966,-0.12384,0.21821,2
1990,12,1,0,0.13964,-0.11025,0.17792,2
1990,12,2,0,0.11395,-0.10431,0.15448,2
1990,12,3,0,0.10345,-0.10341,0.14628,2
1990,12,4,0,0.10759,-0.10431,0.14985,2
1990,12,5,0,0.12464,-0.10312,0.16177,2
1990,12,6,0,0.15193,-0.09553,0.17947,2
1990,12,7,0,0.18601,-0.07707,0.20135,2
1990,12,8,0,0.22262,-0.04355,0.22684,2
1990,12,9,0,0.25656,0.0084,0.2567,3
1990,12,10,0,0.28161,0.08052,0.2929,3
1990,12,11,0,0.29062,0.17205,0.33773,3
1990,12,12,0,0.2763,0.27875,0.39248,4
1990,12,13,0,0.2328,0.39247,0.45632,4
1990,12,14,0,0.1578,0.50187,0.5261,4
1990,12,15,0,0.05389,0.5944,0.59684,4
1990,12,16,0,-0.07174,0.65887,0.66277,5
1990,12,17,0,-0.20919,0.68719,0.71832,5
1990,12,18,0,-0.34805,0.67483,0.7593,5
1990,12,19,0,-0.47901,0.6205,0.78388,5
1990,12,20,0,-0.59465,0.52564,0.79367,6
1990,12,21,0,-0.68976,0.39397,0.79434,6
1990,12,22,0,-0.76128,0.23117,0.7956,6
1990,12,23,0,-0.80809,0.04453,0.80931,6
1990,12,24,0,-0.83061,-0.15746,0.8454,7
1990,12,25,0,-0.83029,-0.36551,0.90718,7
1990,12,26,0,-0.80907,-0.56994,0.98966,7
1990,12,27,0,-0.76886,-0.76125,1.08196,7
1990,12,28,0,-0.71124,-0.93048,1.17118,8
1990,12,29,0,-0.63733,-1.06979,1.24525,8
1990,12,30,0,-0.54784,-1.1729,1.29453,8
1990,12,31,0,-0.47401,-1.22298,1.31163,8
1991,1,1,0,-0.35295,-1.24886,1.29778,8
1991,1,2,0,-0.22509,-1.22853,1.24898,8
1991,1,3,0,-0.08255,-1.17052,1.17343,8
1991,1,4,0,0.0728,-1.07948,1.08193,1
1991,1,5,0,0.23806,-0.96184,0.99086,1
1991,1,6,0,0.40973,-0.82561,0.92169,1
1991,1,7,0,0.58433,-0.68002,0.89658,1
1991,1,8,0,0.75871,-0.53479,0.92824,2
1991,1,9,0,0.92991,-0.39927,1.012,2
1991,1,10,0,1.09465,-0.28128,1.13021,2
1991,1,11,0,1.24868,-0.18627,1.2625,2
1991,1,12,0,1.38655,-0.11668,1.39145,2
1991,1,13,0,1.50175,-0.07172,1.50346,2
1991,1,14,0,1.58739,-0.04759,1.5881,2
1991,1,15,0,1.63705,-0.03804,1.63749,2
1991,1,16,0,1.64565,-0.0352,1.64603,2
1991,1,17,0,1.61023,-0.03056,1.61052,2
1991,1,18,0,1.53043,-0.01604,1.53051,2
1991,1,19,0,1.4087,0.01512,1.40878,3
1991,1,20,0,1.25031,0.0677,1.25214,3
1991,1,21,0,1.06307,0.14409,1.07279,3
1991,1,22,0,0.85688,0.24411,0.89098,3
1991,1,23,0,0.64314,0.36508,0.73953,3
1991,1,24,0,0.43386,0.5019,0.66343,4
1991,1,25,0,0.24078,0.64737,0.6907,4
1991,1,26,0,0.07425,0.79252,0.79599,4
1991,1,27,0,-0.05774,0.92728,0.92908,5
1991,1,28,0,-0.15038,1.04134,1.05214,5
1991,1,29,0,-0.20249,1.12528,1.14336,5
1991,1,30,0,-0.21655,1.17187,1.19171,5
1991,1,31,0,-0.19814,1.1773,1.19385,5
1991,2,1,0,-0.15487,1.14227,1.15272,5
1991,2,2,0,-0.09465,1.0727,1.07687,5
1991,2,3,0,-0.02367,0.97952,0.9798,5
1991,2,4,0,0.05522,0.8772,0.87894,4
1991,2,5,0,0.14168,0.78003,0.7928,4
1991,2,6,0,0.23346,0.69731,0.73536,4
1991,2,7,0,0.32233,0.6314,0.70891,4
1991,2,8,0,0.39537,0.58069,0.70251,4
1991,2,9,0,0.43957,0.54392,0.69934,4
1991,2,10,0,0.44558,0.52197,0.68629,4
1991,2,11,0,0.40902,0.51734,0.65949,4
1991,2,12,0,0.33044,0.53262,0.6268,4
1991,2,13,0,0.21437,0.56904,0.60808,4
1991,2,14,0,0.06808,0.62522,0.62892,4
1991,2,15,0,-0.09997,0.69668,0.70382,5
1991,2,16,0,-0.28151,0.77566,0.82517,5
1991,2,17,0,-0.46971,0.85145,0.97242,5
1991,2,18,0,-0.66013,0.91081,1.12487,5
1991,2,19,0,-0.85104,0.93821,1.26669,5
1991,2,20,0,-1.04305,0.91518,1.38763,6
1991,2,21,0,-1.23659,0.81837,1.48286,6
1991,2,22,0,-1.42423,0.61838,1.55269,6
1991,2,23,0,-1.5747,0.29337,1.60179,6
1991,2,24,0,-1.63335,-0.12223,1.63792,7
1991,2,25,0,-1.58386,-0.52845,1.66969,7
1991,2,26,0,-1.47088,-0.86019,1.70395,7
1991,2,27,0,-1.33897,-1.11645,1.74336,7
1991,2,28,0,-1.21006,-1.31271,1.78535,8
1991,3,1,0,-1.14459,-1.41479,1.81982,8
1991,3,2,0,-1.05847,-1.5082,1.84256,8
1991,3,3,0,-0.9813,-1.55776,1.84107,8
1991,3,4,0,-0.9101,-1.5614,1.80727,8
1991,3,5,0,-0.8404,-1.51924,1.73619,8
1991,3,6,0,-0.76713,-1.43444,1.62669,8
1991,3,7,0,-0.6856,-1.31341,1.48158,8
1991,3,8,0,-0.59231,-1.16551,1.30738,8
1991,3,9,0,-0.48567,-1.00225,1.11372,8
1991,3,10,0,-0.36623,-0.83597,0.91267,8
1991,3,11,0,-0.2366,-0.67818,0.71826,8
1991,3,12,0,-0.10072,-0.53753,0.54689,8
1991,3,13,0,0.03688,-0.41715,0.41878,1
1991,3,14,0,0.17105,-0.31219,0.35598,1
1991,3,15,0,0.29324,-0.2144,0.36326,2
1991,3,16,0,0.39544,-0.13166,0.41678,2
1991,3,17,0,0.48447,-0.08709,0.49223,2
1991,3,18,0,0.57238,-0.09136,0.57963,2
1991,3,19,0,0.66178,-0.14115,0.67667,2
1991,3,20,0,0.74785,-0.22791,0.7818,2
1991,3,21,0,0.82342,-0.34088,0.89119,2
1991,3,22,0,0.88199,-0.46783,0.99838,2
1991,3,23,0,0.91913,-0.59571,1.09529,2
1991,3,24,0,0.93313,-0.7115,1.17344,2
1991,3,25,0,0.92511,-0.80318,1.22512,2
1991,3,26,0,0.89865,-0.86076,1.24438,2
1991,3,27,0,0.8592,-0.877,1.22775,1
1991,3,28,0,0.81317,-0.84802,1.1749,1
1991,3,29,0,0.76698,-0.77339,1.08921,1
1991,3,30,0,0.72607,-0.65599,0.97851,2
1991,3,31,0,0.69396,-0.5015,0.8562,2
1991,4,1,0,0.672,-0.31703,0.74303,2
1991,4,2,0,0.65764,-0.11212,0.66713,2
1991,4,3,0,0.64633,0.1035,0.65457,3
1991,4,4,0,0.63239,0.31967,0.7086,3
1991,4,5,0,0.61165,0.52579,0.80658,3
1991,4,6,0,0.58451,0.71144,0.92076,4
1991,4,7,0,0.55709,0.868,1.03139,4
1991,4,8,0,0.53866,0.99051,1.1275,4
1991,4,9,0,0.53702,1.07814,1.20448,4
1991,4,10,0,0.55529,1.1332,1.26194,4
1991,4,11,0,0.59147,1.15984,1.30195,4
1991,4,12,0,0.63957,1.16313,1.32737,4
1991,4,13,0,0.69122,1.14865,1.34059,4
1991,4,14,0,0.73715,1.12215,1.34262,4
1991,4,15,0,0.76837,1.08925,1.33299,4
1991,4,16,0,0.77701,1.05525,1.31046,4
1991,4,17,0,0.75702,1.02486,1.27413,4
1991,4,18,0,0.70449,1.00202,1.22489,4
1991,4,19,0,0.61779,0.98974,1.16673,4
1991,4,20,0,0.49744,0.98983,1.10779,4
1991,4,21,0,0.34591,1.00261,1.06061,4
1991,4,22,0,0.16724,1.0267,1.04023,4
1991,4,23,0,-0.03328,1.05872,1.05924,5
1991,4,24,0,-0.24943,1.09332,1.12142,5
1991,4,25,0,-0.47429,1.1234,1.21942,5
1991,4,26,0,-0.70038,1.14061,1.33848,5
1991,4,27,0,-0.91973,1.13628,1.46186,5
1991,4,28,0,-1.12404,1.10253,1.5745,6
1991,4,29,0,-1.30496,1.03349,1.66464,6
1991,4,30,0,-1.46034,0.91724,1.72451,6
1991,5,1,0,-1.57319,0.76919,1.75116,6
1991,5,2,0,-1.64327,0.58727,1.74505,6
1991,5,3,0,-1.66926,0.37873,1.71169,6
1991,5,4,0,-1.65375,0.15183,1.6607,6
1991,5,5,0,-1.60269,-0.08562,1.60498,7
1991,5,6,0,-1.52423,-0.32705,1.55892,7
1991,5,7,0,-1.42704,-0.56715,1.53561,7
1991,5,8,0,-1.31881,-0.80151,1.54327,7
1991,5,9,0,-1.2051,-1.02609,1.58275,7
1991,5,10,0,-1.08861,-1.2368,1.64765,8
1991,5,11,0,-0.96909,-1.42934,1.72689,8
1991,5,12,0,-0.84366,-1.59905,1.80796,8
1991,5,13,0,-0.70783,-1.74093,1.87933,8
1991,5,14,0,-0.5569,-1.84971,1.93173,8
1991,5,15,0,-0.38756,-1.9201,1.95882,8
1991,5,16,0,-0.19917,-1.94735,1.9575,8
1991,5,17,0,0.00612,-1.92833,1.92834,1
1991,5,18,0,0.22458,-1.86256,1.87605,1
1991,5,19,0,0.45265,-1.75256,1.81007,1
1991,5,20,0,0.68815,-1.60343,1.74486,1
1991,5,21,0,0.92992,-1.42187,1.69895,1
1991,5,22,0,1.17657,-1.21511,1.6914,1
1991,5,23,0,1.42492,-0.99017,1.73518,2
1991,5,24,0,1.66887,-0.75318,1.83096,2
1991,5,25,0,1.89898,-0.50896,1.96601,2
1991,5,26,0,2.10273,-0.26079,2.11884,2
1991,5,27,0,2.26525,-0.01048,2.26527,2
1991,5,28,0,2.3704,0.24117,2.38264,3
1991,5,29,0,2.40211,0.49314,2.45221,3
1991,5,30,0,2.34586,0.74235,2.46051,3
1991,5,31,0,2.19068,0.98119,2.40038,3
1991,6,1,0,1.93195,1.19555,2.27195,3
1991,6,2,0,1.57469,1.36527,2.08413,3
1991,6,3,0,1.13553,1.46917,1.85685,4
1991,6,4,0,0.64065,1.49337,1.62499,4
1991,6,5,0,0.11966,1.43729,1.44226,4
1991,6,6,0,-0.4006,1.31312,1.37286,5
1991,6,7,0,-0.89853,1.14011,1.45162,5
1991,6,8,0,-1.35703,0.9385,1.64994,6
1991,6,9,0,-1.76186,0.72569,1.90546,6
1991,6,10,0,-2.10072,0.51471,2.16286,6
1991,6,11,0,-2.3632,0.31412,2.38399,6
1991,6,12,0,-2.5414,0.12865,2.54465,6
1991,6,13,0,-2.63049,-0.03979,2.63079,7
1991,6,14,0,-2.62936,-0.19112,2.63629,7
1991,6,15,0,-2.54073,-0.32602,2.56156,7
1991,6,16,0,-2.37112,-0.44507,2.41253,7
1991,6,17,0,-2.13039,-0.54816,2.19979,7
1991,6,18,0,-1.83112,-0.63413,1.93781,7
1991,6,19,0,-1.48783,-0.70075,1.64459,7
1991,6,20,0,-1.11615,-0.74497,1.34193,7
1991,6,21,0,-0.732,-0.76331,1.05757,8
1991,6,22,0,-0.35077,-0.75243,0.83017,8
1991,6,23,0,0.01329,-0.70959,0.70971,1
1991,6,24,0,0.34765,-0.63317,0.72233,1
1991,6,25,0,0.64177,-0.52302,0.8279,2
1991,6,26,0,0.8873,-0.38084,0.96558,2
1991,6,27,0,1.07806,-0.21061,1.09844,2
1991,6,28,0,1.21026,-0.01903,1.21041,2
1991,6,29,0,1.28292,0.18417,1.29607,3
1991,6,30,0,1.2987,0.38667,1.35504,3
1991,7,1,0,1.26438,0.57513,1.38904,3
1991,7,2,0,1.19032,0.73769,1.40037,3
1991,7,3,0,1.08848,0.86612,1.39103,3
1991,7,4,0,0.97011,0.95649,1.36235,3
1991,7,5,0,0.84407,1.0084,1.31504,4
1991,7,6,0,0.71629,1.02377,1.24947,4
1991,7,7,0,0.59011,1.00577,1.1661,4
1991,7,8,0,0.46697,0.95825,1.06597,4
1991,7,9,0,0.34712,0.88558,0.95117,4
1991,7,10,0,0.23027,0.79251,0.82528,4
1991,7,11,0,0.11612,0.68413,0.69391,4
1991,7,12,0,0.00476,0.56562,0.56564,4
1991,7,13,0,-0.10302,0.44205,0.45389,5
1991,7,14,0,-0.2055,0.31799,0.37861,5
1991,7,15,0,-0.30007,0.19728,0.35911,6
1991,7,16,0,-0.38322,0.08282,0.39206,6
1991,7,17,0,-0.45084,-0.02345,0.45145,7
1991,7,18,0,-0.4986,-0.12042,0.51293,7
1991,7,19,0,-0.52235,-0.20752,0.56206,7
1991,7,20,0,-0.51872,-0.28436,0.59155,7
1991,7,21,0,-0.48559,-0.35036,0.59879,7
1991,7,22,0,-0.42253,-0.40464,0.58503,7
1991,7,23,0,-0.33105,-0.44607,0.5555,8
1991,7,24,0,-0.21464,-0.47364,0.52,8
1991,7,25,0,-0.07844,-0.48687,0.49315,8
1991,7,26,0,0.0711,-0.48616,0.49133,1
1991,7,27,0,0.22675,-0.47281,0.52437,1
1991,7,28,0,0.38085,-0.44891,0.5887,1
1991,7,29,0,0.52565,-0.41709,0.67103,2
1991,7,30,0,0.65353,-0.38033,0.75615,2
1991,7,31,0,0.75715,-0.34211,0.83085,2
1991,8,1,0,0.83015,-0.30508,0.88444,2
1991,8,2,0,0.86704,-0.27177,0.90863,2
1991,8,3,0,0.86375,-0.24386,0.89752,2
1991,8,4,0,0.81807,-0.2219,0.84763,2
1991,8,5,0,0.73001,-0.20515,0.75829,2
1991,8,6,0,0.60212,-0.19176,0.63191,2
1991,8,7,0,0.43964,-0.1791,0.47472,2
1991,8,8,0,0.25043,-0.16432,0.29952,2
1991,8,9,0,0.04463,-0.14485,0.15157,1
1991,8,10,0,-0.16597,-0.11891,0.20417,7
1991,8,11,0,-0.36876,-0.08582,0.37861,7
1991,8,12,0,-0.55123,-0.04611,0.55315,7
1991,8,13,0,-0.702,-0.00138,0.702,7
1991,8,14,0,-0.81168,0.046,0.81298,6
1991,8,15,0,-0.8736,0.09349,0.87859,6
1991,8,16,0,-0.88429,0.13897,0.89514,6
1991,8,17,0,-0.8437,0.18138,0.86298,6
1991,8,18,0,-0.7552,0.22101,0.78687,6
1991,8,19,0,-0.62523,0.25931,0.67688,6
1991,8,20,0,-0.46294,0.29816,0.55064,6
1991,8,21,0,-0.2794,0.33866,0.43903,5
1991,8,22,0,-0.08692,0.38018,0.38999,5
1991,8,23,0,0.10174,0.4201,0.43224,4
1991,8,24,0,0.27412,0.45446,0.53073,4
1991,8,25,0,0.41863,0.4791,0.63623,4
1991,8,26,0,0.52518,0.49086,0.71886,3
1991,8,27,0,0.58575,0.48823,0.76254,3
1991,8,28,0,0.59495,0.47147,0.75911,3
1991,8,29,0,0.55055,0.4422,0.70616,3
1991,8,30,0,0.45381,0.4028,0.60679,3
1991,8,31,0,0.30952,0.35558,0.47142,4
1991,9,1,0,0.1259,0.30226,0.32744,4
1991,9,2,0,-0.08582,0.24366,0.25833,5
1991,9,3,0,-0.31211,0.17972,0.36015,6
1991,9,4,0,-0.53798,0.11001,0.54911,6
1991,9,5,0,-0.74815,0.03439,0.74894,6
1991,9,6,0,-0.92824,-0.04624,0.92939,7
1991,9,7,0,-1.06607,-0.12939,1.0739,7
