,Year,Month,Day,PC1,PC2,Amp,phase
1980,1,1,0,0.06432,0.4646,0.46903,4
1980,1,2,0,0.09551,0.54102,0.54938,4
1980,1,3,0,0.12845,0.60566,0.61913,4
1980,1,4,0,0.16004,0.65876,0.67792,4
1980,1,5,0,0.1883,0.70065,0.72551,4
1980,1,6,0,0.21259,0.73187,0.76212,4
1980,1,7,0,0.23353,0.75321,0.78859,4
1980,1,8,0,0.25262,0.76585,0.80644,4
1980,1,9,0,0.27169,0.77139,0.81783,4
1980,1,10,0,0.29246,0.77169,0.82525,4
1980,1,11,0,0.31636,0.76871,0.83126,4
1980,1,12,0,0.34436,0.76411,0.83812,4
1980,1,13,0,0.377,0.75899,0.84747,4
1980,1,14,0,0.41436,0.75373,0.86012,4
1980,1,15,0,0.456,0.74785,0.87591,4
1980,1,16,0,0.50088,0.7401,0.89366,4
1980,1,17,0,0.54733,0.72855,0.91124,4
1980,1,18,0,0.59301,0.7109,0.92576,4
1980,1,19,0,0.63498,0.68469,0.93381,4
1980,1,20,0,0.66977,0.64764,0.93168,3
1980,1,21,0,0.6935,0.59791,0.91567,3
1980,1,22,0,0.70209,0.53449,0.88239,3
1980,1,23,0,0.6914,0.4574,0.82901,3
1980,1,24,0,0.6576,0.36794,0.75353,3
1980,1,25,0,0.59743,0.26876,0.6551,3
1980,1,26,0,0.50873,0.16374,0.53443,3
1980,1,27,0,0.3908,0.05768,0.39503,3
1980,1,28,0,0.24486,-0.04429,0.24884,2
1980,1,29,0,0.07431,-0.13749,0.15628,1
1980,1,30,0,-0.11521,-0.2186,0.2471,8
1980,1,31,0,-0.31598,-0.28674,0.42669,7
1980,2,1,0,-0.51857,-0.3443,0.62246,7
1980,2,2,0,-0.71248,-0.39708,0.81566,7
1980,2,3,0,-0.8871,-0.45265,0.99591,7
1980,2,4,0,-1.03346,-0.51539,1.15485,7
1980,2,5,0,-1.14711,-0.57972,1.28528,7
1980,2,6,0,-1.22973,-0.62895,1.38123,7
1980,2,7,0,-1.28568,-0.64448,1.43817,7
1980,2,8,0,-1.31618,-0.61611,1.45324,7
1980,2,9,0,-1.31742,-0.54426,1.42542,7
1980,2,10,0,-1.28313,-0.43711,1.35554,7
1980,2,11,0,-1.20772,-0.30734,1.24621,7
1980,2,12,0,-1.08847,-0.16991,1.10165,7
1980,2,13,0,-0.92644,-0.04038,0.92732,7
1980,2,14,0,-0.72672,0.06656,0.72976,6
1980,2,15,0,-0.4979,0.13844,0.51679,6
1980,2,16,0,-0.2512,0.16625,0.30124,6
1980,2,17,0,0.00085,0.14546,0.14547,4
1980,2,18,0,0.24614,0.07692,0.25788,3
1980,2,19,0,0.47492,-0.03243,0.47602,2
1980,2,20,0,0.68226,-0.1687,0.70281,2
1980,2,21,0,0.87073,-0.30974,0.92418,2
1980,2,22,0,1.05152,-0.42411,1.13382,2
1980,2,23,0,1.23712,-0.47842,1.32641,2
1980,2,24,0,1.42044,-0.47112,1.49653,2
1980,2,25,0,1.5739,-0.45592,1.6386,2
1980,2,26,0,1.67946,-0.48136,1.74709,2
1980,2,27,0,1.73163,-0.54952,1.81674,2
1980,2,28,0,1.72864,-0.63897,1.84295,2
1980,2,29,0,1.67152,-0.72511,1.82203,2
1980,3,1,0,1.56504,-0.78635,1.75149,2
1980,3,2,0,1.4158,-0.80824,1.63026,2
1980,3,3,0,1.23653,-0.77523,1.45945,2
1980,3,4,0,1.03995,-0.68072,1.24293,2
1980,3,5,0,0.83883,-0.52369,0.98888,2
1980,3,6,0,0.6445,-0.30849,0.71453,2
1980,3,7,0,0.46554,-0.04422,0.46764,2
1980,3,8,0,0.30651,0.25618,0.39947,3
1980,3,9,0,0.1668,0.57708,0.6007,4
1980,3,10,0,0.03956,0.90121,0.90208,4
1980,3,11,0,-0.08985,1.21025,1.21359,5
1980,3,12,0,-0.24611,1.48387,1.50414,5
1980,3,13,0,-0.46581,1.69489,1.75773,5
1980,3,14,0,-0.78862,1.79942,1.96464,5
1980,3,15,0,-1.20613,1.74307,2.11967,5
1980,3,16,0,-1.60654,1.53479,2.22183,6
1980,3,17,0,-1.8877,1.26834,2.27422,6
1980,3,18,0,-2.0513,1.00396,2.28381,6
1980,3,19,0,-2.13394,0.7469,2.26088,6
1980,3,20,0,-2.16349,0.4886,2.21798,6
1980,3,21,0,-2.15664,0.22407,2.16825,6
1980,3,22,0,-2.12261,-0.04623,2.12311,7
1980,3,23,0,-2.06553,-0.31785,2.08984,7
1980,3,24,0,-1.98575,-0.58415,2.06989,7
1980,3,25,0,-1.88086,-0.83776,2.059,7
1980,3,26,0,-1.74655,-1.07159,2.04908,7
1980,3,27,0,-1.57759,-1.27949,2.03123,7
1980,3,28,0,-1.36888,-1.45639,1.99873,8
1980,3,29,0,-1.11634,-1.59802,1.94933,8
1980,3,30,0,-0.8178,-1.70035,1.88679,8
1980,3,31,0,-0.47376,-1.75864,1.82134,8
1980,4,1,0,-0.08702,-1.7666,1.76874,8
1980,4,2,0,0.33299,-1.7145,1.74653,1
1980,4,3,0,0.77155,-1.59121,1.7684,1
1980,4,4,0,1.20637,-1.38653,1.83788,1
1980,4,5,0,1.60777,-1.0971,1.94642,2
1980,4,6,0,1.94327,-0.73331,2.07703,2
1980,4,7,0,2.18667,-0.32108,2.21012,2
1980,4,8,0,2.32563,0.10529,2.32801,3
1980,4,9,0,2.36188,0.51429,2.41722,3
1980,4,10,0,2.30563,0.88367,2.46917,3
1980,4,11,0,2.17025,1.20071,2.48026,3
1980,4,12,0,1.96957,1.45936,2.45131,3
1980,4,13,0,1.71743,1.65749,2.38681,3
1980,4,14,0,1.42792,1.79508,2.29375,4
1980,4,15,0,1.11548,1.87331,2.18028,4
1980,4,16,0,0.79474,1.89414,2.05411,4
1980,4,17,0,0.47992,1.86023,1.92114,4
1980,4,18,0,0.18421,1.77493,1.78447,4
1980,4,19,0,-0.08101,1.64232,1.64432,5
1980,4,20,0,-0.30679,1.4673,1.49902,5
1980,4,21,0,-0.48699,1.2556,1.34673,5
1980,4,22,0,-0.61843,1.01394,1.18766,5
1980,4,23,0,-0.70079,0.75011,1.02653,5
1980,4,24,0,-0.73627,0.473,0.87511,6
1980,4,25,0,-0.72924,0.19263,0.75425,6
1980,4,26,0,-0.68582,-0.0801,0.69048,7
1980,4,27,0,-0.61356,-0.33379,0.69848,7
1980,4,28,0,-0.52127,-0.55722,0.76304,8
1980,4,29,0,-0.41883,-0.74028,0.85055,8
1980,4,30,0,-0.30999,-0.87507,0.92836,8
1980,5,1,0,-0.21642,-0.95591,0.9801,8
1980,5,2,0,-0.14456,-0.98196,0.99255,8
1980,5,3,0,-0.1033,-0.95605,0.96162,8
1980,5,4,0,-0.09807,-0.88449,0.88991,8
1980,5,5,0,-0.12991,-0.77625,0.78705,8
1980,5,6,0,-0.19546,-0.64206,0.67115,8
1980,5,7,0,-0.28774,-0.49375,0.57148,8
1980,5,8,0,-0.39738,-0.34381,0.52547,7
1980,5,9,0,-0.51385,-0.20493,0.5532,7
1980,5,10,0,-0.62656,-0.08944,0.63291,7
1980,5,11,0,-0.72551,-0.00857,0.72556,7
1980,5,12,0,-0.80159,0.02864,0.8021,6
1980,5,13,0,-0.84656,0.01653,0.84672,6
1980,5,14,0,-0.85314,-0.04599,0.85438,7
1980,5,15,0,-0.81536,-0.1546,0.82989,7
1980,5,16,0,-0.72967,-0.29968,0.78881,7
1980,5,17,0,-0.5965,-0.46764,0.75795,7
1980,5,18,0,-0.42138,-0.64346,0.76916,8
1980,5,19,0,-0.21479,-0.81324,0.84113,8
1980,5,20,0,0.00944,-0.96558,0.96563,1
1980,5,21,0,0.2364,-1.0917,1.117,1
1980,5,22,0,0.45217,-1.18466,1.26802,1
1980,5,23,0,0.64515,-1.23879,1.39672,1
1980,5,24,0,0.80681,-1.24943,1.48728,1
1980,5,25,0,0.93177,-1.21318,1.5297,1
1980,5,26,0,1.01751,-1.12842,1.51943,1
1980,5,27,0,1.06375,-0.99594,1.45721,2
1980,5,28,0,1.07162,-0.81937,1.34897,2
1980,5,29,0,1.04272,-0.60562,1.20583,2
1980,5,30,0,0.97852,-0.365,1.04438,2
1980,5,31,0,0.88027,-0.11117,0.88726,2
1980,6,1,0,0.75003,0.13946,0.76288,3
1980,6,2,0,0.59272,0.36932,0.69836,3
1980,6,3,0,0.41822,0.56273,0.70113,4
1980,6,4,0,0.24122,0.7095,0.74938,4
1980,6,5,0,0.07795,0.80662,0.81038,4
1980,6,6,0,-0.05816,0.8572,0.85917,5
1980,6,7,0,-0.15925,0.86756,0.88206,5
1980,6,8,0,-0.22324,0.84507,0.87406,5
1980,6,9,0,-0.25267,0.79711,0.8362,5
1980,6,10,0,-0.25311,0.731,0.77358,5
1980,6,11,0,-0.23173,0.65417,0.694,5
1980,6,12,0,-0.19617,0.57423,0.60682,5
1980,6,13,0,-0.15375,0.49877,0.52193,5
1980,6,14,0,-0.11094,0.43498,0.4489,5
1980,6,15,0,-0.07309,0.38912,0.39592,5
1980,6,16,0,-0.04436,0.36597,0.36865,5
1980,6,17,0,-0.02781,0.36839,0.36944,5
1980,6,18,0,-0.02547,0.39691,0.39773,5
1980,6,19,0,-0.03858,0.44969,0.45134,5
1980,6,20,0,-0.06767,0.52254,0.5269,5
1980,6,21,0,-0.11274,0.60928,0.61962,5
1980,6,22,0,-0.17335,0.70216,0.72324,5
1980,6,23,0,-0.24863,0.79249,0.83057,5
1980,6,24,0,-0.33732,0.87122,0.93424,5
1980,6,25,0,-0.43761,0.92961,1.02746,5
1980,6,26,0,-0.54694,0.95981,1.10471,5
1980,6,27,0,-0.66155,0.95554,1.1622,5
1980,6,28,0,-0.77613,0.91288,1.19822,5
1980,6,29,0,-0.88372,0.83118,1.21318,6
1980,6,30,0,-0.97645,0.71377,1.20952,6
1980,7,1,0,-1.04714,0.56799,1.19127,6
1980,7,2,0,-1.09117,0.4039,1.16352,6
1980,7,3,0,-1.10745,0.23226,1.13155,6
1980,7,4,0,-1.09806,0.06259,1.09984,6
1980,7,5,0,-1.06678,-0.09771,1.07124,7
1980,7,6,0,-1.01771,-0.24345,1.04642,7
1980,7,7,0,-0.95429,-0.37128,1.02398,7
1980,7,8,0,-0.87895,-0.47945,1.00121,7
1980,7,9,0,-0.79304,-0.56745,0.97515,7
1980,7,10,0,-0.69715,-0.63596,0.94364,7
1980,7,11,0,-0.59139,-0.68662,0.90619,8
1980,7,12,0,-0.4758,-0.7218,0.86451,8
1980,7,13,0,-0.35069,-0.74426,0.82274,8
1980,7,14,0,-0.21687,-0.75681,0.78727,8
1980,7,15,0,-0.07591,-0.76192,0.76569,8
1980,7,16,0,0.0698,-0.76145,0.76464,1
1980,7,17,0,0.21705,-0.75654,0.78706,1
1980,7,18,0,0.36197,-0.74768,0.83069,1
1980,7,19,0,0.50025,-0.73499,0.88908,1
1980,7,20,0,0.62759,-0.71858,0.95406,1
1980,7,21,0,0.74013,-0.69905,1.01807,2
1980,7,22,0,0.83503,-0.67765,1.0754,2
1980,7,23,0,0.91091,-0.65631,1.12272,2
1980,7,24,0,0.96814,-0.63709,1.15896,2
1980,7,25,0,1.00874,-0.62148,1.18482,2
1980,7,26,0,1.03594,-0.6096,1.202,2
1980,7,27,0,1.05335,-0.59986,1.21218,2
1980,7,28,0,1.06408,-0.58899,1.21621,2
1980,7,29,0,1.06997,-0.57272,1.21361,2
1980,7,30,0,1.07127,-0.54668,1.2027,2
1980,7,31,0,1.06654,-0.50764,1.18119,2
1980,8,1,0,1.05379,-0.45292,1.147,2
1980,8,2,0,1.03058,-0.382,1.0991,2
1980,8,3,0,0.99509,-0.29592,1.03815,2
1980,8,4,0,0.94657,-0.19698,0.96685,2
1980,8,5,0,0.88561,-0.08829,0.89001,2
1980,8,6,0,0.81393,0.02659,0.81436,3
1980,8,7,0,0.73399,0.14393,0.74797,3
1980,8,8,0,0.64862,0.25996,0.69878,3
1980,8,9,0,0.56062,0.371,0.67226,3
1980,8,10,0,0.47254,0.47355,0.66899,4
1980,8,11,0,0.38662,0.56433,0.68407,4
1980,8,12,0,0.30478,0.64054,0.70935,4
1980,8,13,0,0.2287,0.69996,0.73638,4
1980,8,14,0,0.1599,0.74129,0.75834,4
1980,8,15,0,0.09967,0.76439,0.77086,4
1980,8,16,0,0.04898,0.77047,0.77202,4
1980,8,17,0,0.00829,0.76222,0.76226,4
1980,8,18,0,-0.02278,0.74367,0.74402,5
1980,8,19,0,-0.04573,0.71983,0.72128,5
1980,8,20,0,-0.06344,0.69601,0.6989,5
1980,8,21,0,-0.08022,0.67705,0.68179,5
1980,8,22,0,-0.10157,0.66655,0.67425,5
1980,8,23,0,-0.13359,0.66645,0.6797,5
1980,8,24,0,-0.18216,0.67687,0.70096,5
1980,8,25,0,-0.25214,0.69638,0.74062,5
1980,8,26,0,-0.34671,0.72217,0.80108,5
1980,8,27,0,-0.467,0.75031,0.88378,5
1980,8,28,0,-0.61186,0.77593,0.98815,5
1980,8,29,0,-0.77783,0.79332,1.11102,5
1980,8,30,0,-0.95924,0.79607,1.24654,6
1980,8,31,0,-1.14832,0.77746,1.38675,6
1980,9,1,0,-1.33548,0.73089,1.5224,6
1980,9,2,0,-1.50964,0.65059,1.64386,6
1980,9,3,0,-1.65871,0.53247,1.74208,6
1980,9,4,0,-1.77033,0.37505,1.80962,6
1980,9,5,0,-1.83278,0.18026,1.84162,6
1980,9,6,0,-1.83616,-0.04602,1.83674,7
1980,9,7,0,-1.77378,-0.29411,1.798,7
1980,9,8,0,-1.64326,-0.55126,1.73326,7
1980,9,9,0,-1.44738,-0.8031,1.65526,7
1980,9,10,0,-1.19418,-1.03525,1.58045,7
1980,9,11,0,-0.89626,-1.23491,1.52587,8
1980,9,12,0,-0.56958,-1.39184,1.50388,8
1980,9,13,0,-0.23199,-1.49884,1.51669,8
1980,9,14,0,0.09827,-1.55181,1.55491,1
1980,9,15,0,0.40377,-1.54962,1.60136,1
1980,9,16,0,0.66903,-1.49407,1.63703,1
1980,9,17,0,0.88133,-1.3898,1.64569,1
1980,9,18,0,1.03152,-1.24421,1.6162,1
1980,9,19,0,1.11478,-1.0672,1.54326,2
1980,9,20,0,1.13107,-0.87051,1.42727,2
1980,9,21,0,1.08547,-0.66668,1.27385,2
1980,9,22,0,0.9879,-0.46781,1.09306,2
1980,9,23,0,0.85231,-0.28432,0.89848,2
1980,9,24,0,0.6954,-0.12413,0.7064,2
1980,9,25,0,0.53493,0.00773,0.53498,3
1980,9,26,0,0.38799,0.10895,0.403,3
1980,9,27,0,0.26955,0.17947,0.32383,3
1980,9,28,0,0.19129,0.22095,0.29225,4
1980,9,29,0,0.16085,0.23637,0.28591,4
1980,9,30,0,0.18157,0.22984,0.29291,4
1980,10,1,0,0.2525,0.20665,0.32628,3
1980,10,2,0,0.36878,0.17347,0.40755,3
1980,10,3,0,0.52212,0.13878,0.54025,3
1980,10,4,0,0.70136,0.1132,0.71044,3
1980,10,5,0,0.89286,0.10994,0.8996,3
1980,10,6,0,1.08029,0.14475,1.08995,3
1980,10,7,0,1.24357,0.23449,1.26549,3
1980,10,8,0,1.35743,0.39105,1.41263,3
1980,10,9,0,1.39431,0.60743,1.52088,3
1980,10,10,0,1.33866,0.84607,1.58362,3
1980,10,11,0,1.20084,1.05555,1.59881,3
1980,10,12,0,1.00623,1.20469,1.56964,4
1980,10,13,0,0.77548,1.28977,1.50495,4
1980,10,14,0,0.52046,1.32072,1.41957,4
1980,10,15,0,0.24898,1.3104,1.33384,4
1980,10,16,0,-0.0315,1.27084,1.27123,5
1980,10,17,0,-0.31254,1.21225,1.25189,5
1980,10,18,0,-0.58484,1.14286,1.28381,5
1980,10,19,0,-0.8388,1.06891,1.35873,5
1980,10,20,0,-1.06522,0.9946,1.45737,6
1980,10,21,0,-1.31159,0.84895,1.56236,6
1980,10,22,0,-1.504,0.68079,1.65091,6
1980,10,23,0,-1.63594,0.49832,1.71015,6
1980,10,24,0,-1.70471,0.31009,1.73269,6
1980,10,25,0,-1.7114,0.12432,1.71591,6
1980,10,26,0,-1.66056,-0.05173,1.66137,7
1980,10,27,0,-1.55962,-0.21226,1.574,7
1980,10,28,0,-1.41815,-0.35327,1.46149,7
1980,10,29,0,-1.24701,-0.4727,1.3336,7
1980,10,30,0,-1.05744,-0.57041,1.20148,7
1980,10,31,0,-0.86023,-0.64787,1.07691,7
1980,11,1,0,-0.66499,-0.70784,0.97121,8
1980,11,2,0,-0.47956,-0.75384,0.89345,8
1980,11,3,0,-0.30969,-0.7896,0.84816,8
1980,11,4,0,-0.15885,-0.8185,0.83377,8
1980,11,5,0,-0.02836,-0.84313,0.84361,8
1980,11,6,0,0.08241,-0.86496,0.86887,1
1980,11,7,0,0.17557,-0.88408,0.90134,1
1980,11,8,0,0.25422,-0.89926,0.9345,1
1980,11,9,0,0.32191,-0.90807,0.96343,1
1980,11,10,0,0.38208,-0.90723,0.9844,1
1980,11,11,0,0.37338,-0.92365,0.99626,1
1980,11,12,0,0.36732,-0.92454,0.99484,1
1980,11,13,0,0.36982,-0.90715,0.97964,1
1980,11,14,0,0.38589,-0.87016,0.95189,1
1980,11,15,0,0.41918,-0.81317,0.91486,1
1980,11,16,0,0.47167,-0.73545,0.8737,1
1980,11,17,0,0.54347,-0.6337,0.83482,1
1980,11,18,0,0.6315,-0.49798,0.80423,2
1980,11,19,0,0.7223,-0.30839,0.78538,2
1980,11,20,0,0.77525,-0.0576,0.77739,2
1980,11,21,0,0.75155,0.18913,0.77498,3
1980,11,22,0,0.68048,0.36064,0.77014,3
1980,11,23,0,0.59922,0.45861,0.75458,3
1980,11,24,0,0.51715,0.50321,0.72157,3
1980,11,25,0,0.43253,0.50791,0.66713,4
1980,11,26,0,0.3418,0.48151,0.59049,4
1980,11,27,0,0.24216,0.4314,0.49472,4
1980,11,28,0,0.13241,0.36495,0.38823,4
1980,11,29,0,0.01315,0.28974,0.29004,4
1980,11,30,0,-0.1132,0.21332,0.2415,5
1980,12,1,0,-0.24262,0.14275,0.2815,6
1980,12,2,0,-0.3699,0.08408,0.37933,6
1980,12,3,0,-0.48923,0.0419,0.49102,6
1980,12,4,0,-0.59484,0.01911,0.59515,6
1980,12,5,0,-0.68168,0.01678,0.68189,6
1980,12,6,0,-0.74607,0.03415,0.74685,6
1980,12,7,0,-0.78618,0.06893,0.78919,6
1980,12,8,0,-0.80234,0.11753,0.8109,6
1980,12,9,0,-0.79703,0.17546,0.81612,6
1980,12,10,0,-0.77452,0.23775,0.81019,6
1980,12,11,0,-0.73998,0.29933,0.79823,6
1980,12,12,0,-0.69831,0.35536,0.78352,6
1980,12,13,0,-0.65262,0.40155,0.76626,6
1980,12,14,0,-0.60319,0.4343,0.74328,6
1980,12,15,0,-0.54743,0.45069,0.70908,6
1980,12,16,0,-0.48093,0.44846,0.65758,6
1980,12,17,0,-0.39919,0.42612,0.5839,5
1980,12,18,0,-0.29893,0.3832,0.48601,5
1980,12,19,0,-0.17883,0.32059,0.3671,5
1980,12,20,0,-0.0397,0.24066,0.24391,5
1980,12,21,0,0.11573,0.14724,0.18728,4
1980,12,22,0,0.28316,0.04539,0.28677,3
1980,12,23,0,0.45717,-0.05896,0.46095,2
1980,12,24,0,0.63172,-0.15937,0.65151,2
1980,12,25,0,0.80058,-0.24924,0.83848,2
1980,12,26,0,0.95773,-0.32224,1.01048,2
1980,12,27,0,1.09755,-0.37264,1.15909,2
1980,12,28,0,1.21506,-0.39573,1.27788,2
1980,12,29,0,1.30586,-0.38828,1.36236,2
1980,12,30,0,1.3662,-0.34899,1.41006,2
1980,12,31,0,1.38538,-0.31403,1.42052,2
1981,1,1,0,1.37947,-0.20997,1.39536,2
1981,1,2,0,1.33499,-0.09572,1.33842,2
1981,1,3,0,1.25453,0.03479,1.25501,3
1981,1,4,0,1.13912,0.17193,1.15202,3
1981,1,5,0,0.99172,0.30457,1.03744,3
1981,1,6,0,0.81777,0.42143,0.91997,3
1981,1,7,0,0.62513,0.51277,0.80852,3
1981,1,8,0,0.42346,0.57171,0.71145,4
1981,1,9,0,0.22302,0.59498,0.6354,4
1981,1,10,0,0.03337,0.58274,0.58369,4
1981,1,11,0,-0.13746,0.53782,0.55511,5
1981,1,12,0,-0.28343,0.4649,0.54449,5
1981,1,13,0,-0.40043,0.3697,0.545,6
1981,1,14,0,-0.48616,0.2585,0.55061,6
1981,1,15,0,-0.53975,0.13782,0.55706,6
1981,1,16,0,-0.5616,0.0142,0.56178,6
1981,1,17,0,-0.55321,-0.10595,0.56326,7
1981,1,18,0,-0.5171,-0.21653,0.5606,7
1981,1,19,0,-0.45676,-0.31197,0.55314,7
1981,1,20,0,-0.37664,-0.38751,0.54039,8
1981,1,21,0,-0.28198,-0.43946,0.52215,8
1981,1,22,0,-0.17862,-0.46549,0.49859,8
1981,1,23,0,-0.07269,-0.46475,0.4704,8
1981,1,24,0,0.02983,-0.43787,0.43889,1
1981,1,25,0,0.12342,-0.38681,0.40602,1
1981,1,26,0,0.20336,-0.31452,0.37453,1
1981,1,27,0,0.2659,-0.2246,0.34806,2
1981,1,28,0,0.30826,-0.12092,0.33112,2
1981,1,29,0,0.32852,-0.0073,0.3286,2
1981,1,30,0,0.32536,0.11262,0.3443,3
1981,1,31,0,0.29767,0.23525,0.37941,3
1981,2,1,0,0.2441,0.35675,0.43227,4
1981,2,2,0,0.16297,0.47219,0.49952,4
1981,2,3,0,0.05309,0.57477,0.57722,4
1981,2,4,0,-0.08341,0.656,0.66128,5
1981,2,5,0,-0.23726,0.70898,0.74763,5
1981,2,6,0,-0.39242,0.73389,0.83221,5
1981,2,7,0,-0.53303,0.73898,0.91116,5
1981,2,8,0,-0.64966,0.7349,0.98089,5
1981,2,9,0,-0.73919,0.72928,1.03839,6
1981,2,10,0,-0.80198,0.72543,1.0814,6
1981,2,11,0,-0.84,0.72336,1.10854,6
1981,2,12,0,-0.85619,0.72111,1.1194,6
1981,2,13,0,-0.85442,0.7157,1.11457,6
1981,2,14,0,-0.83948,0.70388,1.09552,6
1981,2,15,0,-0.8169,0.68265,1.06458,6
1981,2,16,0,-0.79266,0.64968,1.02489,6
1981,2,17,0,-0.77273,0.60342,0.98043,6
1981,2,18,0,-0.76256,0.54299,0.93613,6
1981,2,19,0,-0.76647,0.4675,0.89779,6
1981,2,20,0,-0.78694,0.37477,0.87162,6
1981,2,21,0,-0.8233,0.25922,0.86315,6
1981,2,22,0,-0.86867,0.1104,0.87566,6
1981,2,23,0,-0.90544,-0.08051,0.90901,7
1981,2,24,0,-0.91251,-0.29687,0.95958,7
1981,2,25,0,-0.89412,-0.4938,1.02141,7
1981,2,26,0,-0.8754,-0.6454,1.08759,7
1981,2,27,0,-0.86966,-0.75449,1.15133,7
1981,2,28,0,-0.8753,-0.83037,1.20651,7
1981,3,1,0,-0.91986,-0.84353,1.24808,7
1981,3,2,0,-0.93257,-0.8644,1.27156,7
1981,3,3,0,-0.92873,-0.87393,1.27526,7
1981,3,4,0,-0.90226,-0.87845,1.25926,7
1981,3,5,0,-0.84924,-0.88508,1.22661,8
1981,3,6,0,-0.7682,-0.90112,1.18413,8
1981,3,7,0,-0.66005,-0.93319,1.14303,8
1981,3,8,0,-0.52752,-0.9863,1.11851,8
1981,3,9,0,-0.37414,-1.06291,1.12683,8
1981,3,10,0,-0.20249,-1.16206,1.17957,8
1981,3,11,0,-0.0117,-1.27827,1.27833,8
1981,3,12,0,0.2062,-1.39944,1.41455,1
1981,3,13,0,0.47004,-1.50224,1.57406,1
1981,3,14,0,0.80464,-1.54455,1.74157,1
1981,3,15,0,1.20124,-1.47628,1.90325,1
1981,3,16,0,1.57334,-1.31054,2.04766,2
1981,3,17,0,1.84461,-1.13527,2.16597,2
1981,3,18,0,2.01776,-1.00028,2.25209,2
1981,3,19,0,2.11925,-0.90083,2.30276,2
1981,3,20,0,2.16878,-0.81727,2.31766,2
1981,3,21,0,2.18005,-0.73182,2.29961,2
1981,3,22,0,2.16431,-0.63167,2.25461,2
1981,3,23,0,2.13192,-0.50899,2.19184,2
1981,3,24,0,2.09239,-0.36042,2.12321,2
1981,3,25,0,2.05386,-0.18644,2.06231,2
1981,3,26,0,2.02219,0.00943,2.02222,3
1981,3,27,0,2.00035,0.22164,2.01259,3
1981,3,28,0,1.98783,0.44367,2.03674,3
1981,3,29,0,1.98055,0.66914,2.09053,3
1981,3,30,0,1.97095,0.89269,2.16369,3
1981,3,31,0,1.94851,1.11047,2.24273,3
1981,4,1,0,1.8995,1.32142,2.31393,3
1981,4,2,0,1.81052,1.52231,2.36547,3
1981,4,3,0,1.66852,1.70955,2.38883,4
1981,4,4,0,1.46413,1.8757,2.37948,4
1981,4,5,0,1.19569,2.00834,2.33733,4
1981,4,6,0,0.87213,2.09262,2.26708,4
1981,4,7,0,0.5113,2.11761,2.17846,4
1981,4,8,0,0.13323,2.08185,2.08611,4
1981,4,9,0,-0.24668,1.99331,2.00852,5
1981,4,10,0,-0.61932,1.86494,1.96508,5
1981,4,11,0,-0.97958,1.71014,1.97083,5
1981,4,12,0,-1.32331,1.54034,2.03072,5
1981,4,13,0,-1.64551,1.36427,2.13751,6
1981,4,14,0,-1.93988,1.18801,2.27475,6
1981,4,15,0,-2.19919,1.01538,2.42228,6
1981,4,16,0,-2.41616,0.84829,2.56075,6
1981,4,17,0,-2.58423,0.68708,2.67401,6
1981,4,18,0,-2.69839,0.53083,2.75011,6
1981,4,19,0,-2.75574,0.37766,2.78149,6
1981,4,20,0,-2.7557,0.22506,2.76487,6
1981,4,21,0,-2.70007,0.07035,2.70099,6
1981,4,22,0,-2.59278,-0.08886,2.5943,7
1981,4,23,0,-2.43934,-0.25416,2.45255,7
1981,4,24,0,-2.24645,-0.4258,2.28645,7
1981,4,25,0,-2.02129,-0.60235,2.10913,7
1981,4,26,0,-1.77115,-0.78047,1.93548,7
1981,4,27,0,-1.50309,-0.95497,1.7808,7
1981,4,28,0,-1.2239,-1.11919,1.65847,7
1981,4,29,0,-0.94019,-1.26562,1.57663,8
1981,4,30,0,-0.65055,-1.39057,1.53522,8
1981,5,1,0,-0.37345,-1.47937,1.52578,8
1981,5,2,0,-0.11156,-1.53055,1.53461,8
1981,5,3,0,0.12846,-1.54208,1.54742,1
1981,5,4,0,0.34149,-1.51464,1.55266,1
1981,5,5,0,0.52468,-1.45101,1.54296,1
1981,5,6,0,0.67764,-1.3553,1.51527,1
1981,5,7,0,0.80207,-1.23245,1.47045,1
1981,5,8,0,0.90098,-1.08782,1.41249,1
1981,5,9,0,0.97794,-0.92717,1.34759,2
1981,5,10,0,1.03631,-0.75645,1.28303,2
1981,5,11,0,1.07876,-0.58176,1.22563,2
1981,5,12,0,1.10698,-0.40918,1.18019,2
1981,5,13,0,1.12176,-0.24462,1.14812,2
1981,5,14,0,1.12329,-0.0938,1.1272,2
1981,5,15,0,1.11175,0.03776,1.11239,3
1981,5,16,0,1.08793,0.14482,1.09752,3
1981,5,17,0,1.05349,0.22295,1.07682,3
1981,5,18,0,1.01071,0.26932,1.04598,3
1981,5,19,0,0.96171,0.28346,1.00261,3
1981,5,20,0,0.90764,0.26767,0.94629,3
1981,5,21,0,0.84845,0.22676,0.87823,3
1981,5,22,0,0.78321,0.16749,0.80092,3
1981,5,23,0,0.71073,0.09786,0.71744,3
1981,5,24,0,0.6302,0.02642,0.63075,3
1981,5,25,0,0.54157,-0.03854,0.54294,2
1981,5,26,0,0.44567,-0.08966,0.4546,2
1981,5,27,0,0.3441,-0.12118,0.36482,2
1981,5,28,0,0.23887,-0.12957,0.27175,2
1981,5,29,0,0.13197,-0.11381,0.17427,2
1981,5,30,0,0.02492,-0.07558,0.07959,1
1981,5,31,0,-0.08149,-0.01894,0.08366,7
1981,6,1,0,-0.18705,0.05043,0.19373,6
