,Date,PC1,PC2,year
12053,2012-01-01,-0.89605,-0.08679,2012
12054,2012-01-02,-0.91956,-0.22442,2012
12055,2012-01-03,-0.88716,-0.36988,2012
12056,2012-01-04,-0.79934,-0.52283,2012
12057,2012-01-05,-0.65998,-0.67994,2012
12058,2012-01-06,-0.47657,-0.83543,2012
12059,2012-01-07,-0.26006,-0.98234,2012
12060,2012-01-08,-0.02417,-1.1138,2012
12061,2012-01-09,0.21603,-1.22378,2012
12062,2012-01-10,0.44578,-1.30698,2012
12063,2012-01-11,0.65219,-1.35834,2012
12064,2012-01-12,0.82529,-1.37265,2012
12065,2012-01-13,0.95861,-1.34456,2012
12066,2012-01-14,1.04912,-1.26912,2012
12067,2012-01-15,1.09673,-1.14266,2012
12068,2012-01-16,1.10351,-0.96374,2012
12069,2012-01-17,1.07262,-0.73403,2012
12070,2012-01-18,1.0074,-0.45892,2012
12071,2012-01-19,0.91065,-0.14779,2012
12072,2012-01-20,0.78445,0.18621,2012
12073,2012-01-21,0.63053,0.52679,2012
12074,2012-01-22,0.4509,0.85571,2012
12075,2012-01-23,0.24856,1.15426,2012
12076,2012-01-24,0.02792,1.40487,2012
12077,2012-01-25,-0.20549,1.59273,2012
12078,2012-01-26,-0.44559,1.7069,2012
12079,2012-01-27,-0.68655,1.74102,2012
12080,2012-01-28,-0.92332,1.69348,2012
12081,2012-01-29,-1.15162,1.56713,2012
12082,2012-01-30,-1.36755,1.36871,2012
12083,2012-01-31,-1.56692,1.10802,2012
12084,2012-02-01,-1.74442,0.79694,2012
12085,2012-02-02,-1.89309,0.4485,2012
12086,2012-02-03,-2.00407,0.07608,2012
12087,2012-02-04,-2.06688,-0.30684,2012
12088,2012-02-05,-2.0704,-0.68647,2012
12089,2012-02-06,-2.00486,-1.04784,2012
12090,2012-02-07,-1.86474,-1.37399,2012
12091,2012-02-08,-1.65213,-1.64645,2012
12092,2012-02-09,-1.37871,-1.84806,2012
12093,2012-02-10,-1.06422,-1.96769,2012
12094,2012-02-11,-0.7314,-2.00394,2012
12095,2012-02-12,-0.4006,-1.96518,2012
12096,2012-02-13,-0.08682,-1.86643,2012
12097,2012-02-14,0.20011,-1.7254,2012
12098,2012-02-15,0.45412,-1.55929,2012
12099,2012-02-16,0.67151,-1.38292,2012
12100,2012-02-17,0.85034,-1.20773,2012
12101,2012-02-18,0.9903,-1.0415,2012
12102,2012-02-19,1.09303,-0.88838,2012
12103,2012-02-20,1.1623,-0.7493,2012
12104,2012-02-21,1.204,-0.62258,2012
12105,2012-02-22,1.22569,-0.50476,2012
12106,2012-02-23,1.23577,-0.39155,2012
12107,2012-02-24,1.24257,-0.27864,2012
12108,2012-02-25,1.25368,-0.16223,2012
12109,2012-02-26,1.27571,-0.03893,2012
12110,2012-02-27,1.31426,0.09452,2012
12111,2012-02-28,1.37365,0.24102,2012
12112,2012-02-29,1.45634,0.40213,2012
12113,2012-03-01,1.55124,0.609,2012
12114,2012-03-02,1.67624,0.79217,2012
12115,2012-03-03,1.81732,0.97812,2012
12116,2012-03-04,1.96523,1.15999,2012
12117,2012-03-05,2.1076,1.33071,2012
12118,2012-03-06,2.22965,1.48432,2012
12119,2012-03-07,2.31526,1.61698,2012
12120,2012-03-08,2.3482,1.7275,2012
12121,2012-03-09,2.3133,1.81737,2012
12122,2012-03-10,2.19748,1.89002,2012
12123,2012-03-11,1.99034,1.94916,2012
12124,2012-03-12,1.68447,1.99577,2012
12125,2012-03-13,1.2763,2.0233,2012
12126,2012-03-14,0.77044,2.01162,2012
12127,2012-03-15,0.19068,1.92591,2012
12128,2012-03-16,-0.40975,1.73508,2012
12129,2012-03-17,-0.96525,1.44526,2012
12130,2012-03-18,-1.43719,1.10253,2012
12131,2012-03-19,-1.82276,0.75872,2012
12132,2012-03-20,-2.13338,0.44859,2012
12133,2012-03-21,-2.37844,0.18951,2012
12134,2012-03-22,-2.56194,-0.01287,2012
12135,2012-03-23,-2.68454,-0.16037,2012
12136,2012-03-24,-2.74614,-0.25981,2012
12137,2012-03-25,-2.74788,-0.32123,2012
12138,2012-03-26,-2.69311,-0.35644,2012
12139,2012-03-27,-2.58772,-0.37766,2012
12140,2012-03-28,-2.43976,-0.39633,2012
12141,2012-03-29,-2.25863,-0.42209,2012
12142,2012-03-30,-2.05401,-0.46211,2012
12143,2012-03-31,-1.83468,-0.52063,2012
12144,2012-04-01,-1.60744,-0.59872,2012
12145,2012-04-02,-1.37647,-0.69418,2012
12146,2012-04-03,-1.1433,-0.80157,2012
12147,2012-04-04,-0.90793,-0.91249,2012
12148,2012-04-05,-0.67087,-1.01668,2012
12149,2012-04-06,-0.43499,-1.10435,2012
12150,2012-04-07,-0.20561,-1.16891,2012
12151,2012-04-08,0.01159,-1.20804,2012
12152,2012-04-09,0.21277,-1.22262,2012
12153,2012-04-10,0.39661,-1.21463,2012
12154,2012-04-11,0.56357,-1.18593,2012
12155,2012-04-12,0.71464,-1.13791,2012
12156,2012-04-13,0.85049,-1.07177,2012
12157,2012-04-14,0.97086,-0.98886,2012
12158,2012-04-15,1.07442,-0.89091,2012
12159,2012-04-16,1.15896,-0.78009,2012
12160,2012-04-17,1.22165,-0.65906,2012
12161,2012-04-18,1.25959,-0.53084,2012
12162,2012-04-19,1.27035,-0.39873,2012
12163,2012-04-20,1.25249,-0.26617,2012
12164,2012-04-21,1.20598,-0.13664,2012
12165,2012-04-22,1.13245,-0.01351,2012
12166,2012-04-23,1.0352,0.10007,2012
12167,2012-04-24,0.91905,0.20126,2012
12168,2012-04-25,0.78993,0.28757,2012
12169,2012-04-26,0.65442,0.35699,2012
12170,2012-04-27,0.51932,0.40799,2012
12171,2012-04-28,0.39109,0.43965,2012
12172,2012-04-29,0.27544,0.45176,2012
12173,2012-04-30,0.17695,0.44484,2012
12174,2012-05-01,0.09859,0.42014,2012
12175,2012-05-02,0.04145,0.37941,2012
12176,2012-05-03,0.00455,0.32467,2012
12177,2012-05-04,-0.01515,0.25795,2012
12178,2012-05-05,-0.02241,0.18118,2012
12179,2012-05-06,-0.02312,0.09621,2012
12180,2012-05-07,-0.02356,0.00491,2012
12181,2012-05-08,-0.0296,-0.09068,2012
12182,2012-05-09,-0.04581,-0.18829,2012
12183,2012-05-10,-0.07485,-0.28551,2012
12184,2012-05-11,-0.11694,-0.37984,2012
12185,2012-05-12,-0.16967,-0.46886,2012
12186,2012-05-13,-0.22824,-0.55021,2012
12187,2012-05-14,-0.28596,-0.62158,2012
12188,2012-05-15,-0.33507,-0.68043,2012
12189,2012-05-16,-0.36769,-0.72382,2012
12190,2012-05-17,-0.37684,-0.74829,2012
12191,2012-05-18,-0.35708,-0.75016,2012
12192,2012-05-19,-0.30496,-0.72616,2012
12193,2012-05-20,-0.21911,-0.67413,2012
12194,2012-05-21,-0.10033,-0.59374,2012
12195,2012-05-22,0.04832,-0.48664,2012
12196,2012-05-23,0.2214,-0.35633,2012
12197,2012-05-24,0.41094,-0.20758,2012
12198,2012-05-25,0.60657,-0.04574,2012
12199,2012-05-26,0.79584,0.12391,2012
12200,2012-05-27,0.96498,0.29664,2012
12201,2012-05-28,1.09979,0.46843,2012
12202,2012-05-29,1.18683,0.63564,2012
12203,2012-05-30,1.21466,0.79447,2012
12204,2012-05-31,1.17512,0.94003,2012
12205,2012-06-01,1.06471,1.06575,2012
12206,2012-06-02,0.88568,1.1635,2012
12207,2012-06-03,0.64653,1.22484,2012
12208,2012-06-04,0.36133,1.2434,2012
12209,2012-06-05,0.0478,1.217,2012
12210,2012-06-06,-0.27522,1.1486,2012
12211,2012-06-07,-0.59001,1.04536,2012
12212,2012-06-08,-0.88115,0.91668,2012
12213,2012-06-09,-1.136,0.77207,2012
12214,2012-06-10,-1.34469,0.61969,2012
12215,2012-06-11,-1.50022,0.46567,2012
12216,2012-06-12,-1.59847,0.31401,2012
12217,2012-06-13,-1.63832,0.16704,2012
12218,2012-06-14,-1.62159,0.02598,2012
12219,2012-06-15,-1.55287,-0.10834,2012
12220,2012-06-16,-1.4392,-0.23487,2012
12221,2012-06-17,-1.28951,-0.35202,2012
12222,2012-06-18,-1.11406,-0.45745,2012
12223,2012-06-19,-0.92371,-0.54822,2012
12224,2012-06-20,-0.72922,-0.62116,2012
12225,2012-06-21,-0.54052,-0.67333,2012
12226,2012-06-22,-0.36606,-0.70249,2012
12227,2012-06-23,-0.21227,-0.70754,2012
12228,2012-06-24,-0.08321,-0.68874,2012
12229,2012-06-25,0.01954,-0.64773,2012
12230,2012-06-26,0.09683,-0.58743,2012
12231,2012-06-27,0.15161,-0.51166,2012
12232,2012-06-28,0.18853,-0.42478,2012
12233,2012-06-29,0.2135,-0.33119,2012
12234,2012-06-30,0.23313,-0.23505,2012
12235,2012-07-01,0.25425,-0.14,2012
12236,2012-07-02,0.28323,-0.04923,2012
12237,2012-07-03,0.3253,0.03449,2012
12238,2012-07-04,0.38388,0.10859,2012
12239,2012-07-05,0.4601,0.17083,2012
12240,2012-07-06,0.5525,0.21945,2012
12241,2012-07-07,0.65707,0.25354,2012
12242,2012-07-08,0.76753,0.27338,2012
12243,2012-07-09,0.87588,0.28065,2012
12244,2012-07-10,0.97317,0.27844,2012
12245,2012-07-11,1.05033,0.27102,2012
12246,2012-07-12,1.09905,0.26337,2012
12247,2012-07-13,1.11256,0.26059,2012
12248,2012-07-14,1.08615,0.26719,2012
12249,2012-07-15,1.01757,0.28634,2012
12250,2012-07-16,0.90705,0.31928,2012
12251,2012-07-17,0.75709,0.36478,2012
12252,2012-07-18,0.57229,0.4189,2012
12253,2012-07-19,0.35905,0.47526,2012
12254,2012-07-20,0.12557,0.52588,2012
12255,2012-07-21,-0.11823,0.56272,2012
12256,2012-07-22,-0.361,0.57963,2012
12257,2012-07-23,-0.59087,0.57368,2012
12258,2012-07-24,-0.79683,0.54533,2012
12259,2012-07-25,-0.96998,0.49717,2012
12260,2012-07-26,-1.10426,0.43241,2012
12261,2012-07-27,-1.19645,0.35369,2012
12262,2012-07-28,-1.24591,0.26278,2012
12263,2012-07-29,-1.25413,0.16081,2012
12264,2012-07-30,-1.22432,0.04877,2012
12265,2012-07-31,-1.1609,-0.07201,2012
12266,2012-08-01,-1.06913,-0.19954,2012
12267,2012-08-02,-0.95466,-0.33102,2012
12268,2012-08-03,-0.82313,-0.46296,2012
12269,2012-08-04,-0.67989,-0.59134,2012
12270,2012-08-05,-0.52975,-0.71198,2012
12271,2012-08-06,-0.37689,-0.8209,2012
12272,2012-08-07,-0.22472,-0.91471,2012
12273,2012-08-08,-0.07598,-0.99083,2012
12274,2012-08-09,0.06733,-1.04774,2012
12275,2012-08-10,0.20383,-1.08488,2012
12276,2012-08-11,0.33271,-1.10261,2012
12277,2012-08-12,0.45364,-1.10189,2012
12278,2012-08-13,0.56659,-1.08408,2012
12279,2012-08-14,0.67168,-1.05059,2012
12280,2012-08-15,0.76897,-1.00266,2012
12281,2012-08-16,0.85829,-0.94122,2012
12282,2012-08-17,0.93908,-0.8668,2012
12283,2012-08-18,1.0103,-0.77956,2012
12284,2012-08-19,1.0704,-0.67939,2012
12285,2012-08-20,1.11734,-0.5661,2012
12286,2012-08-21,1.14875,-0.43967,2012
12287,2012-08-22,1.16216,-0.30044,2012
12288,2012-08-23,1.15533,-0.14938,2012
12289,2012-08-24,1.1266,0.01178,2012
12290,2012-08-25,1.07521,0.18045,2012
12291,2012-08-26,1.00162,0.35321,2012
12292,2012-08-27,0.90758,0.5259,2012
12293,2012-08-28,0.7961,0.69372,2012
12294,2012-08-29,0.67123,0.85146,2012
12295,2012-08-30,0.53777,0.99369,2012
12296,2012-08-31,0.40083,1.11503,2012
12297,2012-09-01,0.26543,1.2104,2012
12298,2012-09-02,0.13619,1.27534,2012
12299,2012-09-03,0.01709,1.30631,2012
12300,2012-09-04,-0.08868,1.30097,2012
12301,2012-09-05,-0.17876,1.25849,2012
12302,2012-09-06,-0.25151,1.17983,2012
12303,2012-09-07,-0.30604,1.06791,2012
12304,2012-09-08,-0.34219,0.9277,2012
12305,2012-09-09,-0.3606,0.76618,2012
12306,2012-09-10,-0.36286,0.59198,2012
12307,2012-09-11,-0.3517,0.41492,2012
12308,2012-09-12,-0.33108,0.24523,2012
12309,2012-09-13,-0.30615,0.09274,2012
12310,2012-09-14,-0.28301,-0.03407,2012
12311,2012-09-15,-0.26819,-0.12885,2012
12312,2012-09-16,-0.26799,-0.18792,2012
12313,2012-09-17,-0.28776,-0.21063,2012
12314,2012-09-18,-0.33121,-0.19929,2012
12315,2012-09-19,-0.39994,-0.15886,2012
12316,2012-09-20,-0.49317,-0.09644,2012
12317,2012-09-21,-0.6078,-0.02058,2012
12318,2012-09-22,-0.73874,0.05943,2012
12319,2012-09-23,-0.87937,0.13425,2012
12320,2012-09-24,-1.0222,0.19514,2012
12321,2012-09-25,-1.15954,0.23447,2012
12322,2012-09-26,-1.28409,0.24617,2012
12323,2012-09-27,-1.38942,0.22604,2012
12324,2012-09-28,-1.47028,0.17199,2012
