,Date,PC1,PC2,year
14610,2019-01-01,-1.6453,-0.14712,2019
14611,2019-01-02,-1.42824,-0.43805,2019
14612,2019-01-03,-1.17646,-0.74911,2019
14613,2019-01-04,-0.89522,-1.06119,2019
14614,2019-01-05,-0.59229,-1.35287,2019
14615,2019-01-06,-0.27893,-1.6029,2019
14616,2019-01-07,0.03031,-1.79264,2019
14617,2019-01-08,0.31917,-1.90774,2019
14618,2019-01-09,0.57233,-1.93873,2019
14619,2019-01-10,0.77799,-1.88061,2019
14620,2019-01-11,0.92941,-1.7322,2019
14621,2019-01-12,1.02515,-1.49579,2019
14622,2019-01-13,1.06829,-1.17736,2019
14623,2019-01-14,1.06508,-0.78683,2019
14624,2019-01-15,1.02335,-0.33836,2019
14625,2019-01-16,0.95115,0.14985,2019
14626,2019-01-17,0.85569,0.65617,2019
14627,2019-01-18,0.74279,1.15664,2019
14628,2019-01-19,0.617,1.62643,2019
14629,2019-01-20,0.48213,2.04154,2019
14630,2019-01-21,0.342,2.38051,2019
14631,2019-01-22,0.201,2.62615,2019
14632,2019-01-23,0.06414,2.76689,2019
14633,2019-01-24,-0.0637,2.79771,2019
14634,2019-01-25,-0.17888,2.72053,2019
14635,2019-01-26,-0.27998,2.54389,2019
14636,2019-01-27,-0.36827,2.28223,2019
14637,2019-01-28,-0.44725,1.95462,2019
14638,2019-01-29,-0.52158,1.58334,2019
14639,2019-01-30,-0.5957,1.19206,2019
14640,2019-01-31,-0.67253,0.80405,2019
14641,2019-02-01,-0.75267,0.44019,2019
14642,2019-02-02,-0.8342,0.11736,2019
14643,2019-02-03,-0.91302,-0.15295,2019
14644,2019-02-04,-0.98382,-0.36527,2019
14645,2019-02-05,-1.0413,-0.52004,2019
14646,2019-02-06,-1.08134,-0.62268,2019
14647,2019-02-07,-1.10197,-0.68205,2019
14648,2019-02-08,-1.10344,-0.70874,2019
14649,2019-02-09,-1.08746,-0.71389,2019
14650,2019-02-10,-1.05573,-0.70902,2019
14651,2019-02-11,-1.00874,-0.70624,2019
14652,2019-02-12,-0.94564,-0.71813,2019
14653,2019-02-13,-0.86513,-0.75683,2019
14654,2019-02-14,-0.76652,-0.83236,2019
14655,2019-02-15,-0.65033,-0.95105,2019
14656,2019-02-16,-0.51798,-1.11419,2019
14657,2019-02-17,-0.37099,-1.31734,2019
14658,2019-02-18,-0.20987,-1.55016,2019
14659,2019-02-19,-0.0334,-1.79695,2019
14660,2019-02-20,0.16166,-2.03755,2019
14661,2019-02-21,0.37948,-2.24861,2019
14662,2019-02-22,0.62276,-2.40536,2019
14663,2019-02-23,0.88885,-2.48422,2019
14664,2019-02-24,1.16614,-2.46667,2019
14665,2019-02-25,1.43379,-2.34388,2019
14666,2019-02-26,1.66727,-2.11926,2019
14667,2019-02-27,1.84726,-1.80665,2019
14668,2019-02-28,1.96554,-1.42522,2019
14669,2019-03-01,2.02481,-0.99506,2019
14670,2019-03-02,2.04465,-0.49524,2019
14671,2019-03-03,2.00647,-0.03236,2019
14672,2019-03-04,1.94331,0.42054,2019
14673,2019-03-05,1.86274,0.84612,2019
14674,2019-03-06,1.7677,1.22771,2019
14675,2019-03-07,1.65702,1.55069,2019
14676,2019-03-08,1.52645,1.8038,2019
14677,2019-03-09,1.36994,1.98008,2019
14678,2019-03-10,1.18114,2.07714,2019
14679,2019-03-11,0.95488,2.09672,2019
14680,2019-03-12,0.68851,2.0433,2019
14681,2019-03-13,0.38347,1.92187,2019
14682,2019-03-14,0.04748,1.73516,2019
14683,2019-03-15,-0.30133,1.4822,2019
14684,2019-03-16,-0.6299,1.16341,2019
14685,2019-03-17,-0.89539,0.79578,2019
14686,2019-03-18,-1.07013,0.42198,2019
14687,2019-03-19,-1.16079,0.09105,2019
14688,2019-03-20,-1.19383,-0.1659,2019
14689,2019-03-21,-1.19296,-0.33787,2019
14690,2019-03-22,-1.17171,-0.42577,2019
14691,2019-03-23,-1.13567,-0.43677,2019
14692,2019-03-24,-1.08645,-0.38198,2019
14693,2019-03-25,-1.02465,-0.27531,2019
14694,2019-03-26,-0.95176,-0.1325,2019
14695,2019-03-27,-0.87111,0.03,2019
14696,2019-03-28,-0.78804,0.19609,2019
14697,2019-03-29,-0.70954,0.35111,2019
14698,2019-03-30,-0.64342,0.48251,2019
14699,2019-03-31,-0.59703,0.58034,2019
14700,2019-04-01,-0.57598,0.63721,2019
14701,2019-04-02,-0.58264,0.64813,2019
14702,2019-04-03,-0.61482,0.61024,2019
14703,2019-04-04,-0.66483,0.52297,2019
14704,2019-04-05,-0.7194,0.389,2019
14705,2019-04-06,-0.76144,0.21587,2019
14706,2019-04-07,-0.77392,0.01696,2019
14707,2019-04-08,-0.7444,-0.18994,2019
14708,2019-04-09,-0.66731,-0.38654,2019
14709,2019-04-10,-0.54282,-0.5579,2019
14710,2019-04-11,-0.37418,-0.69409,2019
14711,2019-04-12,-0.16586,-0.78987,2019
14712,2019-04-13,0.07696,-0.8436,2019
14713,2019-04-14,0.34806,-0.85617,2019
14714,2019-04-15,0.6396,-0.83007,2019
14715,2019-04-16,0.94183,-0.76872,2019
14716,2019-04-17,1.24301,-0.67594,2019
14717,2019-04-18,1.52984,-0.55567,2019
14718,2019-04-19,1.78802,-0.4117,2019
14719,2019-04-20,2.00323,-0.24776,2019
14720,2019-04-21,2.16211,-0.06751,2019
14721,2019-04-22,2.25321,0.12516,2019
14722,2019-04-23,2.26794,0.32594,2019
14723,2019-04-24,2.20116,0.52978,2019
14724,2019-04-25,2.05163,0.73053,2019
14725,2019-04-26,1.82222,0.92073,2019
14726,2019-04-27,1.51996,1.09156,2019
14727,2019-04-28,1.1559,1.23311,2019
14728,2019-04-29,0.74495,1.33514,2019
14729,2019-04-30,0.30533,1.38846,2019
14730,2019-05-01,-0.14238,1.38644,2019
14731,2019-05-02,-0.57671,1.32651,2019
14732,2019-05-03,-0.97734,1.21079,2019
14733,2019-05-04,-1.32704,1.04568,2019
14734,2019-05-05,-1.61319,0.84054,2019
14735,2019-05-06,-1.82847,0.606,2019
14736,2019-05-07,-1.97076,0.35252,2019
14737,2019-05-08,-2.04244,0.08953,2019
14738,2019-05-09,-2.04937,-0.17491,2019
14739,2019-05-10,-1.99981,-0.43404,2019
14740,2019-05-11,-1.90328,-0.68211,2019
14741,2019-05-12,-1.76962,-0.91414,2019
14742,2019-05-13,-1.60819,-1.12568,2019
14743,2019-05-14,-1.42746,-1.31272,2019
14744,2019-05-15,-1.23474,-1.47172,2019
14745,2019-05-16,-1.0363,-1.59978,2019
14746,2019-05-17,-0.8375,-1.69488,2019
14747,2019-05-18,-0.64287,-1.75618,2019
14748,2019-05-19,-0.45594,-1.78417,2019
14749,2019-05-20,-0.27885,-1.78068,2019
14750,2019-05-21,-0.11203,-1.74851,2019
14751,2019-05-22,0.0458,-1.691,2019
14752,2019-05-23,0.19716,-1.61151,2019
14753,2019-05-24,0.34504,-1.51305,2019
14754,2019-05-25,0.49205,-1.39808,2019
14755,2019-05-26,0.63969,-1.26831,2019
14756,2019-05-27,0.7878,-1.12466,2019
14757,2019-05-28,0.93428,-0.96717,2019
14758,2019-05-29,1.07505,-0.79505,2019
14759,2019-05-30,1.20412,-0.60702,2019
14760,2019-05-31,1.31385,-0.40182,2019
14761,2019-06-01,1.39546,-0.17917,2019
14762,2019-06-02,1.43989,0.05911,2019
14763,2019-06-03,1.43917,0.30811,2019
14764,2019-06-04,1.38821,0.55959,2019
14765,2019-06-05,1.28636,0.80306,2019
14766,2019-06-06,1.13809,1.02777,2019
14767,2019-06-07,0.95229,1.2249,2019
14768,2019-06-08,0.74059,1.3887,2019
14769,2019-06-09,0.51559,1.51648,2019
14770,2019-06-10,0.28948,1.60788,2019
14771,2019-06-11,0.07316,1.66398,2019
14772,2019-06-12,-0.12432,1.6866,2019
14773,2019-06-13,-0.29603,1.67792,2019
14774,2019-06-14,-0.43736,1.64026,2019
14775,2019-06-15,-0.54602,1.57615,2019
14776,2019-06-16,-0.62196,1.48838,2019
14777,2019-06-17,-0.66713,1.3802,2019
14778,2019-06-18,-0.68516,1.25543,2019
14779,2019-06-19,-0.68103,1.11856,2019
14780,2019-06-20,-0.66061,0.97469,2019
14781,2019-06-21,-0.63032,0.8293,2019
14782,2019-06-22,-0.59667,0.68784,2019
14783,2019-06-23,-0.56583,0.5552,2019
14784,2019-06-24,-0.54315,0.43505,2019
14785,2019-06-25,-0.53272,0.3293,2019
14786,2019-06-26,-0.53684,0.2378,2019
14787,2019-06-27,-0.55567,0.15834,2019
14788,2019-06-28,-0.58695,0.08713,2019
14789,2019-06-29,-0.62602,0.01966,2019
14790,2019-06-30,-0.66614,-0.04823,2019
14791,2019-07-01,-0.69929,-0.11943,2019
14792,2019-07-02,-0.71715,-0.19504,2019
14793,2019-07-03,-0.71218,-0.27458,2019
14794,2019-07-04,-0.67852,-0.35661,2019
14795,2019-07-05,-0.6126,-0.4395,2019
14796,2019-07-06,-0.51334,-0.52203,2019
14797,2019-07-07,-0.38224,-0.60353,2019
14798,2019-07-08,-0.22316,-0.68372,2019
