,Date,PC1,PC2,year
12419,2013-01-01,0.03285,1.15651,2013
12420,2013-01-02,-0.13444,1.33292,2013
12421,2013-01-03,-0.29549,1.48754,2013
12422,2013-01-04,-0.44726,1.60614,2013
12423,2013-01-05,-0.58594,1.6767,2013
12424,2013-01-06,-0.70672,1.69079,2013
12425,2013-01-07,-0.80462,1.64432,2013
12426,2013-01-08,-0.87598,1.53754,2013
12427,2013-01-09,-0.92006,1.37455,2013
12428,2013-01-10,-0.93972,1.16243,2013
12429,2013-01-11,-0.94098,0.91066,2013
12430,2013-01-12,-0.93172,0.63063,2013
12431,2013-01-13,-0.9201,0.33519,2013
12432,2013-01-14,-0.91306,0.03797,2013
12433,2013-01-15,-0.91525,-0.24742,2013
12434,2013-01-16,-0.9286,-0.50846,2013
12435,2013-01-17,-0.95228,-0.73475,2013
12436,2013-01-18,-0.98327,-0.91884,2013
12437,2013-01-19,-1.01708,-1.05685,2013
12438,2013-01-20,-1.04867,-1.14866,2013
12439,2013-01-21,-1.07309,-1.19775,2013
12440,2013-01-22,-1.08598,-1.21082,2013
12441,2013-01-23,-1.08363,-1.19715,2013
12442,2013-01-24,-1.06289,-1.16792,2013
12443,2013-01-25,-1.0211,-1.13536,2013
12444,2013-01-26,-0.95606,-1.11186,2013
12445,2013-01-27,-0.8663,-1.10889,2013
12446,2013-01-28,-0.75131,-1.13582,2013
12447,2013-01-29,-0.61175,-1.19883,2013
12448,2013-01-30,-0.44934,-1.2999,2013
12449,2013-01-31,-0.26649,-1.43616,2013
12450,2013-02-01,-0.06581,-1.59963,2013
12451,2013-02-02,0.15053,-1.77745,2013
12452,2013-02-03,0.38104,-1.95259,2013
12453,2013-02-04,0.62473,-2.1049,2013
12454,2013-02-05,0.88002,-2.21271,2013
12455,2013-02-06,1.14281,-2.25492,2013
12456,2013-02-07,1.40412,-2.21393,2013
12457,2013-02-08,1.64883,-2.07914,2013
12458,2013-02-09,1.85746,-1.84982,2013
12459,2013-02-10,2.01137,-1.53532,2013
12460,2013-02-11,2.09859,-1.1519,2013
12461,2013-02-12,2.11665,-0.71816,2013
12462,2013-02-13,2.07114,-0.25192,2013
12463,2013-02-14,1.97216,0.23045,2013
12464,2013-02-15,1.8308,0.71333,2013
12465,2013-02-16,1.65669,1.18125,2013
12466,2013-02-17,1.45678,1.61864,2013
12467,2013-02-18,1.23501,2.01027,2013
12468,2013-02-19,0.99277,2.3419,2013
12469,2013-02-20,0.72998,2.6009,2013
12470,2013-02-21,0.44702,2.77681,2013
12471,2013-02-22,0.14724,2.86191,2013
12472,2013-02-23,-0.16014,2.85237,2013
12473,2013-02-24,-0.45847,2.75037,2013
12474,2013-02-25,-0.72588,2.56658,2013
12475,2013-02-26,-0.94191,2.32054,2013
12476,2013-02-27,-1.09514,2.0371,2013
12477,2013-02-28,-1.18628,1.74054,2013
12478,2013-03-01,-1.22548,1.45024,2013
12479,2013-03-02,-1.25032,1.15435,2013
12480,2013-03-03,-1.22124,0.91539,2013
12481,2013-03-04,-1.18341,0.70768,2013
12482,2013-03-05,-1.14684,0.53022,2013
12483,2013-03-06,-1.11828,0.37968,2013
12484,2013-03-07,-1.10179,0.25082,2013
12485,2013-03-08,-1.09934,0.1369,2013
12486,2013-03-09,-1.11114,0.03015,2013
12487,2013-03-10,-1.13575,-0.07781,2013
12488,2013-03-11,-1.1699,-0.19562,2013
12489,2013-03-12,-1.20778,-0.33205,2013
12490,2013-03-13,-1.23991,-0.49577,2013
12491,2013-03-14,-1.25145,-0.69441,2013
12492,2013-03-15,-1.22158,-0.93075,2013
12493,2013-03-16,-1.12853,-1.19454,2013
12494,2013-03-17,-0.96533,-1.45607,2013
12495,2013-03-18,-0.75282,-1.67797,2013
12496,2013-03-19,-0.52503,-1.83829,2013
