,Date,PC1,PC2,year
2192,1985-01-01,-1.33281,-0.7806,1985
2193,1985-01-02,-1.26736,-0.86536,1985
2194,1985-01-03,-1.18386,-0.96482,1985
2195,1985-01-04,-1.08872,-1.07849,1985
2196,1985-01-05,-0.98909,-1.2027,1985
2197,1985-01-06,-0.89269,-1.33142,1985
2198,1985-01-07,-0.80741,-1.45726,1985
2199,1985-01-08,-0.74043,-1.57239,1985
2200,1985-01-09,-0.69713,-1.66922,1985
2201,1985-01-10,-0.67988,-1.74093,1985
2202,1985-01-11,-0.68741,-1.7819,1985
2203,1985-01-12,-0.71467,-1.78842,1985
2204,1985-01-13,-0.75345,-1.75942,1985
2205,1985-01-14,-0.79345,-1.69702,1985
2206,1985-01-15,-0.82351,-1.60674,1985
2207,1985-01-16,-0.83302,-1.4972,1985
2208,1985-01-17,-0.81304,-1.37925,1985
2209,1985-01-18,-0.75721,-1.2647,1985
2210,1985-01-19,-0.66221,-1.16488,1985
2211,1985-01-20,-0.52786,-1.08929,1985
2212,1985-01-21,-0.35688,-1.04461,1985
2213,1985-01-22,-0.15449,-1.03409,1985
2214,1985-01-23,0.07209,-1.05748,1985
2215,1985-01-24,0.31425,-1.11123,1985
2216,1985-01-25,0.56271,-1.18877,1985
2217,1985-01-26,0.8083,-1.28087,1985
2218,1985-01-27,1.04296,-1.37601,1985
2219,1985-01-28,1.26059,-1.46088,1985
2220,1985-01-29,1.45777,-1.52125,1985
2221,1985-01-30,1.634,-1.54304,1985
2222,1985-01-31,1.79149,-1.51356,1985
2223,1985-02-01,1.93428,-1.42272,1985
2224,1985-02-02,2.06692,-1.2639,1985
2225,1985-02-03,2.19282,-1.03443,1985
2226,1985-02-04,2.3125,-0.73575,1985
2227,1985-02-05,2.42218,-0.37348,1985
2228,1985-02-06,2.51343,0.04222,1985
2229,1985-02-07,2.5745,0.49582,1985
2230,1985-02-08,2.59379,0.96568,1985
2231,1985-02-09,2.56439,1.42498,1985
2232,1985-02-10,2.48698,1.84551,1985
2233,1985-02-11,2.36841,2.2031,1985
2234,1985-02-12,2.21713,2.48165,1985
2235,1985-02-13,2.03892,2.67435,1985
2236,1985-02-14,1.83517,2.78249,1985
2237,1985-02-15,1.6039,2.81362,1985
2238,1985-02-16,1.34189,2.77963,1985
2239,1985-02-17,1.04688,2.69488,1985
2240,1985-02-18,0.71915,2.57425,1985
2241,1985-02-19,0.36234,2.43116,1985
2242,1985-02-20,-0.01638,2.27579,1985
2243,1985-02-21,-0.40668,2.11388,1985
2244,1985-02-22,-0.7955,1.9468,1985
2245,1985-02-23,-1.16749,1.77328,1985
2246,1985-02-24,-1.50583,1.59292,1985
2247,1985-02-25,-1.79421,1.40972,1985
2248,1985-02-26,-2.0199,1.23256,1985
2249,1985-02-27,-2.17643,1.07118,1985
2250,1985-02-28,-2.26385,0.93061,1985
2251,1985-03-01,-2.28731,0.80837,1985
2252,1985-03-02,-2.26923,0.65049,1985
