,Date,PC1,PC2,year
6940,1998-01-01,-1.94898,0.39843,1998
6941,1998-01-02,-1.79765,0.15657,1998
6942,1998-01-03,-1.5896,-0.09838,1998
6943,1998-01-04,-1.33087,-0.35139,1998
6944,1998-01-05,-1.03098,-0.58648,1998
6945,1998-01-06,-0.70324,-0.7889,1998
6946,1998-01-07,-0.36416,-0.94742,1998
6947,1998-01-08,-0.03195,-1.05575,1998
6948,1998-01-09,0.27572,-1.11276,1998
6949,1998-01-10,0.54382,-1.12133,1998
6950,1998-01-11,0.76129,-1.08679,1998
6951,1998-01-12,0.92149,-1.01561,1998
6952,1998-01-13,1.02204,-0.91468,1998
6953,1998-01-14,1.06437,-0.79111,1998
6954,1998-01-15,1.05298,-0.65231,1998
6955,1998-01-16,0.99479,-0.50612,1998
6956,1998-01-17,0.89854,-0.36073,1998
6957,1998-01-18,0.77412,-0.22452,1998
6958,1998-01-19,0.63215,-0.10557,1998
6959,1998-01-20,0.48352,-0.011,1998
6960,1998-01-21,0.33894,0.05373,1998
6961,1998-01-22,0.20844,0.08547,1998
6962,1998-01-23,0.10074,0.08376,1998
6963,1998-01-24,0.02258,0.05085,1998
6964,1998-01-25,-0.0218,-0.00875,1998
6965,1998-01-26,-0.03093,-0.08886,1998
6966,1998-01-27,-0.00607,-0.18242,1998
6967,1998-01-28,0.04931,-0.28209,1998
6968,1998-01-29,0.13009,-0.38062,1998
6969,1998-01-30,0.23028,-0.47114,1998
6970,1998-01-31,0.34359,-0.54731,1998
6971,1998-02-01,0.46394,-0.6034,1998
6972,1998-02-02,0.58571,-0.63445,1998
6973,1998-02-03,0.70379,-0.63647,1998
6974,1998-02-04,0.81343,-0.60668,1998
6975,1998-02-05,0.9099,-0.54395,1998
6976,1998-02-06,0.98832,-0.4494,1998
6977,1998-02-07,1.04366,-0.32711,1998
6978,1998-02-08,1.0716,-0.18464,1998
6979,1998-02-09,1.06988,-0.03251,1998
6980,1998-02-10,1.03961,0.11769,1998
6981,1998-02-11,0.98527,0.25587,1998
6982,1998-02-12,0.91324,0.37529,1998
6983,1998-02-13,0.82993,0.47268,1998
6984,1998-02-14,0.74042,0.54742,1998
6985,1998-02-15,0.648,0.60041,1998
6986,1998-02-16,0.55435,0.63322,1998
6987,1998-02-17,0.45991,0.64774,1998
6988,1998-02-18,0.36446,0.64587,1998
6989,1998-02-19,0.26755,0.6295,1998
6990,1998-02-20,0.16892,0.6004,1998
6991,1998-02-21,0.06891,0.56009,1998
6992,1998-02-22,-0.03134,0.50991,1998
6993,1998-02-23,-0.12975,0.4512,1998
6994,1998-02-24,-0.22349,0.38589,1998
6995,1998-02-25,-0.30977,0.31716,1998
