,Date,PC1,PC2,year
0,1979-01-01,0.09207,0.65585,1979
1,1979-01-02,-0.0398,0.70211,1979
2,1979-01-03,-0.20364,0.74207,1979
3,1979-01-04,-0.39361,0.76892,1979
4,1979-01-05,-0.60071,0.77605,1979
5,1979-01-06,-0.81323,0.75842,1979
6,1979-01-07,-1.01774,0.71373,1979
7,1979-01-08,-1.20066,0.64273,1979
8,1979-01-09,-1.3499,0.54853,1979
9,1979-01-10,-1.456,0.43542,1979
10,1979-01-11,-1.51278,0.30764,1979
11,1979-01-12,-1.51746,0.16883,1979
12,1979-01-13,-1.47047,0.02189,1979
13,1979-01-14,-1.37514,-0.13064,1979
14,1979-01-15,-1.23727,-0.28609,1979
15,1979-01-16,-1.06466,-0.44121,1979
16,1979-01-17,-0.86653,-0.59191,1979
17,1979-01-18,-0.65301,-0.7333,1979
18,1979-01-19,-0.43465,-0.86004,1979
19,1979-01-20,-0.22195,-0.96693,1979
20,1979-01-21,-0.02488,-1.04963,1979
21,1979-01-22,0.14762,-1.10541,1979
22,1979-01-23,0.28824,-1.13356,1979
23,1979-01-24,0.39201,-1.13543,1979
24,1979-01-25,0.45684,-1.11417,1979
25,1979-01-26,0.48381,-1.07414,1979
26,1979-01-27,0.47712,-1.02035,1979
27,1979-01-28,0.44354,-0.95803,1979
28,1979-01-29,0.39165,-0.8924,1979
29,1979-01-30,0.33089,-0.8285,1979
30,1979-01-31,0.27068,-0.77106,1979
31,1979-02-01,0.21966,-0.72424,1979
32,1979-02-02,0.18509,-0.69123,1979
33,1979-02-03,0.17257,-0.67387,1979
34,1979-02-04,0.1859,-0.67204,1979
35,1979-02-05,0.22699,-0.68336,1979
36,1979-02-06,0.29568,-0.703,1979
37,1979-02-07,0.3893,-0.7242,1979
38,1979-02-08,0.50215,-0.73943,1979
39,1979-02-09,0.62543,-0.74223,1979
40,1979-02-10,0.74819,-0.72866,1979
41,1979-02-11,0.85924,-0.69747,1979
42,1979-02-12,0.94907,-0.64914,1979
43,1979-02-13,1.01095,-0.5845,1979
44,1979-02-14,1.04125,-0.50396,1979
45,1979-02-15,1.03926,-0.40757,1979
46,1979-02-16,1.00674,-0.29538,1979
47,1979-02-17,0.94749,-0.16793,1979
48,1979-02-18,0.86663,-0.02669,1979
49,1979-02-19,0.76984,0.12586,1979
50,1979-02-20,0.66255,0.28619,1979
51,1979-02-21,0.54926,0.44998,1979
52,1979-02-22,0.43327,0.61244,1979
53,1979-02-23,0.31705,0.76879,1979
54,1979-02-24,0.20338,0.91496,1979
55,1979-02-25,0.09639,1.04848,1979
56,1979-02-26,0.00159,1.169,1979
57,1979-02-27,-0.07577,1.27792,1979
58,1979-02-28,-0.1328,1.37713,1979
59,1979-03-01,-0.16998,1.4677,1979
60,1979-03-02,-0.22329,1.54443,1979
61,1979-03-03,-0.22984,1.61574,1979
62,1979-03-04,-0.23092,1.67545,1979
63,1979-03-05,-0.23451,1.72148,1979
64,1979-03-06,-0.24808,1.75194,1979
65,1979-03-07,-0.27811,1.76509,1979
66,1979-03-08,-0.32979,1.75907,1979
67,1979-03-09,-0.40679,1.73153,1979
68,1979-03-10,-0.51116,1.67918,1979
69,1979-03-11,-0.64326,1.5972,1979
70,1979-03-12,-0.8014,1.47864,1979
71,1979-03-13,-0.98095,1.31358,1979
72,1979-03-14,-1.17187,1.08901,1979
73,1979-03-15,-1.35422,0.79149,1979
74,1979-03-16,-1.49448,0.41758,1979
75,1979-03-17,-1.55426,-0.0097,1979
76,1979-03-18,-1.51619,-0.44161,1979
77,1979-03-19,-1.39596,-0.83405,1979
78,1979-03-20,-1.22294,-1.16828,1979
79,1979-03-21,-1.02085,-1.44307,1979
80,1979-03-22,-0.8044,-1.66192,1979
81,1979-03-23,-0.58227,-1.82742,1979
82,1979-03-24,-0.35991,-1.94047,1979
83,1979-03-25,-0.14093,-2.00097,1979
84,1979-03-26,0.07212,-2.00874,1979
85,1979-03-27,0.27743,-1.96417,1979
86,1979-03-28,0.47357,-1.86866,1979
87,1979-03-29,0.65906,-1.72476,1979
88,1979-03-30,0.83188,-1.53619,1979
89,1979-03-31,0.98886,-1.3077,1979
90,1979-04-01,1.12513,-1.04498,1979
91,1979-04-02,1.23367,-0.75476,1979
92,1979-04-03,1.30527,-0.44537,1979
93,1979-04-04,1.32936,-0.12792,1979
94,1979-04-05,1.29625,0.18228,1979
95,1979-04-06,1.20095,0.46525,1979
96,1979-04-07,1.04711,0.69875,1979
97,1979-04-08,0.84773,0.86385,1979
98,1979-04-09,0.62111,0.95025,1979
99,1979-04-10,0.38497,0.95773,1979
100,1979-04-11,0.1527,0.89388,1979
101,1979-04-12,-0.06698,0.7707,1979
102,1979-04-13,-0.26874,0.6021,1979
103,1979-04-14,-0.4489,0.40239,1979
104,1979-04-15,-0.60426,0.1854,1979
105,1979-04-16,-0.73141,-0.03611,1979
106,1979-04-17,-0.82639,-0.25082,1979
107,1979-04-18,-0.88484,-0.44914,1979
108,1979-04-19,-0.90228,-0.62329,1979
109,1979-04-20,-0.87462,-0.76729,1979
110,1979-04-21,-0.7988,-0.87674,1979
111,1979-04-22,-0.6734,-0.94861,1979
112,1979-04-23,-0.49922,-0.98096,1979
113,1979-04-24,-0.27979,-0.9726,1979
114,1979-04-25,-0.02162,-0.92297,1979
115,1979-04-26,0.26567,-0.83198,1979
116,1979-04-27,0.56952,-0.70018,1979
117,1979-04-28,0.87491,-0.52912,1979
118,1979-04-29,1.16512,-0.32201,1979
119,1979-04-30,1.42292,-0.08441,1979
120,1979-05-01,1.63204,0.17528,1979
121,1979-05-02,1.77867,0.44591,1979
122,1979-05-03,1.85265,0.71456,1979
123,1979-05-04,1.84814,0.96795,1979
124,1979-05-05,1.76351,1.19416,1979
125,1979-05-06,1.60094,1.38374,1979
126,1979-05-07,1.36584,1.53028,1979
127,1979-05-08,1.06641,1.63022,1979
128,1979-05-09,0.71327,1.68232,1979
129,1979-05-10,0.31921,1.6869,1979
130,1979-05-11,-0.10113,1.64518,1979
131,1979-05-12,-0.53169,1.55877,1979
132,1979-05-13,-0.95552,1.4295,1979
133,1979-05-14,-1.35539,1.2596,1979
134,1979-05-15,-1.71459,1.05223,1979
135,1979-05-16,-2.01781,0.81233,1979
136,1979-05-17,-2.25222,0.54723,1979
137,1979-05-18,-2.40865,0.26684,1979
138,1979-05-19,-2.48256,-0.01716,1979
139,1979-05-20,-2.47444,-0.2929,1979
140,1979-05-21,-2.38943,-0.55026,1979
141,1979-05-22,-2.23627,-0.7821,1979
142,1979-05-23,-2.02594,-0.98478,1979
143,1979-05-24,-1.77051,-1.15756,1979
144,1979-05-25,-1.48212,-1.30172,1979
145,1979-05-26,-1.17231,-1.41948,1979
146,1979-05-27,-0.85147,-1.51311,1979
147,1979-05-28,-0.52842,-1.58432,1979
148,1979-05-29,-0.21009,-1.63384,1979
149,1979-05-30,0.09851,-1.66127,1979
150,1979-05-31,0.39402,-1.66508,1979
151,1979-06-01,0.67418,-1.64296,1979
152,1979-06-02,0.93694,-1.59244,1979
153,1979-06-03,1.17964,-1.51187,1979
154,1979-06-04,1.39873,-1.40144,1979
155,1979-06-05,1.59014,-1.26373,1979
156,1979-06-06,1.75021,-1.10337,1979
157,1979-06-07,1.87654,-0.92597,1979
158,1979-06-08,1.96809,-0.73699,1979
159,1979-06-09,2.02476,-0.54097,1979
160,1979-06-10,2.04673,-0.34145,1979
161,1979-06-11,2.0339,-0.14124,1979
162,1979-06-12,1.98566,0.05732,1979
163,1979-06-13,1.9009,0.25203,1979
164,1979-06-14,1.77824,0.44068,1979
165,1979-06-15,1.61644,0.62095,1979
166,1979-06-16,1.4148,0.79023,1979
167,1979-06-17,1.17372,0.94561,1979
168,1979-06-18,0.89512,1.08376,1979
169,1979-06-19,0.58287,1.20097,1979
170,1979-06-20,0.24303,1.29325,1979
171,1979-06-21,-0.11603,1.35655,1979
172,1979-06-22,-0.48371,1.38707,1979
173,1979-06-23,-0.84754,1.38171,1979
174,1979-06-24,-1.19365,1.33859,1979
175,1979-06-25,-1.50748,1.25758,1979
176,1979-06-26,-1.77465,1.14092,1979
177,1979-06-27,-1.98191,0.99375,1979
178,1979-06-28,-2.11831,0.82439,1979
179,1979-06-29,-2.17635,0.64419,1979
180,1979-06-30,-2.15301,0.46656,1979
181,1979-07-01,-2.0504,0.30508,1979
182,1979-07-02,-1.87561,0.17112,1979
183,1979-07-03,-1.63975,0.07165,1979
184,1979-07-04,-1.35648,0.0081,1979
185,1979-07-05,-1.04047,-0.02333,1979
186,1979-07-06,-0.70633,-0.0304,1979
187,1979-07-07,-0.36788,-0.02301,1979
188,1979-07-08,-0.0378,-0.01146,1979
189,1979-07-09,0.2726,-0.00509,1979
190,1979-07-10,0.55367,-0.01138,1979
191,1979-07-11,0.79767,-0.03539,1979
192,1979-07-12,0.99909,-0.07956,1979
