,Date,PC1,PC2,year
13149,2015-01-01,-1.34066,0.97123,2015
13150,2015-01-02,-1.67979,0.9826,2015
13151,2015-01-03,-1.97452,0.9691,2015
13152,2015-01-04,-2.21228,0.92667,2015
13153,2015-01-05,-2.38206,0.85434,2015
13154,2015-01-06,-2.47536,0.75488,2015
13155,2015-01-07,-2.48726,0.63409,2015
13156,2015-01-08,-2.4175,0.49893,2015
13157,2015-01-09,-2.27088,0.3553,2015
13158,2015-01-10,-2.05696,0.20679,2015
13159,2015-01-11,-1.7891,0.0547,2015
13160,2015-01-12,-1.48328,-0.10093,2015
13161,2015-01-13,-1.15673,-0.25992,2015
13162,2015-01-14,-0.82661,-0.4209,2015
13163,2015-01-15,-0.5088,-0.5807,2015
13164,2015-01-16,-0.21683,-0.73454,2015
13165,2015-01-17,0.03888,-0.8765,2015
13166,2015-01-18,0.25143,-1.00049,2015
13167,2015-01-19,0.41749,-1.10121,2015
13168,2015-01-20,0.53702,-1.17492,2015
13169,2015-01-21,0.61279,-1.22,2015
13170,2015-01-22,0.64984,-1.23706,2015
13171,2015-01-23,0.65494,-1.22863,2015
13172,2015-01-24,0.63607,-1.19864,2015
13173,2015-01-25,0.60194,-1.15184,2015
13174,2015-01-26,0.56137,-1.0933,2015
13175,2015-01-27,0.52263,-1.02807,2015
13176,2015-01-28,0.49278,-0.96095,2015
13177,2015-01-29,0.4771,-0.89622,2015
13178,2015-01-30,0.47875,-0.83733,2015
13179,2015-01-31,0.49868,-0.78648,2015
13180,2015-02-01,0.53584,-0.74422,2015
13181,2015-02-02,0.58755,-0.70916,2015
13182,2015-02-03,0.65,-0.67788,2015
13183,2015-02-04,0.71856,-0.64523,2015
13184,2015-02-05,0.7881,-0.605,2015
13185,2015-02-06,0.85291,-0.55106,2015
13186,2015-02-07,0.90672,-0.47891,2015
13187,2015-02-08,0.94307,-0.38707,2015
13188,2015-02-09,0.9564,-0.27788,2015
13189,2015-02-10,0.94364,-0.15661,2015
13190,2015-02-11,0.90545,-0.02957,2015
13191,2015-02-12,0.84613,0.09778,2015
13192,2015-02-13,0.77252,0.22142,2015
13193,2015-02-14,0.69259,0.3385,2015
13194,2015-02-15,0.6142,0.44664,2015
13195,2015-02-16,0.54417,0.5436,2015
13196,2015-02-17,0.48771,0.62728,2015
13197,2015-02-18,0.44798,0.69619,2015
13198,2015-02-19,0.42595,0.74994,2015
13199,2015-02-20,0.42041,0.78978,2015
13200,2015-02-21,0.42824,0.81886,2015
13201,2015-02-22,0.44477,0.84196,2015
13202,2015-02-23,0.46436,0.8647,2015
13203,2015-02-24,0.48102,0.89211,2015
13204,2015-02-25,0.48914,0.92722,2015
13205,2015-02-26,0.48373,0.9705,2015
13206,2015-02-27,0.46043,1.02048,2015
13207,2015-02-28,0.41531,1.075,2015
13208,2015-03-01,0.34497,1.13202,2015
13209,2015-03-02,0.22375,1.19479,2015
13210,2015-03-03,0.10001,1.2494,2015
13211,2015-03-04,-0.05024,1.30114,2015
13212,2015-03-05,-0.22509,1.34721,2015
13213,2015-03-06,-0.42117,1.38335,2015
13214,2015-03-07,-0.63401,1.40373,2015
