,Date,PC1,PC2,year
7670,2000-01-01,0.6327,-0.52139,2000
7671,2000-01-02,0.68528,-0.40508,2000
7672,2000-01-03,0.71597,-0.28711,2000
7673,2000-01-04,0.72247,-0.17318,2000
7674,2000-01-05,0.7042,-0.06864,2000
7675,2000-01-06,0.66272,0.02198,2000
7676,2000-01-07,0.6018,0.0955,2000
7677,2000-01-08,0.52689,0.15077,2000
7678,2000-01-09,0.44431,0.18876,2000
7679,2000-01-10,0.36034,0.21225,2000
7680,2000-01-11,0.28059,0.22498,2000
7681,2000-01-12,0.20962,0.23074,2000
7682,2000-01-13,0.15082,0.23261,2000
7683,2000-01-14,0.10629,0.23259,2000
7684,2000-01-15,0.0769,0.23155,2000
7685,2000-01-16,0.06231,0.22941,2000
7686,2000-01-17,0.06104,0.22558,2000
7687,2000-01-18,0.0706,0.21938,2000
7688,2000-01-19,0.08768,0.21042,2000
7689,2000-01-20,0.1084,0.19882,2000
7690,2000-01-21,0.1285,0.18524,2000
7691,2000-01-22,0.14375,0.17077,2000
7692,2000-01-23,0.1502,0.15672,2000
7693,2000-01-24,0.14457,0.14439,2000
7694,2000-01-25,0.12464,0.13493,2000
7695,2000-01-26,0.08954,0.12925,2000
7696,2000-01-27,0.04001,0.12791,2000
7697,2000-01-28,-0.02162,0.13098,2000
7698,2000-01-29,-0.0915,0.13796,2000
7699,2000-01-30,-0.16472,0.1476,2000
7700,2000-01-31,-0.23573,0.15784,2000
7701,2000-02-01,-0.29896,0.16586,2000
7702,2000-02-02,-0.34932,0.16834,2000
7703,2000-02-03,-0.38262,0.16179,2000
7704,2000-02-04,-0.39573,0.14312,2000
7705,2000-02-05,-0.38665,0.1103,2000
7706,2000-02-06,-0.3543,0.06299,2000
7707,2000-02-07,-0.29854,0.00292,2000
7708,2000-02-08,-0.22038,-0.06615,2000
7709,2000-02-09,-0.12245,-0.13933,2000
7710,2000-02-10,-0.00943,-0.2119,2000
7711,2000-02-11,0.11223,-0.28028,2000
