,Date,PC1,PC2,year
365,1980-01-01,-0.11525,0.27416,1980
366,1980-01-02,-0.08719,0.32828,1980
367,1980-01-03,-0.05456,0.36795,1980
368,1980-01-04,-0.02078,0.39472,1980
369,1980-01-05,0.01145,0.41052,1980
370,1980-01-06,0.04048,0.4176,1980
371,1980-01-07,0.06582,0.41836,1980
372,1980-01-08,0.088,0.41547,1980
373,1980-01-09,0.10841,0.41179,1980
374,1980-01-10,0.12905,0.4103,1980
375,1980-01-11,0.15245,0.41383,1980
376,1980-01-12,0.18142,0.4247,1980
377,1980-01-13,0.21886,0.44426,1980
378,1980-01-14,0.26731,0.47263,1980
379,1980-01-15,0.32851,0.5085,1980
380,1980-01-16,0.40303,0.54922,1980
381,1980-01-17,0.48992,0.59099,1980
382,1980-01-18,0.58661,0.62928,1980
383,1980-01-19,0.68905,0.65926,1980
384,1980-01-20,0.79199,0.67624,1980
385,1980-01-21,0.88937,0.67605,1980
386,1980-01-22,0.97475,0.65541,1980
387,1980-01-23,1.04156,0.61226,1980
388,1980-01-24,1.08335,0.54612,1980
389,1980-01-25,1.09393,0.45848,1980
390,1980-01-26,1.06769,0.35306,1980
391,1980-01-27,1.00012,0.23576,1980
392,1980-01-28,0.88843,0.11438,1980
393,1980-01-29,0.73231,-0.00217,1980
394,1980-01-30,0.53445,-0.10484,1980
395,1980-01-31,0.30082,-0.18564,1980
396,1980-02-01,0.04047,-0.23875,1980
397,1980-02-02,-0.23512,-0.26151,1980
398,1980-02-03,-0.51297,-0.25492,1980
399,1980-02-04,-0.77986,-0.22364,1980
400,1980-02-05,-1.02339,-0.17521,1980
401,1980-02-06,-1.23283,-0.11841,1980
402,1980-02-07,-1.39955,-0.06099,1980
403,1980-02-08,-1.51695,-0.0074,1980
404,1980-02-09,-1.58029,0.04218,1980
405,1980-02-10,-1.58662,0.09037,1980
406,1980-02-11,-1.53497,0.13929,1980
407,1980-02-12,-1.42662,0.1877,1980
408,1980-02-13,-1.26542,0.23017,1980
409,1980-02-14,-1.05803,0.25848,1980
410,1980-02-15,-0.81377,0.26381,1980
411,1980-02-16,-0.54404,0.23903,1980
412,1980-02-17,-0.26133,0.18027,1980
413,1980-02-18,0.02209,0.08782,1980
414,1980-02-19,0.29542,-0.03361,1980
415,1980-02-20,0.5504,-0.17532,1980
416,1980-02-21,0.78184,-0.32564,1980
417,1980-02-22,0.98729,-0.47156,1980
418,1980-02-23,1.1658,-0.60099,1980
419,1980-02-24,1.31599,-0.70543,1980
420,1980-02-25,1.43462,-0.78177,1980
421,1980-02-26,1.51678,-0.83198,1980
422,1980-02-27,1.55789,-0.86006,1980
423,1980-02-28,1.55586,-0.86848,1980
424,1980-02-29,1.51202,-0.85646,1980
425,1980-03-01,1.44609,-0.79224,1980
426,1980-03-02,1.33093,-0.73416,1980
427,1980-03-03,1.19241,-0.6437,1980
428,1980-03-04,1.03915,-0.51762,1980
429,1980-03-05,0.87886,-0.3556,1980
430,1980-03-06,0.71755,-0.16026,1980
431,1980-03-07,0.55895,0.06308,1980
432,1980-03-08,0.40407,0.3068,1980
433,1980-03-09,0.2508,0.56141,1980
434,1980-03-10,0.09375,0.81583,1980
435,1980-03-11,-0.07599,1.05732,1980
436,1980-03-12,-0.27067,1.27077,1980
437,1980-03-13,-0.50444,1.43704,1980
438,1980-03-14,-0.78802,1.53156,1980
439,1980-03-15,-1.11654,1.52819,1980
440,1980-03-16,-1.45741,1.41557,1980
441,1980-03-17,-1.76228,1.21426,1980
442,1980-03-18,-1.99978,0.96413,1980
443,1980-03-19,-2.16614,0.69602,1980
444,1980-03-20,-2.27072,0.42381,1980
445,1980-03-21,-2.32361,0.15169,1980
446,1980-03-22,-2.33176,-0.11896,1980
447,1980-03-23,-2.29891,-0.38654,1980
448,1980-03-24,-2.22638,-0.64847,1980
449,1980-03-25,-2.11385,-0.90125,1980
450,1980-03-26,-1.96003,-1.14069,1980
451,1980-03-27,-1.7632,-1.3621,1980
452,1980-03-28,-1.52178,-1.56033,1980
453,1980-03-29,-1.23479,-1.72956,1980
454,1980-03-30,-0.90245,-1.86303,1980
