,Date,PC1,PC2,year
6575,1997-01-01,-1.28576,-1.72363,1997
6576,1997-01-02,-1.0034,-1.8132,1997
6577,1997-01-03,-0.73464,-1.88634,1997
6578,1997-01-04,-0.48796,-1.94176,1997
6579,1997-01-05,-0.2704,-1.97879,1997
6580,1997-01-06,-0.08731,-1.99774,1997
6581,1997-01-07,0.05808,-1.99972,1997
6582,1997-01-08,0.16522,-1.98601,1997
6583,1997-01-09,0.23664,-1.95727,1997
6584,1997-01-10,0.27774,-1.91302,1997
6585,1997-01-11,0.29624,-1.85166,1997
6586,1997-01-12,0.30121,-1.77092,1997
6587,1997-01-13,0.30198,-1.66866,1997
6588,1997-01-14,0.30721,-1.54352,1997
6589,1997-01-15,0.32396,-1.3954,1997
6590,1997-01-16,0.35701,-1.22568,1997
6591,1997-01-17,0.40841,-1.03721,1997
6592,1997-01-18,0.47736,-0.83424,1997
6593,1997-01-19,0.56042,-0.62221,1997
6594,1997-01-20,0.65208,-0.40762,1997
6595,1997-01-21,0.74572,-0.1979,1997
6596,1997-01-22,0.83463,-0.00116,1997
6597,1997-01-23,0.91306,0.17418,1997
6598,1997-01-24,0.97693,0.32006,1997
6599,1997-01-25,1.02413,0.42959,1997
6600,1997-01-26,1.05446,0.49793,1997
6601,1997-01-27,1.06933,0.52303,1997
6602,1997-01-28,1.07141,0.50594,1997
6603,1997-01-29,1.06438,0.45096,1997
6604,1997-01-30,1.0528,0.36529,1997
6605,1997-01-31,1.04199,0.25858,1997
6606,1997-02-01,1.03785,0.14232,1997
6607,1997-02-02,1.04645,0.0292,1997
6608,1997-02-03,1.07347,-0.06743,1997
6609,1997-02-04,1.12323,-0.13415,1997
6610,1997-02-05,1.1975,-0.15799,1997
6611,1997-02-06,1.29422,-0.12744,1997
6612,1997-02-07,1.40652,-0.03395,1997
6613,1997-02-08,1.52298,0.12581,1997
6614,1997-02-09,1.62971,0.34809,1997
6615,1997-02-10,1.71386,0.62182,1997
6616,1997-02-11,1.76647,0.93077,1997
6617,1997-02-12,1.78312,1.25683,1997
6618,1997-02-13,1.76255,1.58257,1997
6619,1997-02-14,1.70475,1.8923,1997
6620,1997-02-15,1.60958,2.17231,1997
6621,1997-02-16,1.47636,2.41076,1997
6622,1997-02-17,1.30392,2.59766,1997
6623,1997-02-18,1.09121,2.72485,1997
