-9.292461276054382324e-01,1.531699150800704956e-01
-1.051154136657714844e+00,-2.666247487068176270e-01
-9.295617938041687012e-01,-7.640383243560791016e-01
-8.481366634368896484e-01,-1.202144742012023926e+00
-6.827165484428405762e-01,-1.707291126251220703e+00
-4.424979984760284424e-01,-2.049690723419189453e+00
-2.970655858516693115e-01,-2.268144369125366211e+00
-2.230357676744461060e-01,-2.387179136276245117e+00
-1.111685633659362793e-01,-2.586434125900268555e+00
6.304456293582916260e-02,-2.933372974395751953e+00
1.524121016263961792e-01,-3.100181579589843750e+00
2.886004745960235596e-01,-3.137453317642211914e+00
4.327824711799621582e-01,-3.078908443450927734e+00
5.335740447044372559e-01,-2.955774784088134766e+00
6.688526272773742676e-01,-3.087995767593383789e+00
6.868791580200195312e-01,-2.851290941238403320e+00
4.707176387310028076e-01,-2.644516229629516602e+00
4.556697010993957520e-01,-2.403024435043334961e+00
5.719383358955383301e-01,-2.089146137237548828e+00
7.892541885375976562e-01,-1.996019721031188965e+00
8.920817375183105469e-01,-2.033896207809448242e+00
1.101771473884582520e+00,-2.067255020141601562e+00
1.242887735366821289e+00,-1.863135337829589844e+00
1.295306205749511719e+00,-1.523126959800720215e+00
1.294374346733093262e+00,-1.269040584564208984e+00
1.229786396026611328e+00,-1.076200366020202637e+00
1.192239046096801758e+00,-7.428551316261291504e-01
1.230661630630493164e+00,-4.276330173015594482e-01
1.069732189178466797e+00,4.260112047195434570e-01
1.007170200347900391e+00,8.700244426727294922e-01
9.146208167076110840e-01,1.220337152481079102e+00
8.855964541435241699e-01,1.278998494148254395e+00
8.369129300117492676e-01,1.442660093307495117e+00
5.969111323356628418e-01,1.641182303428649902e+00
5.662232041358947754e-01,1.621448874473571777e+00
5.892466902732849121e-01,1.495731472969055176e+00
5.763332247734069824e-01,1.357363462448120117e+00
6.190075874328613281e-01,1.309081196784973145e+00
7.789639830589294434e-01,1.104326486587524414e+00
9.305741190910339355e-01,6.509884595870971680e-01
9.342142939567565918e-01,4.261902272701263428e-01
8.610367178916931152e-01,4.811140596866607666e-01
7.758892178535461426e-01,7.256857752799987793e-01
4.856841266155242920e-01,1.008629679679870605e+00
3.727020919322967529e-01,9.085479974746704102e-01
9.342864155769348145e-02,7.176436185836791992e-01
-1.409111171960830688e-01,6.586257815361022949e-01
-2.575631141662597656e-01,6.708223819732666016e-01
-3.290915191173553467e-01,6.126066446304321289e-01
-3.886880576610565186e-01,5.307229757308959961e-01
-5.039560198783874512e-01,4.981373846530914307e-01
-5.024520754814147949e-01,5.077116489410400391e-01
-4.358600676059722900e-01,4.597543776035308838e-01
-3.511611819267272949e-01,3.506178855895996094e-01
-2.766497135162353516e-01,2.460505664348602295e-01
-1.071212440729141235e-01,-1.194879040122032166e-01
-4.703315719962120056e-02,-3.584981262683868408e-01
1.147528588771820068e-01,-4.973918497562408447e-01
1.998354494571685791e-01,-6.252759099006652832e-01
1.112843751907348633e-01,-7.142947912216186523e-01
7.307082414627075195e-02,-7.489790916442871094e-01
-7.498286664485931396e-02,-7.319771051406860352e-01
-1.059371083974838257e-01,-6.948503255844116211e-01
-3.698484599590301514e-01,-6.092712879180908203e-01
-4.958349168300628662e-01,-5.769452452659606934e-01
-4.727301001548767090e-01,-6.622792482376098633e-01
-4.019060432910919189e-01,-7.745087146759033203e-01
-2.738437652587890625e-01,-8.641225099563598633e-01
-2.094664797186851501e-02,-9.715801477432250977e-01
