,Date,PC1,PC2,phase,amplitude,year
9497,2005-01-01,0.7679515,-0.9950701,3,1.2569463,2005
9498,2005-01-02,1.0809551,-0.9211044,4,1.4201752,2005
9499,2005-01-03,1.3919451,-0.9336642,4,1.6760788,2005
9500,2005-01-04,1.6238394,-0.8238122,4,1.8208572,2005
9501,2005-01-05,1.6541151,-0.4667975,4,1.7187194,2005
9502,2005-01-06,1.5200697,0.0110481,5,1.5201099,2005
9503,2005-01-07,1.3179977,0.46399,5,1.3972847,2005
9504,2005-01-08,1.1501598,0.76072,5,1.3789716,2005
9505,2005-01-09,0.9235089,0.9622313,6,1.3337008,2005
9506,2005-01-10,0.5303895,0.8901225,6,1.0361617,2005
9507,2005-01-11,0.2557282,0.7572147,6,0.7992315,2005
9508,2005-01-12,0.2412468,0.8156255,6,0.8505557,2005
9509,2005-01-13,0.2656585,0.8098419,6,0.8523018,2005
9510,2005-01-14,0.1010806,0.7832071,6,0.7897029,2005
9511,2005-01-15,0.2965537,0.8762915,6,0.9251112,2005
9512,2005-01-16,0.3986746,1.0981748,6,1.1683019,2005
9513,2005-01-17,0.2703893,1.0574344,6,1.0914568,2005
9514,2005-01-18,0.1906955,1.1293211,6,1.1453083,2005
9515,2005-01-19,-0.0571241,1.1596977,7,1.1611037,2005
9516,2005-01-20,-0.4255127,0.9048942,7,0.9999472,2005
9517,2005-01-21,-0.8526152,0.5695838,8,1.0253674,2005
9518,2005-01-22,-0.7789373,0.4085306,8,0.8795683,2005
9519,2005-01-23,-0.5392097,0.164103,8,0.5636283,2005
9520,2005-01-24,-0.2091802,0.1176835,8,0.240012,2005
9521,2005-01-25,0.2180621,0.1211091,5,0.2494363,2005
9522,2005-01-26,0.3874095,0.1166636,5,0.4045943,2005
9523,2005-01-27,0.5583842,0.0886888,5,0.5653836,2005
9524,2005-01-28,0.6766952,0.0749861,5,0.6808373,2005
9525,2005-01-29,0.5386001,0.1233784,5,0.5525507,2005
9526,2005-01-30,0.7186208,0.3532369,5,0.8007448,2005
9527,2005-01-31,0.9596827,0.8618447,5,1.289871,2005
9528,2005-02-01,0.8233432,1.0036547,6,1.298159,2005
9529,2005-02-02,0.4503591,1.2209218,6,1.3013352,2005
9530,2005-02-03,0.296209,1.4212757,6,1.4518142,2005
9531,2005-02-04,0.2235829,1.5089576,6,1.5254319,2005
9532,2005-02-05,0.2527274,1.5463268,6,1.5668432,2005
9533,2005-02-06,0.1517065,1.5778387,6,1.5851151,2005
9534,2005-02-07,-0.1085131,1.7083479,7,1.7117907,2005
9535,2005-02-08,-0.394182,1.6267488,7,1.6738254,2005
9536,2005-02-09,-0.4418875,1.6173565,7,1.6766355,2005
9537,2005-02-10,-0.7383411,1.5437371,7,1.7112194,2005
9538,2005-02-11,-0.9843851,1.5589288,7,1.8437117,2005
9539,2005-02-12,-1.0632972,1.6912005,7,1.9976887,2005
9540,2005-02-13,-0.989472,1.3762929,7,1.6950625,2005
9541,2005-02-14,-0.9170697,0.9275413,7,1.304358,2005
9542,2005-02-15,-0.6538011,0.6671199,7,0.9340797,2005
9543,2005-02-16,-0.317542,0.5457563,7,0.6314134,2005
9544,2005-02-17,0.0257411,0.4669265,6,0.4676355,2005
9545,2005-02-18,0.0238512,0.5070494,6,0.5076101,2005
9546,2005-02-19,-0.0284777,0.4995307,7,0.5003418,2005
9547,2005-02-20,-0.0868997,0.4193004,7,0.4282107,2005
9548,2005-02-21,-0.1953533,0.3559944,7,0.4060726,2005
9549,2005-02-22,-0.4326668,0.6034639,7,0.7425424,2005
9550,2005-02-23,-0.4530889,0.5727367,7,0.7302855,2005
9551,2005-02-24,-0.6246936,0.4549539,8,0.7728035,2005
9552,2005-02-25,-0.8349061,0.1559355,8,0.8493434,2005
9553,2005-02-26,-0.9895087,0.2378824,8,1.0177011,2005
9554,2005-02-27,-1.2587696,0.3011361,8,1.294289,2005
9555,2005-02-28,-1.1591041,-0.1591508,1,1.1699792,2005
9556,2005-03-01,-1.0168893,-0.0898447,1,1.0208507,2005
9557,2005-03-02,-1.0094259,0.0845904,8,1.012964,2005
9558,2005-03-03,-1.0626414,0.3551463,8,1.1204176,2005
9559,2005-03-04,-1.1150206,0.7792199,8,1.3603141,2005
9560,2005-03-05,-1.462533,1.0265925,8,1.7868674,2005
9561,2005-03-06,-1.4743729,0.9425948,8,1.7499316,2005
9562,2005-03-07,-1.4793009,0.9776844,8,1.7731886,2005
9563,2005-03-08,-1.4489702,0.7131545,8,1.6149626,2005
9564,2005-03-09,-1.1777577,0.8160074,8,1.4328228,2005
9565,2005-03-10,-0.7277501,0.7898746,7,1.0740215,2005
9566,2005-03-11,-0.6196344,0.686841,7,0.9250391,2005
9567,2005-03-12,-0.751218,0.4963348,8,0.9003758,2005
9568,2005-03-13,-0.7276502,0.1770426,8,0.7488785,2005
9569,2005-03-14,-0.691006,-0.3237062,1,0.7630695,2005
9570,2005-03-15,-0.8806424,-0.4239357,1,0.9773703,2005
9571,2005-03-16,-1.1689203,-0.622989,1,1.3245716,2005
9572,2005-03-17,-0.8487421,-0.6419612,1,1.0641792,2005
9573,2005-03-18,-0.5333817,-0.8249937,2,0.9824004,2005
9574,2005-03-19,-0.4138996,-1.3047427,2,1.3688194,2005
9575,2005-03-20,-0.0457469,-1.5864067,2,1.5870662,2005
9576,2005-03-21,0.0447803,-1.6090692,3,1.6096922,2005
9577,2005-03-22,0.1904985,-1.6736004,3,1.6844074,2005
9578,2005-03-23,0.5650772,-1.8449051,3,1.9295044,2005
9579,2005-03-24,0.5564751,-1.9234307,3,2.0023112,2005
9580,2005-03-25,0.5349846,-2.1654913,3,2.2305968,2005
9581,2005-03-26,0.7858921,-2.2926252,3,2.4235833,2005
9582,2005-03-27,0.7693369,-2.4589009,3,2.5764458,2005
9583,2005-03-28,0.9375516,-2.5578675,3,2.7242777,2005
9584,2005-03-29,1.2011828,-2.5537601,3,2.82215,2005
9585,2005-03-30,1.4758511,-2.6888709,3,3.0672729,2005
9586,2005-03-31,1.9240973,-2.7132983,3,3.3262799,2005
9587,2005-04-01,2.0941978,-2.6863866,3,3.4062204,2005
9588,2005-04-02,2.2280529,-2.5950902,3,3.4203382,2005
9589,2005-04-03,2.4614747,-2.4932809,3,3.5036135,2005
9590,2005-04-04,2.662508,-2.4165716,4,3.5956595,2005
9591,2005-04-05,2.4520319,-2.1997364,4,3.2941313,2005
9592,2005-04-06,2.5591352,-1.8253837,4,3.1434374,2005
9593,2005-04-07,2.8120944,-1.4951047,4,3.1848412,2005
9594,2005-04-08,2.8038135,-1.1054705,4,3.0138738,2005
9595,2005-04-09,2.6194503,-0.5663126,4,2.6799681,2005
9596,2005-04-10,2.4593496,-0.2236701,4,2.4694996,2005
9597,2005-04-11,2.156188,0.2322922,5,2.1686647,2005
9598,2005-04-12,1.9972711,0.7261467,5,2.1251779,2005
9599,2005-04-13,1.7606547,1.21141,5,2.1371522,2005
9600,2005-04-14,1.3477763,1.7700031,6,2.2247274,2005
9601,2005-04-15,0.6833981,2.1878736,6,2.2921221,2005
9602,2005-04-16,0.0598367,2.1696525,6,2.1704774,2005
9603,2005-04-17,-0.5745401,2.2050035,7,2.278626,2005
9604,2005-04-18,-1.3722066,1.8514777,7,2.3045435,2005
9605,2005-04-19,-1.8754483,1.7742497,8,2.5817182,2005
9606,2005-04-20,-2.1484909,1.7770866,8,2.7881982,2005
9607,2005-04-21,-2.2025335,1.6750225,8,2.767102,2005
9608,2005-04-22,-2.1529758,1.3741032,8,2.5541074,2005
9609,2005-04-23,-2.1225414,1.3944777,8,2.5396359,2005
9610,2005-04-24,-2.2119119,1.1613706,8,2.4982665,2005
9611,2005-04-25,-1.9156728,0.6848618,8,2.0344133,2005
9612,2005-04-26,-1.8707829,0.2272149,8,1.8845305,2005
9613,2005-04-27,-2.0084889,-0.0049122,1,2.0084949,2005
9614,2005-04-28,-1.8175853,-0.0460952,1,1.8181697,2005
9615,2005-04-29,-1.520856,-0.3443272,1,1.5593474,2005
9616,2005-04-30,-1.2251015,-0.911339,1,1.5268964,2005
9617,2005-05-01,-0.927824,-1.4998612,2,1.7636443,2005
9618,2005-05-02,-0.6224793,-1.8445593,2,1.9467613,2005
9619,2005-05-03,0.0946179,-2.2389338,3,2.2409322,2005
9620,2005-05-04,0.7109448,-2.2909851,3,2.3987613,2005
9621,2005-05-05,1.310914,-2.1157937,3,2.4889915,2005
9622,2005-05-06,1.7563039,-1.9730532,3,2.6415038,2005
9623,2005-05-07,2.0688012,-1.8084704,4,2.747818,2005
9624,2005-05-08,2.2386642,-1.2242979,4,2.5515726,2005
9625,2005-05-09,2.3847885,-0.4886695,4,2.4343405,2005
9626,2005-05-10,2.2833784,0.2019454,5,2.2922912,2005
9627,2005-05-11,1.9275051,0.836863,5,2.1013367,2005
9628,2005-05-12,1.2154601,1.2683437,6,1.7567126,2005
9629,2005-05-13,0.6054323,1.2548361,6,1.3932558,2005
9630,2005-05-14,0.1093236,1.4439529,6,1.4480855,2005
9631,2005-05-15,-0.1241942,1.5903599,7,1.5952018,2005
9632,2005-05-16,-0.414278,1.7515181,7,1.799845,2005
9633,2005-05-17,-0.6854292,1.6999937,7,1.8329735,2005
9634,2005-05-18,-0.9585619,1.5312479,7,1.8065329,2005
9635,2005-05-19,-1.1644851,1.3676162,7,1.796218,2005
9636,2005-05-20,-1.3598045,1.0689113,8,1.7296357,2005
