,Date,PC1,PC2,phase,amplitude,year
5479,1994-01-01,-0.0773536,0.4859029,7,0.4920216,1994
5480,1994-01-02,-0.0813121,0.2161002,7,0.2308916,1994
5481,1994-01-03,-0.2941179,0.3655528,7,0.4691846,1994
5482,1994-01-04,-0.5239855,0.5123848,8,0.7328704,1994
5483,1994-01-05,-0.3218994,0.5002422,7,0.5948625,1994
5484,1994-01-06,-0.3865384,0.2842021,8,0.4797736,1994
5485,1994-01-07,-0.6363273,0.3689857,8,0.7355698,1994
5486,1994-01-08,-0.5615767,0.4214012,8,0.7021021,1994
5487,1994-01-09,-0.5364123,0.2341087,8,0.5852734,1994
5488,1994-01-10,-0.6879102,0.0316406,8,0.6886374,1994
5489,1994-01-11,-0.6475901,-0.2898195,1,0.7094845,1994
5490,1994-01-12,-0.6937386,-0.2296263,1,0.730754,1994
5491,1994-01-13,-0.6690237,-0.2078201,1,0.7005582,1994
5492,1994-01-14,-0.5699621,-0.2046792,1,0.6055992,1994
5493,1994-01-15,-0.3155038,-0.3843899,2,0.497291,1994
5494,1994-01-16,0.1135969,-0.8087386,3,0.8166776,1994
5495,1994-01-17,0.161998,-0.9449433,3,0.958729,1994
5496,1994-01-18,0.192392,-0.8290524,3,0.8510833,1994
5497,1994-01-19,0.4318053,-0.709322,3,0.8304178,1994
5498,1994-01-20,0.6900855,-0.3156578,4,0.758853,1994
5499,1994-01-21,0.7386003,-0.3500641,4,0.8173587,1994
5500,1994-01-22,0.563288,-0.6419494,3,0.8540447,1994
5501,1994-01-23,0.5345835,-0.8040564,3,0.9655497,1994
5502,1994-01-24,0.3639989,-0.6360947,3,0.732879,1994
5503,1994-01-25,0.3291996,-0.6888231,3,0.7634459,1994
5504,1994-01-26,0.0863238,-0.6283108,3,0.6342131,1994
5505,1994-01-27,-0.3569783,-0.3792244,2,0.5208116,1994
5506,1994-01-28,-0.5625635,-0.4649345,1,0.7298232,1994
5507,1994-01-29,-0.6466852,-0.704784,2,0.9565157,1994
5508,1994-01-30,-0.7769182,-0.8202323,2,1.1297712,1994
5509,1994-01-31,-0.7614158,-1.0227069,2,1.2750229,1994
5510,1994-02-01,-0.7699749,-1.1892288,2,1.4167309,1994
5511,1994-02-02,-0.8331026,-1.2602471,2,1.5107226,1994
5512,1994-02-03,-0.7501978,-1.4085344,2,1.5958589,1994
5513,1994-02-04,-0.4101703,-1.5264003,2,1.5805497,1994
5514,1994-02-05,-0.0523476,-1.6415094,2,1.6423439,1994
5515,1994-02-06,0.1414893,-1.7933065,3,1.7988795,1994
5516,1994-02-07,0.3487362,-1.7894149,3,1.8230805,1994
5517,1994-02-08,0.7269865,-1.728882,3,1.8755112,1994
5518,1994-02-09,0.8706953,-1.6715667,3,1.8847402,1994
5519,1994-02-10,0.7508324,-1.75352,3,1.9075067,1994
5520,1994-02-11,0.864553,-1.8005164,3,1.997326,1994
5521,1994-02-12,1.0140365,-1.8475529,3,2.1075394,1994
5522,1994-02-13,1.1209935,-1.7759695,3,2.1001654,1994
5523,1994-02-14,1.4448917,-1.5712336,3,2.134593,1994
5524,1994-02-15,1.7666242,-1.24028,4,2.158531,1994
5525,1994-02-16,2.0826385,-0.7518672,4,2.2142015,1994
5526,1994-02-17,2.2272749,-0.1186972,4,2.2304356,1994
5527,1994-02-18,2.262502,0.5020496,5,2.3175352,1994
5528,1994-02-19,2.0770011,0.8708481,5,2.2521789,1994
5529,1994-02-20,1.8086615,1.2620589,5,2.2054589,1994
5530,1994-02-21,1.7611626,1.6972911,5,2.4459131,1994
5531,1994-02-22,1.3531815,1.7869347,6,2.2414806,1994
5532,1994-02-23,0.7901115,1.5776283,6,1.7644225,1994
5533,1994-02-24,0.4518805,1.8152446,6,1.870644,1994
5534,1994-02-25,0.1286109,1.7331353,6,1.7379007,1994
5535,1994-02-26,0.045723,1.6324729,6,1.6331131,1994
5536,1994-02-27,-0.3025855,1.709641,7,1.7362114,1994
5537,1994-02-28,-0.5081013,1.5930473,7,1.6721144,1994
5538,1994-03-01,-0.6976647,1.2764966,7,1.4547095,1994
5539,1994-03-02,-1.122722,0.9443532,8,1.4670745,1994
5540,1994-03-03,-1.3679756,0.6124626,8,1.4988221,1994
5541,1994-03-04,-1.1037953,0.4927737,8,1.2087969,1994
5542,1994-03-05,-0.6954541,0.3217079,8,0.7662587,1994
5543,1994-03-06,-0.5404347,0.2847114,8,0.6108438,1994
5544,1994-03-07,-0.5924423,-0.0344531,1,0.5934432,1994
5545,1994-03-08,-0.6585215,-0.3708193,1,0.7557496,1994
5546,1994-03-09,-0.6783173,-0.7908983,2,1.0419378,1994
5547,1994-03-10,-0.8725182,-0.9175209,2,1.2661488,1994
5548,1994-03-11,-0.8176851,-1.0470843,2,1.3285309,1994
5549,1994-03-12,-0.5583472,-1.2354058,2,1.3557209,1994
5550,1994-03-13,-0.1780886,-1.3862035,2,1.3975964,1994
5551,1994-03-14,0.1120222,-1.4028947,3,1.4073602,1994
5552,1994-03-15,0.0764089,-1.0846468,3,1.0873348,1994
5553,1994-03-16,-0.1268433,-0.8994841,2,0.9083837,1994
5554,1994-03-17,-0.1273362,-0.6346517,2,0.6473,1994
5555,1994-03-18,-0.1851935,-0.6345518,2,0.6610239,1994
5556,1994-03-19,-0.3107867,-0.4338837,2,0.5337072,1994
5557,1994-03-20,-0.1352661,-0.4376401,2,0.4580674,1994
5558,1994-03-21,0.0375291,-0.6469139,3,0.6480016,1994
5559,1994-03-22,0.2107478,-0.7382136,3,0.7677069,1994
5560,1994-03-23,0.3087979,-0.6310539,3,0.7025562,1994
5561,1994-03-24,0.1636233,-0.1480152,4,0.2206379,1994
5562,1994-03-25,0.0290782,0.0444928,6,0.0531522,1994
5563,1994-03-26,-0.0961321,0.1785715,7,0.2028033,1994
5564,1994-03-27,-0.5484184,-0.0662776,1,0.5524088,1994
5565,1994-03-28,-0.9387536,-0.158161,1,0.9519839,1994
5566,1994-03-29,-1.0585821,-0.1194129,1,1.0652959,1994
5567,1994-03-30,-1.0639997,-0.1902203,1,1.0808696,1994
5568,1994-03-31,-0.7685809,-0.1630272,1,0.7856809,1994
5569,1994-04-01,-0.3875352,-0.4089176,2,0.5633801,1994
5570,1994-04-02,-0.0762432,-0.4627129,2,0.4689523,1994
5571,1994-04-03,0.0256869,-0.5372802,3,0.5378939,1994
5572,1994-04-04,0.1866908,-0.1560419,4,0.2433157,1994
5573,1994-04-05,0.265753,0.1030635,5,0.2850381,1994
5574,1994-04-06,0.4535749,0.560551,6,0.7210739,1994
5575,1994-04-07,0.5155281,0.6889548,6,0.8604812,1994
5576,1994-04-08,0.3720851,0.6242725,6,0.7267486,1994
5577,1994-04-09,0.2012042,0.5443743,6,0.5803676,1994
5578,1994-04-10,0.2253117,0.4687169,6,0.5200586,1994
5579,1994-04-11,0.1060611,0.2419944,6,0.2642163,1994
5580,1994-04-12,-0.2560146,-0.0099989,1,0.2562098,1994
5581,1994-04-13,-0.640816,-0.030667,1,0.6415494,1994
5582,1994-04-14,-0.763702,-0.0503351,1,0.765359,1994
5583,1994-04-15,-0.6977581,-0.0856951,1,0.7030007,1994
5584,1994-04-16,-0.4812934,-0.0182745,1,0.4816402,1994
5585,1994-04-17,-0.3080923,-0.0566337,1,0.3132543,1994
5586,1994-04-18,-0.0695082,-0.0268024,1,0.0744967,1994
5587,1994-04-19,-0.1495634,0.0946113,8,0.176976,1994
5588,1994-04-20,-0.2579186,0.2429982,8,0.3543588,1994
5589,1994-04-21,-0.1112481,0.3915953,7,0.4070909,1994
5590,1994-04-22,-0.1341383,0.3569908,7,0.3813601,1994
5591,1994-04-23,-0.4894446,0.5200741,7,0.714166,1994
5592,1994-04-24,-0.7909316,0.4027442,8,0.8875673,1994
5593,1994-04-25,-0.9653391,0.0568452,8,0.9670113,1994
5594,1994-04-26,-1.0154665,-0.3040764,1,1.0600163,1994
5595,1994-04-27,-0.9029188,-0.4519269,1,1.009703,1994
5596,1994-04-28,-0.7532873,-0.671105,1,1.0088725,1994
5597,1994-04-29,-0.2161467,-0.893195,2,0.9189759,1994
5598,1994-04-30,0.296591,-0.8924605,3,0.940453,1994
5599,1994-05-01,0.697341,-0.5927303,4,0.9152123,1994
5600,1994-05-02,0.8559927,-0.2939911,4,0.9050714,1994
5601,1994-05-03,0.9469978,0.0182546,5,0.9471738,1994
5602,1994-05-04,0.820734,0.4020531,5,0.9139207,1994
5603,1994-05-05,0.6818925,0.4487333,5,0.8162959,1994
5604,1994-05-06,0.7105635,0.701152,5,0.9982558,1994
5605,1994-05-07,0.6554509,0.8662246,6,1.0862601,1994
5606,1994-05-08,0.7697501,1.1001142,6,1.3426714,1994
5607,1994-05-09,0.7941166,1.3653722,6,1.5795134,1994
5608,1994-05-10,0.881527,1.6510527,6,1.8716476,1994
5609,1994-05-11,0.6486449,1.8835192,6,1.9920805,1994
5610,1994-05-12,0.336501,2.0222631,6,2.0500684,1994
5611,1994-05-13,0.0524423,2.1373057,6,2.137949,1994
5612,1994-05-14,-0.4924176,2.296402,7,2.3486032,1994
5613,1994-05-15,-0.9259232,2.0279372,7,2.2293189,1994
