,Date,PC1,PC2,phase,amplitude,year
2557,1986-01-01,-0.7125291,-2.0647182,2,2.1842067,1986
2558,1986-01-02,-0.8974817,-2.1817715,2,2.3591526,1986
2559,1986-01-03,-0.8309962,-2.6507304,2,2.7779355,1986
2560,1986-01-04,-0.2205863,-2.8114495,2,2.8200898,1986
2561,1986-01-05,-0.1458495,-2.9867573,2,2.9903162,1986
2562,1986-01-06,0.0441401,-3.2856836,3,3.2859802,1986
2563,1986-01-07,0.0691796,-3.4754,3,3.4760885,1986
2564,1986-01-08,0.1668779,-3.4988873,3,3.5028646,1986
2565,1986-01-09,0.7625862,-3.1675434,3,3.2580466,1986
2566,1986-01-10,1.2717998,-2.7567105,3,3.0359392,1986
2567,1986-01-11,1.683622,-2.4535315,3,2.9756343,1986
2568,1986-01-12,1.7399547,-2.0832629,3,2.7143004,1986
2569,1986-01-13,1.6900951,-1.677268,4,2.3811026,1986
2570,1986-01-14,1.8708513,-1.314571,4,2.2865217,1986
2571,1986-01-15,1.8202988,-0.9031026,4,2.0320144,1986
2572,1986-01-16,1.6366528,-0.4962507,4,1.7102331,1986
2573,1986-01-17,1.7382684,-0.2162112,4,1.7516632,1986
2574,1986-01-18,1.4088671,0.0839261,5,1.4113647,1986
2575,1986-01-19,1.1222975,0.4744824,5,1.2184767,1986
2576,1986-01-20,1.1305915,0.5831596,5,1.2721291,1986
2577,1986-01-21,0.9095677,0.9795379,6,1.3367153,1986
2578,1986-01-22,0.7954893,1.4380057,6,1.6433696,1986
2579,1986-01-23,0.8467408,1.6056721,6,1.8152556,1986
2580,1986-01-24,0.6546187,1.6327014,6,1.759045,1986
2581,1986-01-25,0.3076416,1.8356652,6,1.8612658,1986
2582,1986-01-26,-0.0425349,1.6008323,7,1.6013973,1986
2583,1986-01-27,-0.2502063,1.4507197,7,1.4721383,1986
2584,1986-01-28,-0.4088866,1.555419,7,1.608265,1986
2585,1986-01-29,-0.6107281,1.4736733,7,1.5952122,1986
2586,1986-01-30,-0.5841624,1.3501816,7,1.4711343,1986
2587,1986-01-31,-0.3722404,0.9902769,7,1.0579277,1986
2588,1986-02-01,-0.6709462,0.5794355,8,0.8865181,1986
2589,1986-02-02,-0.7007636,0.164041,8,0.7197076,1986
2590,1986-02-03,-0.685038,0.2751189,8,0.7382191,1986
2591,1986-02-04,-0.8528093,0.4398724,8,0.9595683,1986
2592,1986-02-05,-1.1350626,0.4053442,8,1.205268,1986
2593,1986-02-06,-1.2228044,0.007043,8,1.2228247,1986
2594,1986-02-07,-1.4119272,-0.4684801,1,1.4876196,1986
2595,1986-02-08,-1.4362165,-0.8610827,1,1.6745689,1986
2596,1986-02-09,-1.3814052,-0.9832854,1,1.695621,1986
2597,1986-02-10,-1.2500864,-0.9341117,1,1.5605386,1986
2598,1986-02-11,-1.1257392,-1.0583949,1,1.54515,1986
2599,1986-02-12,-1.0701386,-0.9649864,1,1.4409703,1986
2600,1986-02-13,-0.7411054,-0.8018832,2,1.0919038,1986
2601,1986-02-14,-0.3342302,-0.559463,2,0.6516967,1986
2602,1986-02-15,0.0134131,-0.5747879,3,0.5749444,1986
2603,1986-02-16,0.0375826,-1.0003157,3,1.0010215,1986
2604,1986-02-17,-0.1921238,-1.0743049,2,1.091349,1986
2605,1986-02-18,-0.1124865,-1.2463658,2,1.2514316,1986
2606,1986-02-19,0.060081,-1.0168273,3,1.0186008,1986
2607,1986-02-20,-0.1627107,-0.687421,2,0.7064152,1986
2608,1986-02-21,-0.3562163,-0.5014051,2,0.6150586,1986
2609,1986-02-22,-0.6138883,-0.1551712,1,0.6331958,1986
2610,1986-02-23,-0.9003888,0.2185979,8,0.9265447,1986
2611,1986-02-24,-1.1918359,0.3243117,8,1.2351724,1986
2612,1986-02-25,-1.2869403,0.279292,8,1.3168976,1986
2613,1986-02-26,-1.3588057,0.0427717,8,1.3594786,1986
2614,1986-02-27,-1.4831487,-0.2205186,1,1.4994528,1986
2615,1986-02-28,-1.4860233,-0.6770166,1,1.632978,1986
