,Date,PC1,PC2,phase,amplitude,year
13149,2015-01-01,1.2000877,-0.2921421,4,1.2351346,2015
13150,2015-01-02,0.9235685,-0.1671669,4,0.9385753,2015
13151,2015-01-03,0.8456233,0.2473401,5,0.8810538,2015
13152,2015-01-04,0.9750493,0.5291747,5,1.1093904,2015
13153,2015-01-05,1.3286642,0.7683644,5,1.5348395,2015
13154,2015-01-06,1.5851511,0.8008239,5,1.7759569,2015
13155,2015-01-07,1.7456408,1.0177797,5,2.0206776,2015
13156,2015-01-08,1.7694744,1.5922238,5,2.3803813,2015
13157,2015-01-09,1.5598656,1.7516513,6,2.3455198,2015
13158,2015-01-10,1.2921143,1.6373334,6,2.0857661,2015
13159,2015-01-11,0.8756807,1.6510696,6,1.8689163,2015
13160,2015-01-12,0.3680777,1.3812208,6,1.4294237,2015
13161,2015-01-13,0.093434,1.0979581,6,1.1019264,2015
13162,2015-01-14,-0.2265901,1.1132473,7,1.1360734,2015
13163,2015-01-15,-0.6059471,1.039097,7,1.2028693,2015
13164,2015-01-16,-0.7670355,0.8615224,7,1.1535009,2015
13165,2015-01-17,-0.6572691,0.4293048,8,0.7850511,2015
13166,2015-01-18,-0.7136665,0.3946423,8,0.8155136,2015
13167,2015-01-19,-0.604671,0.4650072,8,0.7627966,2015
13168,2015-01-20,-0.5883465,0.7486976,7,0.9522078,2015
13169,2015-01-21,-0.6606891,0.7398596,7,0.9919184,2015
13170,2015-01-22,-0.6799213,0.7567179,7,1.0173078,2015
13171,2015-01-23,-0.6298698,0.4528173,8,0.7757444,2015
13172,2015-01-24,-0.6586689,0.227362,8,0.6968057,2015
13173,2015-01-25,-0.5235714,0.2569768,8,0.5832359,2015
13174,2015-01-26,-0.4630231,0.1237409,8,0.4792726,2015
13175,2015-01-27,0.009126,0.2396895,6,0.2398631,2015
13176,2015-01-28,0.3689831,0.2764245,5,0.4610412,2015
13177,2015-01-29,0.3534369,0.2153787,5,0.4138909,2015
13178,2015-01-30,0.1932304,0.4549393,6,0.494275,2015
13179,2015-01-31,0.0556047,0.6316412,6,0.634084,2015
13180,2015-02-01,-0.0486446,0.6567647,7,0.6585637,2015
13181,2015-02-02,-0.1599475,0.9795825,7,0.9925548,2015
13182,2015-02-03,-0.2733055,1.1604761,7,1.1922251,2015
13183,2015-02-04,-0.3622182,0.8160859,7,0.8928596,2015
13184,2015-02-05,-0.937951,0.5803911,8,1.1029986,2015
13185,2015-02-06,-1.217175,0.4398098,8,1.2941977,2015
13186,2015-02-07,-1.2690023,0.3082779,8,1.3059105,2015
13187,2015-02-08,-1.1426435,0.1199922,8,1.1489265,2015
13188,2015-02-09,-0.9009215,0.378204,8,0.9770864,2015
13189,2015-02-10,-0.6976896,0.8019831,7,1.06299,2015
13190,2015-02-11,-0.268196,0.8211753,7,0.8638623,2015
13191,2015-02-12,0.0510274,0.7080195,6,0.7098559,2015
13192,2015-02-13,0.4753205,0.6156685,6,0.7778028,2015
13193,2015-02-14,0.3012055,0.5635499,6,0.6389939,2015
13194,2015-02-15,0.1434869,0.2872174,6,0.3210644,2015
13195,2015-02-16,0.0457214,0.276618,6,0.2803712,2015
13196,2015-02-17,0.0897356,0.0786631,5,0.119333,2015
13197,2015-02-18,-0.0606201,0.0570915,8,0.083272,2015
13198,2015-02-19,-0.1053188,0.1350301,7,0.171246,2015
13199,2015-02-20,-0.1885777,0.2966138,7,0.3514844,2015
13200,2015-02-21,-0.4825633,0.4834672,7,0.683087,2015
13201,2015-02-22,-0.459602,0.6402357,7,0.7881216,2015
13202,2015-02-23,-0.4209271,0.4528451,7,0.6182624,2015
13203,2015-02-24,-0.2450633,0.4509742,7,0.513258,2015
13204,2015-02-25,-0.0504988,0.2047004,7,0.2108374,2015
13205,2015-02-26,0.0790628,0.0786783,5,0.1115401,2015
13206,2015-02-27,0.1242013,-0.3044989,3,0.3288549,2015
13207,2015-02-28,0.1341086,-0.4409011,3,0.4608459,2015
13208,2015-03-01,0.38299,-0.4085916,3,0.5600254,2015
13209,2015-03-02,0.7945665,-0.4763765,4,0.9264289,2015
13210,2015-03-03,1.0465305,-0.2477893,4,1.0754653,2015
13211,2015-03-04,1.228299,-0.2961432,4,1.2634948,2015
13212,2015-03-05,1.183167,-0.4263023,4,1.2576239,2015
13213,2015-03-06,1.3516958,-0.4427251,4,1.4223527,2015
13214,2015-03-07,1.4947221,0.0213736,5,1.494875,2015
13215,2015-03-08,1.4967988,0.748601,5,1.673562,2015
13216,2015-03-09,1.3694049,1.4331743,6,1.9822357,2015
13217,2015-03-10,0.8843189,1.923913,6,2.1174185,2015
13218,2015-03-11,0.5393161,2.477459,6,2.5354812,2015
13219,2015-03-12,0.2387695,2.9202237,6,2.9299688,2015
13220,2015-03-13,-0.0770514,3.1633432,7,3.1642814,2015
13221,2015-03-14,-0.7487822,3.5104835,7,3.5894525,2015
13222,2015-03-15,-1.6557651,3.6418133,7,4.000545,2015
13223,2015-03-16,-2.1575322,3.8039682,7,4.3732276,2015
13224,2015-03-17,-2.4374509,3.471931,7,4.2421069,2015
13225,2015-03-18,-2.4303811,2.8370457,7,3.7357168,2015
13226,2015-03-19,-2.5116308,2.2014947,8,3.3398905,2015
13227,2015-03-20,-2.5330477,1.8041586,8,3.1098742,2015
13228,2015-03-21,-2.3102322,1.4692144,8,2.7378392,2015
13229,2015-03-22,-2.1289246,1.0777931,8,2.3862016,2015
13230,2015-03-23,-1.9843862,0.7067881,8,2.106499,2015
13231,2015-03-24,-1.999998,0.5355845,8,2.0704691,2015
13232,2015-03-25,-2.0144765,0.1297013,8,2.0186477,2015
13233,2015-03-26,-1.5962112,-0.2061343,1,1.6094662,2015
13234,2015-03-27,-1.3174102,-0.4128316,1,1.3805795,2015
13235,2015-03-28,-1.1297798,-0.7949689,1,1.3814405,2015
13236,2015-03-29,-1.0802279,-1.2791226,2,1.6742302,2015
13237,2015-03-30,-0.6916095,-1.6463532,2,1.7857219,2015
13238,2015-03-31,-0.2440927,-1.7115384,2,1.7288566,2015
13239,2015-04-01,0.033681,-1.6668378,3,1.667178,2015
13240,2015-04-02,0.5332271,-1.3746685,3,1.4744642,2015
13241,2015-04-03,0.8096954,-1.153046,3,1.4089435,2015
13242,2015-04-04,0.9203142,-1.0554385,3,1.4003316,2015
13243,2015-04-05,0.9684831,-1.3104236,3,1.629469,2015
13244,2015-04-06,0.9971117,-1.2216954,3,1.5769501,2015
13245,2015-04-07,0.725503,-1.0046407,3,1.2392166,2015
13246,2015-04-08,0.3743312,-0.8424198,3,0.9218432,2015
13247,2015-04-09,0.1828787,-0.7767304,3,0.7979691,2015
13248,2015-04-10,-0.1638073,-0.6456608,2,0.6661161,2015
13249,2015-04-11,-0.2981367,-0.6889437,2,0.7506857,2015
13250,2015-04-12,-0.3979088,-0.5569732,2,0.6845075,2015
13251,2015-04-13,-0.4578067,-0.5773806,2,0.736855,2015
13252,2015-04-14,-0.6856247,-0.8006132,2,1.0540695,2015
13253,2015-04-15,-0.6775678,-0.9338401,2,1.1537571,2015
13254,2015-04-16,-0.6544393,-0.9433542,2,1.1481324,2015
