,Date,PC1,PC2,phase,amplitude,year
52596,2015-01-01,1.1706839,-0.2016823,4,1.1879295,2015
52597,2015-01-01,1.2975706,-0.2229839,4,1.3165908,2015
52598,2015-01-01,1.284835,-0.357671,4,1.3336902,2015
52599,2015-01-01,1.0386595,-0.3941175,4,1.1109195,2015
52600,2015-01-02,0.9626708,-0.2303521,4,0.9898471,2015
52601,2015-01-02,0.9160392,-0.1124796,4,0.922919,2015
52602,2015-01-02,0.9583495,-0.2010709,4,0.9792156,2015
52603,2015-01-02,0.8532445,-0.1335241,4,0.8636289,2015
52604,2015-01-03,0.850782,0.120118,5,0.8592197,2015
52605,2015-01-03,0.8661662,0.2981344,5,0.9160393,2015
52606,2015-01-03,0.8880853,0.2758264,5,0.9299332,2015
52607,2015-01-03,0.7781929,0.2846161,5,0.8286076,2015
52608,2015-01-04,0.8419989,0.3786412,5,0.923218,2015
52609,2015-01-04,0.9398288,0.5179072,5,1.0730826,2015
52610,2015-01-04,1.0861881,0.5337758,5,1.2102567,2015
52611,2015-01-04,1.030751,0.6770483,5,1.2332242,2015
52612,2015-01-05,1.1023998,0.7587494,5,1.3382772,2015
52613,2015-01-05,1.3009343,0.8261093,5,1.5410668,2015
52614,2015-01-05,1.47539,0.7344846,5,1.6481029,2015
52615,2015-01-05,1.4276713,0.7408329,5,1.6084399,2015
52616,2015-01-06,1.4715047,0.8233553,5,1.686191,2015
52617,2015-01-06,1.5584052,0.8553586,5,1.7777134,2015
52618,2015-01-06,1.6573937,0.7649543,5,1.8254066,2015
52619,2015-01-06,1.637436,0.7496776,5,1.8008924,2015
52620,2015-01-07,1.7234222,0.8678161,5,1.9295826,2015
52621,2015-01-07,1.7955539,1.013356,5,2.0617721,2015
52622,2015-01-07,1.773966,1.0431806,5,2.0579555,2015
52623,2015-01-07,1.6699197,1.139174,5,2.0214722,2015
52624,2015-01-08,1.7525442,1.5099896,5,2.3133266,2015
52625,2015-01-08,1.80635,1.6373787,5,2.4380136,2015
52626,2015-01-08,1.812343,1.5931522,5,2.4130316,2015
52627,2015-01-08,1.6837829,1.6118267,5,2.3309033,2015
52628,2015-01-09,1.6364014,1.7937187,6,2.4280107,2015
52629,2015-01-09,1.6244742,1.8530264,6,2.4642694,2015
52630,2015-01-09,1.5512481,1.6957924,6,2.2982781,2015
52631,2015-01-09,1.4035587,1.6436307,6,2.161365,2015
52632,2015-01-10,1.4095736,1.7760531,6,2.2674351,2015
52633,2015-01-10,1.3560084,1.7716075,6,2.230998,2015
52634,2015-01-10,1.2582566,1.5117519,6,1.9668765,2015
52635,2015-01-10,1.1178911,1.4715912,6,1.8480426,2015
52636,2015-01-11,1.0268862,1.7331172,6,2.0144951,2015
52637,2015-01-11,0.9774225,1.7471907,6,2.0020065,2015
52638,2015-01-11,0.8436027,1.5886862,6,1.7987744,2015
52639,2015-01-11,0.6318918,1.5180078,6,1.6442733,2015
52640,2015-01-12,0.4958753,1.5825912,6,1.6584593,2015
52641,2015-01-12,0.4257766,1.5013982,6,1.5606031,2015
52642,2015-01-12,0.341031,1.2822392,6,1.3268156,2015
52643,2015-01-12,0.1931046,1.142759,6,1.1589596,2015
52644,2015-01-13,0.1304778,1.1771395,6,1.1843487,2015
52645,2015-01-13,0.1492271,1.1796789,6,1.1890799,2015
52646,2015-01-13,0.1239194,1.0470217,6,1.0543295,2015
52647,2015-01-13,-0.0424342,0.9801334,7,0.9810515,2015
52648,2015-01-14,-0.1214268,1.0615848,7,1.0685068,2015
52649,2015-01-14,-0.1967979,1.1370648,7,1.1539696,2015
52650,2015-01-14,-0.1831212,1.1315514,7,1.146273,2015
52651,2015-01-14,-0.410984,1.1140153,7,1.1874081,2015
52652,2015-01-15,-0.498849,1.1537377,7,1.2569649,2015
52653,2015-01-15,-0.5533605,1.1705759,7,1.2947801,2015
52654,2015-01-15,-0.6049448,0.9300643,7,1.1094943,2015
52655,2015-01-15,-0.7646218,0.8898259,7,1.1732163,2015
52656,2015-01-16,-0.7670448,0.9103864,7,1.1904458,2015
52657,2015-01-16,-0.7720101,0.9846897,7,1.2512448,2015
52658,2015-01-16,-0.7125944,0.8390762,7,1.1008359,2015
52659,2015-01-16,-0.8114364,0.7015171,8,1.0726393,2015
52660,2015-01-17,-0.7845514,0.6323084,8,1.0076382,2015
52661,2015-01-17,-0.6879708,0.5681649,8,0.8922529,2015
52662,2015-01-17,-0.5521327,0.3162906,8,0.6363099,2015
52663,2015-01-17,-0.5989226,0.1940282,8,0.6295674,2015
52664,2015-01-18,-0.7119747,0.3386317,8,0.7884031,2015
52665,2015-01-18,-0.6770581,0.4688436,8,0.8235424,2015
52666,2015-01-18,-0.6724895,0.383427,8,0.7741178,2015
52667,2015-01-18,-0.7860948,0.3779258,8,0.872223,2015
52668,2015-01-19,-0.7577762,0.4293436,8,0.8709539,2015
52669,2015-01-19,-0.5823735,0.4703406,8,0.7485847,2015
52670,2015-01-19,-0.4963123,0.466485,8,0.6811271,2015
52671,2015-01-19,-0.5750911,0.4848031,8,0.7521728,2015
52672,2015-01-20,-0.5671174,0.6727067,7,0.8798616,2015
52673,2015-01-20,-0.5449961,0.8159406,7,0.9812134,2015
52674,2015-01-20,-0.5598291,0.7516474,7,0.9372206,2015
52675,2015-01-20,-0.6724431,0.7441504,7,1.0029653,2015
52676,2015-01-21,-0.726783,0.8038443,7,1.0836878,2015
52677,2015-01-21,-0.6906946,0.7985712,7,1.055829,2015
52678,2015-01-21,-0.5751808,0.6753805,7,0.8871142,2015
52679,2015-01-21,-0.6371899,0.6699468,7,0.9245754,2015
52680,2015-01-22,-0.6736022,0.7381223,7,0.999282,2015
52681,2015-01-22,-0.6670757,0.862446,7,1.0903225,2015
52682,2015-01-22,-0.6122957,0.7436849,7,0.9633138,2015
52683,2015-01-22,-0.7525537,0.6704238,8,1.0078716,2015
52684,2015-01-23,-0.7210242,0.6690488,8,0.9836169,2015
52685,2015-01-23,-0.6107383,0.5632177,8,0.8307921,2015
52686,2015-01-23,-0.5301795,0.3323511,8,0.6257376,2015
52687,2015-01-23,-0.644878,0.2398352,8,0.6880323,2015
52688,2015-01-24,-0.7133203,0.2913934,8,0.7705426,2015
52689,2015-01-24,-0.685146,0.3046979,8,0.749844,2015
52690,2015-01-24,-0.574475,0.1470476,8,0.5929962,2015
52691,2015-01-24,-0.6456319,0.1663573,8,0.6667198,2015
52692,2015-01-25,-0.5071651,0.324943,8,0.6023325,2015
52693,2015-01-25,-0.481299,0.37051,8,0.6073931,2015
52694,2015-01-25,-0.4617857,0.2322822,8,0.5169149,2015
52695,2015-01-25,-0.6281275,0.1008364,8,0.6361699,2015
52696,2015-01-26,-0.6225406,0.1229004,8,0.634556,2015
52697,2015-01-26,-0.4861631,0.126103,8,0.5022514,2015
52698,2015-01-26,-0.3440505,0.1104014,8,0.3613298,2015
52699,2015-01-26,-0.3822693,0.1375387,8,0.4062594,2015
52700,2015-01-27,-0.220719,0.2506689,7,0.3339936,2015
