,Date,PC1,PC2,phase,amplitude,year
16072,1990-01-01,-0.2972194,-1.8939151,2,1.9170951,1990
16073,1990-01-01,-0.2185674,-1.8197124,2,1.8327916,1990
16074,1990-01-01,-0.1129112,-1.9515126,2,1.9547763,1990
16075,1990-01-01,-0.1418129,-1.9904786,2,1.9955239,1990
16076,1990-01-02,-0.0573767,-1.9062215,2,1.9070848,1990
16077,1990-01-02,0.0767987,-1.8742862,3,1.8758589,1990
16078,1990-01-02,0.27192,-1.9726917,3,1.9913445,1990
16079,1990-01-02,0.2292603,-2.0202222,3,2.0331891,1990
16080,1990-01-03,0.288307,-1.9565887,3,1.977716,1990
16081,1990-01-03,0.4785542,-1.857746,3,1.9183937,1990
16082,1990-01-03,0.7501153,-1.7733799,3,1.9254997,1990
16083,1990-01-03,0.6194823,-1.7867608,3,1.8911035,1990
16084,1990-01-04,0.5566865,-1.742028,3,1.8288141,1990
16085,1990-01-04,0.6014177,-1.7301275,3,1.8316779,1990
16086,1990-01-04,0.6917185,-1.9064285,3,2.0280395,1990
16087,1990-01-04,0.6060179,-1.9761572,3,2.0669918,1990
16088,1990-01-05,0.6522277,-1.8638942,3,1.9747158,1990
16089,1990-01-05,0.798772,-1.851925,3,2.0168447,1990
16090,1990-01-05,1.0244175,-2.0141094,3,2.259661,1990
16091,1990-01-05,0.9595993,-1.9777126,3,2.1982217,1990
16092,1990-01-06,0.9274828,-1.8318202,3,2.0532389,1990
16093,1990-01-06,0.8946949,-1.7738587,3,1.9867193,1990
16094,1990-01-06,0.8662938,-1.837433,3,2.0314097,1990
16095,1990-01-06,0.6948933,-1.7541373,3,1.8867629,1990
16096,1990-01-07,0.4677398,-1.6570686,3,1.7218179,1990
16097,1990-01-07,0.5490129,-1.5199084,3,1.616025,1990
16098,1990-01-07,0.6689161,-1.5549649,3,1.6927388,1990
16099,1990-01-07,0.560147,-1.5013748,3,1.602464,1990
16100,1990-01-08,0.4645275,-1.485063,3,1.5560198,1990
16101,1990-01-08,0.5205587,-1.3369347,3,1.4347041,1990
16102,1990-01-08,0.6491999,-1.3315492,3,1.481379,1990
16103,1990-01-08,0.5027665,-1.2921624,3,1.3865273,1990
16104,1990-01-09,0.4484442,-1.0400099,3,1.1325735,1990
16105,1990-01-09,0.4726389,-0.9647591,3,1.0743127,1990
16106,1990-01-09,0.5380256,-1.1705239,3,1.2882537,1990
16107,1990-01-09,0.4050499,-1.3085948,3,1.3698488,1990
16108,1990-01-10,0.3660574,-1.3286287,3,1.3781335,1990
16109,1990-01-10,0.35757,-1.3840057,3,1.4294503,1990
16110,1990-01-10,0.476696,-1.532702,3,1.6051213,1990
16111,1990-01-10,0.3575688,-1.5357416,3,1.5768188,1990
16112,1990-01-11,0.364747,-1.3573737,3,1.4055262,1990
16113,1990-01-11,0.4587347,-1.2391866,3,1.3213708,1990
16114,1990-01-11,0.5538381,-1.4144483,3,1.519013,1990
16115,1990-01-11,0.4815663,-1.4151587,3,1.4948514,1990
16116,1990-01-12,0.4989449,-1.1951813,3,1.2951463,1990
16117,1990-01-12,0.5358086,-1.0725969,3,1.1989808,1990
16118,1990-01-12,0.7171343,-1.2014871,3,1.399233,1990
16119,1990-01-12,0.7757578,-1.2016879,3,1.4303336,1990
16120,1990-01-13,1.0070837,-1.1282877,3,1.5123658,1990
16121,1990-01-13,1.2158303,-1.0505332,4,1.6068178,1990
16122,1990-01-13,1.4757197,-1.1757349,4,1.8868231,1990
16123,1990-01-13,1.4312928,-1.1878941,4,1.8600246,1990
16124,1990-01-14,1.5565196,-1.0312437,4,1.8671414,1990
16125,1990-01-14,1.7057276,-0.8217796,4,1.8933643,1990
16126,1990-01-14,1.985474,-0.8244098,4,2.1498275,1990
16127,1990-01-14,1.9302964,-0.736616,4,2.0660706,1990
16128,1990-01-15,1.9864761,-0.5932421,4,2.0731673,1990
16129,1990-01-15,2.0271335,-0.3805189,4,2.0625384,1990
16130,1990-01-15,2.054584,-0.4459111,4,2.1024158,1990
