,Date,PC1,PC2,phase,amplitude,year
56980,2018-01-01,-0.6442282,-1.3374206,2,1.4844944,2018
56981,2018-01-01,-0.4842966,-1.1321014,2,1.2313395,2018
56982,2018-01-01,-0.339508,-1.2324111,2,1.2783203,2018
56983,2018-01-01,-0.4028142,-1.1949167,2,1.2609859,2018
56984,2018-01-02,-0.3883118,-1.0965055,2,1.1632328,2018
56985,2018-01-02,-0.3444568,-1.0393558,2,1.0949479,2018
56986,2018-01-02,-0.3099851,-1.251886,2,1.2896935,2018
56987,2018-01-02,-0.4293239,-1.3510824,2,1.4176539,2018
56988,2018-01-03,-0.4642961,-1.2899477,2,1.3709618,2018
56989,2018-01-03,-0.4783252,-1.2074281,2,1.2987216,2018
56990,2018-01-03,-0.4986911,-1.3658677,2,1.4540589,2018
56991,2018-01-03,-0.6382948,-1.3570486,2,1.499667,2018
56992,2018-01-04,-0.6370243,-1.2951437,2,1.4433286,2018
56993,2018-01-04,-0.5399722,-1.1363291,2,1.2580992,2018
56994,2018-01-04,-0.4499002,-1.38334,2,1.4546614,2018
56995,2018-01-04,-0.5413858,-1.4389656,2,1.5374396,2018
56996,2018-01-05,-0.6409724,-1.4093676,2,1.5482774,2018
56997,2018-01-05,-0.6439219,-1.3992667,2,1.5403191,2018
56998,2018-01-05,-0.6292703,-1.6970909,2,1.8099996,2018
56999,2018-01-05,-0.7466174,-1.8682492,2,2.0119126,2018
57000,2018-01-06,-0.7948163,-1.8951664,2,2.0550885,2018
57001,2018-01-06,-0.7184355,-1.8996013,2,2.0309198,2018
57002,2018-01-06,-0.7185944,-2.0654831,2,2.1869154,2018
57003,2018-01-06,-0.8005186,-2.1160862,2,2.2624435,2018
57004,2018-01-07,-0.6666751,-2.1538334,2,2.2546515,2018
57005,2018-01-07,-0.5800035,-2.0325792,2,2.1137128,2018
57006,2018-01-07,-0.4953036,-2.1152024,2,2.1724195,2018
57007,2018-01-07,-0.5206334,-2.1364453,2,2.1989672,2018
57008,2018-01-08,-0.5400941,-2.1740186,2,2.2401023,2018
57009,2018-01-08,-0.4115644,-2.1749904,2,2.2135873,2018
57010,2018-01-08,-0.3533571,-2.2463524,2,2.2739747,2018
57011,2018-01-08,-0.441964,-2.1550291,2,2.1998823,2018
57012,2018-01-09,-0.4086715,-2.1015377,2,2.1409047,2018
57013,2018-01-09,-0.29251,-1.9463482,2,1.9682057,2018
57014,2018-01-09,-0.2064386,-2.0024781,2,2.0130911,2018
57015,2018-01-09,-0.2070108,-1.8862931,2,1.8976182,2018
57016,2018-01-10,-0.1219144,-1.6570146,2,1.6614934,2018
57017,2018-01-10,0.0003816,-1.5457897,3,1.5457898,2018
57018,2018-01-10,0.0986853,-1.7420597,3,1.7448525,2018
57019,2018-01-10,-0.0432929,-1.7690395,2,1.7695692,2018
57020,2018-01-11,-0.1704823,-1.6320182,2,1.6408983,2018
57021,2018-01-11,-0.0781446,-1.649806,2,1.6516557,2018
57022,2018-01-11,-0.0013637,-1.962343,2,1.9623435,2018
57023,2018-01-11,-0.1272577,-1.9759187,2,1.9800124,2018
57024,2018-01-12,-0.168512,-1.8047061,2,1.8125564,2018
57025,2018-01-12,-0.1311937,-1.7158502,2,1.7208585,2018
57026,2018-01-12,0.0027472,-1.8168981,3,1.8169003,2018
57027,2018-01-12,-0.0968601,-1.7656651,2,1.7683197,2018
57028,2018-01-13,0.0397173,-1.7375417,3,1.7379955,2018
57029,2018-01-13,0.150807,-1.6489555,3,1.6558373,2018
57030,2018-01-13,0.2503891,-1.9695767,3,1.9854287,2018
57031,2018-01-13,0.2036372,-1.9713349,3,1.9818248,2018
57032,2018-01-14,0.3415941,-1.8485655,3,1.879862,2018
57033,2018-01-14,0.4727715,-1.7523139,3,1.8149701,2018
57034,2018-01-14,0.6527033,-1.9635962,3,2.0692346,2018
57035,2018-01-14,0.5568674,-1.8750461,3,1.9559907,2018
57036,2018-01-15,0.5735821,-1.7819589,3,1.8719974,2018
57037,2018-01-15,0.7053971,-1.6359206,3,1.7815223,2018
57038,2018-01-15,0.8476709,-1.8171999,3,2.0051837,2018
57039,2018-01-15,0.8573543,-1.8055876,3,1.9988004,2018
57040,2018-01-16,1.0400602,-1.6845778,3,1.9797797,2018
57041,2018-01-16,1.2544399,-1.5843714,3,2.0208545,2018
57042,2018-01-16,1.3866557,-1.723919,3,2.2123995,2018
57043,2018-01-16,1.3648291,-1.6867321,3,2.1697521,2018
57044,2018-01-17,1.3714463,-1.5788851,3,2.0913496,2018
57045,2018-01-17,1.4757851,-1.4629123,4,2.0779929,2018
57046,2018-01-17,1.5555058,-1.6308486,3,2.2537227,2018
57047,2018-01-17,1.4674516,-1.6994678,3,2.2453518,2018
57048,2018-01-18,1.4904569,-1.6252941,3,2.2052307,2018
57049,2018-01-18,1.4949964,-1.5818204,3,2.1765041,2018
57050,2018-01-18,1.5978392,-1.642345,3,2.2913723,2018
57051,2018-01-18,1.4679828,-1.4970927,3,2.0967262,2018
57052,2018-01-19,1.511647,-1.2393651,4,1.9547641,2018
57053,2018-01-19,1.5818276,-1.0768536,4,1.913581,2018
57054,2018-01-19,1.6933694,-1.2340461,4,2.0953209,2018
57055,2018-01-19,1.5135233,-1.180414,4,1.9194088,2018
57056,2018-01-20,1.4834396,-1.1502837,4,1.8771642,2018
57057,2018-01-20,1.5373063,-0.9589307,4,1.811866,2018
57058,2018-01-20,1.6519578,-0.9883445,4,1.9250426,2018
57059,2018-01-20,1.5092083,-0.9154006,4,1.7651254,2018
57060,2018-01-21,1.5404413,-0.779703,4,1.7265272,2018
57061,2018-01-21,1.4833723,-0.6181103,4,1.6070014,2018
57062,2018-01-21,1.5793998,-0.6346962,4,1.7021583,2018
57063,2018-01-21,1.3409839,-0.5460667,4,1.4479042,2018
57064,2018-01-22,1.3297551,-0.3314929,4,1.3704511,2018
57065,2018-01-22,1.3331462,-0.1767799,4,1.344816,2018
57066,2018-01-22,1.4155693,-0.2339045,4,1.434764,2018
57067,2018-01-22,1.3113992,-0.1898018,4,1.3250632,2018
57068,2018-01-23,1.2894876,0.0253067,5,1.2897359,2018
57069,2018-01-23,1.3233678,0.2291078,5,1.3430536,2018
57070,2018-01-23,1.4687815,0.3092565,5,1.500986,2018
